"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI_Rank","DCI_Percentile"
"Z62024","East Alton","IL",9772,11.5,7.7,27.9,13.9,76.5,NA,-7.8,13349,12312,12963,13998,20045,NA,21740,15734.5,17870,68.4
"Z62025","Edwardsville","IL",34092,3.8,5.9,24.5,10.8,126.3,26.9,6.3,2220,8067,9177,10250,4719,3643,8619,6670.71428571429,3266,12.5
"Z62028","Elsah","IL",1324,0.599999999999994,8.4,29.2,3.3,117.7,NA,0,147,13580,14258,1265,6153,NA,15816,8536.5,5860,22.4
"Z62031","Fieldon","IL",991,16.9,7.1,38.3,16.3,83.5,-21.4,0,18947,11034,21188,16580,17330,21771,15579,17489.8571428571,20715,79.3
"Z62032","Fillmore","IL",664,14.6,18.6,19.7,14.8,76.9,50,6.7,16913,24421,3942,14942,19929,1421,8324,12841.7142857143,12893,49.4
"Z62033","Gillespie","IL",4661,9.90000000000001,9,32,17.1,73.5,16.5,-4.3,11195,14834,16824,17301,21012,6532,19569,15323.8571428571,17206,65.9
"Z62034","Glen Carbon","IL",13827,5,8,19.1,6.7,120.1,26,0.700000000000003,3669,12830,3382,4869,5711,3807,13921,6884.14285714286,3527,13.5
"Z62035","Godfrey","IL",16247,5.59999999999999,6.4,27.7,5.7,106.9,-10.9,-5.09999999999999,4510,9302,12743,3748,8743,20060,20176,11326,10287,39.4
"Z62036","Golden Eagle","IL",700,9.7,8.6,31.6,7.4,113.4,NA,12.5,10881,14034,16459,5808,7108,NA,4827,9852.83333333333,7948,30.4
"Z62037","Grafton","IL",1851,10.5,13.1,32.8,9.7,70,2.09999999999999,20.5,12028,20799,17506,8875,22038,14532,2472,14035.7142857143,15071,57.7
"Z62040","Granite City","IL",42495,11.4,10.7,30.5,17.3,80.4,-0.599999999999994,-1.5,13226,17721,15493,17468,18554,16066,17273,16543,19225,73.6
"Z62044","Greenfield","IL",2231,12.3,10.2,25,13,84,-2.8,-13,14297,16931,9780,12947,17133,17154,23605,15978.1428571429,18306,70.1
"Z62046","Hamel","IL",773,0.400000000000006,4.5,16.6,4.7,128.8,18.3,10.3,124,4873,1630,2509,4371,5795,5867,3595.57142857143,490,1.9
"Z62047","Hardin","IL",1751,9.59999999999999,14.6,24.6,12.6,100.7,-12.2,-12.2,10726,22259,9357,12491,10678,20344,23369,15603.4285714286,17656,67.6
"Z62048","Hartford","IL",1779,11.9,4.7,37.5,13.5,72.6,6.5,-4.7,13823,5478,20708,13585,21289,11700,19874,15208.1428571429,17019,65.1
"Z62049","Hillsboro","IL",10461,18.8,13.2,74.1,13.5,92.5,4.09999999999999,-5.59999999999999,20314,20957,25983,13601,13728,13245,20434,18323.1428571429,21863,83.7
"Z62051","Irving","IL",823,11.8,10,30.7,15.9,80.4,10,8.3,13704,16607,15676,16157,18552,9613,7126,13919.2857142857,14837,56.8
"Z62052","Jerseyville","IL",12994,8.3,8.4,19.9,7.2,91.5,9,-9.09999999999999,8711,13628,4100,5478,14086,10170,22297,11210,10104,38.7
"Z62053","Kampsville","IL",610,5.2,12.1,32.8,19.8,66.7,-16.3,-25,3928,19644,17501,19487,22914,21139,25268,18554.4285714286,22132,84.7
"Z62054","Kane","IL",818,13.2,9.9,38.9,9.1,89.5,NA,-33.3,15405,16454,21532,8094,14873,NA,25751,17018.1666666667,19986,76.5
"Z62056","Litchfield","IL",8862,13.1,8,33.5,18.9,82,-0.400000000000006,-4.7,15289,12928,18025,18839,17929,15960,19884,16979.1428571429,19924,76.3
"Z62058","Livingston","IL",790,8.3,6.2,29.4,9.8,73.5,-32,-25,8712,8832,14437,8987,20997,22647,25286,15699.7142857143,17814,68.2
"Z62059","Lovejoy","IL",836,16.2,16.5,32.4,52.8,22.4,-37.8,-16.7,18335,23546,17185,26013,26107,22938,24368,22641.7142857143,25668,98.3
"Z62060","Madison","IL",4959,23.3,21.1,50.8,37.4,38.1,-8.3,-4.3,22859,25169,24854,25270,25950,19374,19628,23300.5714285714,25880,99.1
"Z62061","Marine","IL",1869,5,4.3,21.5,5.2,112.7,-19.1,9.7,3670,4518,5780,3102,7239,21509,6248,7438,4273,16.4
"Z62062","Maryville","IL",8204,4.09999999999999,4.4,20.8,6.6,140.8,6.09999999999999,0,2547,4688,4982,4759,2999,11907,14972,6693.42857142857,3295,12.6
"Z62063","Medora","IL",1161,7.8,8.4,26.8,10.8,99.2,38.1,-21.1,7910,13622,11761,10276,11177,2176,24914,11690.8571428571,10891,41.7
"Z62067","Moro","IL",2460,6.90000000000001,4.9,19.5,4.7,99.1,-39.8,-4.5,6460,5840,3722,2544,11201,23010,19799,10368,8735,33.4
"Z62069","Mount Olive","IL",3063,10.8,11.8,23.3,9.4,84,19.5,-1.90000000000001,12432,19275,7848,8410,17125,5462,17557,12587,12412,47.5
"Z62074","New Douglas","IL",1379,7.7,11,22.7,4.7,134.8,10.5,-16.7,7755,18117,7149,2573,3627,9315,24306,10406,8799,33.7
"Z62075","Nokomis","IL",3275,9.3,15.6,33.1,12.2,76,12.4,6.90000000000001,10271,22967,17763,12062,20183,8344,8200,14255.7142857143,15441,59.1
"Z62080","Ramsey","IL",2753,13.8,13.7,36.7,15.9,75.5,-9.2,-8.59999999999999,16087,21448,20246,16182,20363,19609,22115,19435.7142857143,23249,89
"Z62082","Roodhouse","IL",2747,18,20.2,38.1,19.5,66.4,-29.3,-17.9,19786,24943,21110,19291,22989,22465,24534,22159.7142857143,25446,97.4
"Z62084","Roxana","IL",1610,6.7,12.3,24.3,20.5,77.7,-49.9,8.3,6119,19881,9001,19999,19632,23253,7166,15007.2857142857,16693,63.9
"Z62086","Sorento","IL",1452,11.2,9.7,39.3,20.9,64.7,20,22.2,12951,16087,21738,20307,23385,5313,2217,14571.1428571429,15976,61.2
"Z62087","South Roxana","IL",2362,15.3,10.3,33.8,27.5,71.2,NA,9.40000000000001,17563,17120,18266,23421,21729,NA,6428,17421.1666666667,20599,78.8
"Z62088","Staunton","IL",6592,8,9.8,28.2,13.4,87.7,-0.299999999999997,-4.09999999999999,8224,16237,13274,13443,15610,15917,19435,14591.4285714286,16010,61.3
"Z62090","Venice","IL",1189,12.2,17.8,47.1,44.2,34.1,198.6,62.5,14178,24130,24267,25763,26021,132,360,16407.2857142857,19002,72.7
"Z62092","White Hall","IL",2922,16.1,8.9,36.8,27.4,67,-4.5,-7,18258,14693,20283,23398,22856,17934,21294,19816.5714285714,23678,90.6
"Z62094","Witt","IL",855,14.1,17.3,37.2,17,74.3,-16.1,8.3,16420,23921,20581,17232,20737,21100,7158,18164.1428571429,21645,82.9
"Z62095","Wood River","IL",10876,9.5,7.6,28.4,17.7,74.3,0.5,-7.59999999999999,10571,12080,13459,17849,20738,15461,21580,15962.5714285714,18276,70
"Z62097","Worden","IL",2918,8.5,2.9,27.2,11.9,119.7,-29.9,-19.2,8996,2126,12141,11636,5778,22490,24702,12552.7142857143,12354,47.3
"Z62201","East Saint Louis","IL",7656,29.9,13.9,46.9,53.7,25.5,-7.8,-6,24762,21685,24217,26032,26094,19219,20730,23248.4285714286,25862,99
"Z62203","East Saint Louis","IL",7384,15.6,20,49,28.4,48.3,-31.8,-23.3,17830,24874,24589,23716,25451,22639,25158,23465.2857142857,25911,99.2
"Z62204","East Saint Louis","IL",8503,25,27.6,56.2,53.1,28.1,-13.1,-21.7,23513,25884,25402,26023,26076,20552,24994,24634.8571428571,26088,99.9
"Z62205","East Saint Louis","IL",8745,20.7,23.4,48.9,37.3,40.2,9.40000000000001,-4.90000000000001,21530,25501,24580,25259,25893,9963,20010,21819.4285714286,25276,96.8
"Z62206","East Saint Louis","IL",15713,17.9,24.7,47.4,39.6,48.7,-2,-6,19714,25649,24329,25465,25430,16767,20721,22582.1428571429,25643,98.2
"Z62207","East Saint Louis","IL",8646,21,18.1,49.1,47.8,29.6,-2.2,0,21680,24266,24603,25901,26069,16883,15254,22093.7142857143,25412,97.3
"Z62208","Fairview Heights","IL",16885,8.2,10.9,25,9.6,104.2,2,-4.5,8543,17978,9784,8701,9560,14567,19737,12695.7142857143,12601,48.2
"Z62214","Addieville","IL",1104,11,14.7,27.4,4.7,94.4,-10.2,33.3,12702,22345,12457,2599,13004,19877,1169,12021.8571428571,11462,43.9
"Z62215","Albers","IL",1731,11.7,6,16.7,6.7,125.6,12,23.5,13580,8415,1686,4853,4819,8524,2050,6275.28571428571,2742,10.5
"Z62216","Aviston","IL",2925,5.09999999999999,1,20,4.5,139.5,-8.40000000000001,15.7,3794,605,4119,2335,3124,19378,3646,5285.85714285714,1674,6.4
"Z62217","Baldwin","IL",660,18.2,12.3,28.9,13.6,66.4,NA,-26.7,19923,19949,13985,13659,22983,NA,25425,19320.6666666667,23124,88.5
"Z62218","Bartelso","IL",1794,5.2,4.7,12,2.8,152,8.7,23.3,3929,5382,340,822,2122,10315,2077,3569.57142857143,479,1.8
"Z62219","Beckemeyer","IL",907,10.6,4.5,26.8,11.9,73.3,-15,-14.3,12150,5013,11697,11632,21067,20907,23877,15191.8571428571,16988,65
"Z62220","Belleville","IL",20063,6.90000000000001,17.1,30,15.8,88.7,-2.09999999999999,-1.59999999999999,6461,23805,15051,16062,15195,16805,17351,15818.5714285714,18028,69
"Z62221","Belleville","IL",28402,4.7,11.1,22.8,8.2,102,-2,1.40000000000001,3299,18235,7269,6830,10247,16731,13354,10852.1428571429,9501,36.4
"Z62223","Belleville","IL",17297,6.3,10.3,24.9,12.8,94.9,-7.8,-9.5,5532,17037,9670,12728,12826,19195,22480,14209.7142857143,15364,58.8
"Z62225","Scott Air Force Base","IL",5051,0.900000000000006,9.9,56.2,7.9,92.6,-14.1,8.8,193,16373,25396,6493,13682,20735,6817,12812.7142857143,12846,49.2
"Z62226","Belleville","IL",29862,6.90000000000001,10,25.6,16.8,85.6,-3.2,-2.2,6462,16553,10462,17000,16498,17350,17858,14597.5714285714,16025,61.3
"Z62230","Breese","IL",6288,8.8,6.8,16,5.7,118.2,8.3,-0.5,9491,10235,1368,3652,6069,10567,16426,8258.28571428571,5471,20.9
"Z62231","Carlyle","IL",7481,10.6,8,21.3,11.8,91.2,-1.09999999999999,0.5,12151,12890,5599,11451,14213,16295,14127,12389.4285714286,12089,46.3
"Z62232","Caseyville","IL",7070,15.7,12.2,34.2,17.4,75.6,8.59999999999999,0,17929,19813,18564,17579,20332,10415,14907,17077,20071,76.8
"Z62233","Chester","IL",9839,26.2,9.7,60.4,16.6,80.3,-1,-2.59999999999999,23899,16181,25639,16888,18598,16255,18203,19380.4285714286,23183,88.7
"Z62234","Collinsville","IL",32054,8.90000000000001,8.7,28.5,12.8,89.3,-0.0999999999999943,-4.09999999999999,9641,14229,13568,12751,14957,15830,19434,14344.2857142857,15607,59.7
"Z62236","Columbia","IL",13114,6.8,2.3,20,5.9,115.2,12.2,0,6278,1424,4126,3905,6695,8426,14817,6524.42857142857,3053,11.7
"Z62237","Coulterville","IL",2806,6.5,11.1,35.5,8.5,91.6,NA,2.8,5827,18248,19464,7317,14051,NA,11973,12813.3333333333,12847,49.2
"Z62238","Cutler","IL",592,16.1,24.8,26.2,16.3,70.1,-34.7,0,18259,25664,11145,16521,22011,22807,15684,18870.1428571429,22580,86.4
"Z62239","Dupo","IL",4933,11.9,13.3,27.4,17,75.2,-4.59999999999999,-10.4,13824,21034,12451,17194,20471,17964,22816,17964.8571428571,21400,81.9
"Z62240","East Carondelet","IL",1933,10,17.9,22.5,12.9,95.9,81.5,-7.7,11321,24178,6927,12826,12430,668,21604,12850.5714285714,12916,49.4
"Z62241","Ellis Grove","IL",1124,11,18.9,25.3,5.6,81.4,0,25,12703,24526,10156,3616,18169,15745,1854,12395.5714285714,12101,46.3
"Z62242","Evansville","IL",1346,14.8,7.6,29.7,20.1,89.3,8.90000000000001,19.2,17111,12139,14736,19719,14978,10236,2740,13094.1428571429,13364,51.2
"Z62243","Freeburg","IL",5685,9.5,2,17.3,5.4,127.6,-2.09999999999999,-7.90000000000001,10572,1176,1987,3293,4526,16779,21765,8585.42857142857,5946,22.8
"Z62244","Fults","IL",1096,5.90000000000001,10.4,18.8,2,135.4,-47.1,-30,4945,17207,3134,436,3541,23206,25612,11154.4285714286,10028,38.4
"Z62245","Germantown","IL",1575,9.59999999999999,7.7,12,3.3,116.2,9.2,4.90000000000001,10727,12277,347,1193,6469,10033,9882,7275.42857142857,4019,15.4
"Z62246","Greenville","IL",9996,13.7,12.3,41,16.4,85.4,2.09999999999999,0.400000000000006,15999,19925,22539,16690,16576,14513,14180,17203.1428571429,20254,77.5
"Z62249","Highland","IL",15790,7.2,5.2,18.2,8.4,117.1,-5.3,2.90000000000001,6926,6498,2633,7068,6280,18251,11850,8500.85714285714,5805,22.2
"Z62253","Keyesport","IL",825,20,9,30.3,30.4,55.7,-17.8,-11.1,21108,14925,15301,24185,24817,21329,23080,20677.8571428571,24441,93.6
"Z62254","Lebanon","IL",5927,5.5,9.8,27.5,13,129.1,-10.2,-5.7,4366,16219,12539,12964,4341,19865,20544,12976.8571428571,13164,50.4
"Z62255","Lenzburg","IL",1073,9.3,4.5,18.5,6.4,105.3,NA,0,10272,4998,2848,4477,9230,NA,15865,7948.33333333333,5035,19.3
"Z62257","Marissa","IL",2955,9.3,12.3,31.9,16.2,91.6,82.3,-10,10273,19894,16749,16447,14069,654,22608,14384.8571428571,15670,60
"Z62258","Mascoutah","IL",9467,7.90000000000001,8.9,28.2,8.4,123.2,3.40000000000001,0,8069,14603,13266,7157,5205,13634,15063,10999.5714285714,9775,37.4
"Z62260","Millstadt","IL",6862,6.7,4.1,22.7,4.9,129.2,13.8,1.3,6120,4158,7081,2801,4315,7633,13390,6499.71428571429,3011,11.5
"Z62262","Mulberry Grove","IL",1773,11.3,14.1,28.1,16.6,71.1,-9.7,5.59999999999999,13084,21802,13184,16830,21746,19750,9335,16533,19205,73.5
"Z62263","Nashville","IL",5192,7.8,10,21.5,18.7,81.3,-10.6,0.900000000000006,7911,16561,5841,18641,18230,19997,13832,14430.4285714286,15735,60.2
"Z62264","New Athens","IL",3253,8.59999999999999,12.8,21.8,7.2,108.2,14,6.40000000000001,9169,20446,6172,5495,8396,7545,8568,9398.71428571429,7188,27.5
"Z62265","New Baden","IL",4562,5.09999999999999,6.6,19.4,9.9,117.4,24.3,2.7,3795,9730,3655,9038,6215,4168,11981,6940.28571428571,3595,13.8
"Z62268","Oakdale","IL",674,9.09999999999999,2.2,18.2,5.3,124,6.90000000000001,-21.4,9949,1336,2608,3197,5054,11434,24959,8362.42857142857,5608,21.5
"Z62269","O Fallon","IL",31674,3.90000000000001,5,31.5,7.9,133.2,6.3,5,2322,6002,16349,6477,3819,11777,9798,8077.71428571429,5227,20
"Z62271","Okawville","IL",2041,6.3,9.4,18.5,6.4,104.3,-10.1,1.8,5533,15507,2877,4479,9516,19839,12962,10101.8571428571,8331,31.9
"Z62272","Percy","IL",1806,16.4,13.3,33.6,13.5,66.3,10.7,-3.8,18528,21059,18135,13570,23006,9248,19175,17531.5714285714,20772,79.5
"Z62274","Pinckneyville","IL",8111,19,11.7,50.6,15.6,76.2,-5.5,-6.8,20450,19188,24825,15913,20124,18350,21197,20006.7142857143,23855,91.3
"Z62275","Pocahontas","IL",3497,13,4.5,21.7,6.3,97.2,8.3,-6.8,15161,5031,5993,4407,11918,10581,21176,10609.5714285714,9098,34.8
"Z62277","Prairie Du Rocher","IL",1501,12.5,20.2,39.6,12.7,85.8,-11.8,7.09999999999999,14524,24931,21936,12674,16403,20255,8074,16971,19906,76.2
"Z62278","Red Bud","IL",7091,7.7,6,16.3,7.6,107,10.2,8.2,7756,8358,1491,5992,8720,9481,7214,7001.71428571429,3662,14
"Z62281","Saint Jacob","IL",2065,6.3,9,23.9,2.5,155.6,21.6,2.09999999999999,5534,14786,8505,702,1909,4858,12562,6979.42857142857,3636,13.9
"Z62282","Saint Libory","IL",509,2.7,13.1,21.4,8.8,113.2,-5.40000000000001,12.5,1172,20764,5735,7628,7147,18288,4805,9362.71428571429,7134,27.3
"Z62284","Smithboro","IL",616,9.40000000000001,16.2,33.4,13,76.1,NA,14.3,10427,23377,17981,13000,20152,NA,4163,14850,16413,62.8
"Z62285","Smithton","IL",4476,4.90000000000001,1.6,18.2,3.6,144,15.7,-7.40000000000001,3540,858,2603,1465,2728,6805,21487,5640.85714285714,2025,7.8
"Z62286","Sparta","IL",6019,8.59999999999999,10.7,34.7,20.5,75.2,15.8,-2.5,9170,17695,18896,20026,20477,6788,18086,15876.8571428571,18118,69.4
"Z62288","Steeleville","IL",3044,7.8,11.8,17.8,7.5,98.9,-5,-13.6,7912,19261,2385,5852,11271,18114,23736,12647.2857142857,12530,48
"Z62292","Tilden","IL",694,23.4,14.4,46.9,17.6,62.6,-32.1,-33.3,22902,22119,24218,17801,23779,22656,25706,22740.1428571429,25712,98.4
"Z62293","Trenton","IL",4805,5.90000000000001,5.3,18.2,5.9,121.5,6.5,-3.09999999999999,4946,6696,2634,3884,5508,11665,18597,7704.28571428571,4676,17.9
"Z62294","Troy","IL",14261,4.5,2.5,23.9,4.5,135.9,16.6,4,3053,1586,8445,2361,3491,6474,10689,5157,1557,6
"Z62295","Valmeyer","IL",1670,4.3,11.4,14.7,6.1,129.6,-13,13.3,2789,18671,919,4115,4271,20511,4497,7967.57142857143,5066,19.4
"Z62298","Waterloo","IL",16557,5.40000000000001,7.8,20.5,2.9,130.2,15.8,4,4232,12432,4703,919,4178,6764,10692,6274.28571428571,2740,10.5
"Z62301","Quincy","IL",32848,9.8,11.6,27.4,21,63.9,2.5,-4,11042,18998,12439,20336,23552,14274,19360,17143,20175,77.2
"Z62305","Quincy","IL",18877,5.59999999999999,5.2,18.1,7.6,107.4,14.9,7.5,4511,6468,2556,5998,8611,7173,7725,6148.85714285714,2581,9.9
"Z62311","Augusta","IL",725,6.2,18,31.7,17.5,76.5,-6.90000000000001,0,5399,24206,16597,17674,20056,18891,15371,16884.8571428571,19770,75.7
"Z62312","Barry","IL",2380,13.9,11.8,29,6.9,73.2,2.40000000000001,-17,16197,19297,14094,5185,21100,14336,24422,16375.8571428571,18949,72.5
"Z62314","Baylis","IL",566,21.2,20.1,24.6,10.1,62.1,12.5,20,21805,24909,9363,9361,23874,8305,2560,14311,15555,59.5
"Z62316","Bowen","IL",733,8.3,13.7,22.4,32,90.3,NA,-6.7,8713,21426,6800,24504,14571,NA,21158,16195.3333333333,18660,71.4
"Z62320","Camp Point","IL",1883,14.4,9.2,21.4,7.9,89.1,12.8,2,16735,15243,5725,6411,15031,8141,12671,11422.4285714286,10438,40
"Z62321","Carthage","IL",3971,9,10.7,24.7,7.3,88.2,7.5,-0.799999999999997,9794,17702,9450,5643,15377,11076,16680,12246,11824,45.3
"Z62324","Clayton","IL",1078,25.4,15.9,35.6,19,54.4,-7.7,0,23641,23221,19540,18929,24944,19175,15395,20692.1428571429,24451,93.6
"Z62325","Coatsburg","IL",546,7.90000000000001,14.1,29.3,21.1,82.7,NA,40,8070,21790,14403,20410,17649,NA,850,13862,14731,56.4
"Z62326","Colchester","IL",2437,8.09999999999999,13.4,26.5,16,72,6.5,-7.90000000000001,8389,21126,11472,16226,21476,11702,21754,16020.7142857143,18377,70.3
"Z62330","Dallas City","IL",1815,8.09999999999999,18.5,23.1,10.2,72.9,31.4,-3.59999999999999,8390,24388,7626,9474,21194,2919,18994,13283.5714285714,13690,52.4
"Z62338","Fowler","IL",1148,0,21.1,12.4,4.5,101.5,-21.2,-21.4,59,25158,406,2297,10401,21745,24971,12148.1428571429,11669,44.7
"Z62339","Golden","IL",916,7.5,7.9,20.9,13.9,84.4,-6.3,-7.40000000000001,7419,12675,5122,13956,16967,18664,21506,13758.4285714286,14544,55.7
"Z62340","Griggsville","IL",1626,12.9,9.5,25.9,10.2,69.2,32.6,21.2,15047,15775,10804,9506,22270,2783,2359,11220.5714285714,10124,38.8
"Z62341","Hamilton","IL",3535,7.09999999999999,7.9,21.5,11.3,87.3,-17.3,-14.1,6756,12666,5825,10857,15782,21267,23795,13849.7142857143,14706,56.3
"Z62343","Hull","IL",628,6.40000000000001,11,26.6,21.6,70.2,24,57.1,5680,18105,11573,20737,21993,4264,437,11827,11132,42.6
"Z62347","Liberty","IL",2685,8.09999999999999,5.2,22.5,7.4,107,NA,0,8391,6517,6858,5752,8719,NA,15855,8682,6073,23.2
"Z62351","Mendon","IL",1840,6.8,5.4,20.1,9.5,90.7,-10.6,0,6279,6962,4268,8521,14404,19991,15446,10838.7142857143,9483,36.3
"Z62353","Mount Sterling","IL",5198,16.4,7.3,56.2,13.6,72.9,32.7,-6.40000000000001,18529,11497,25394,13719,21198,2772,20952,16294.4285714286,18818,72
"Z62354","Nauvoo","IL",1653,6.3,16.7,29.8,9.6,81.3,11.5,11.9,5535,23618,14878,8733,18212,8813,5067,12122.2857142857,11628,44.5
"Z62355","Nebo","IL",898,16.6,16,32.1,21.6,71.5,75,125,18701,23257,16938,20747,21635,754,85,14588.1428571429,16006,61.3
"Z62358","Niota","IL",955,13.5,6.5,22.9,12.1,77.1,29.4,-14.3,15774,9644,7336,11875,19857,3208,23812,13072.2857142857,13320,51
"Z62360","Payson","IL",2021,11.1,6.3,27.2,6.5,81.8,-3.5,-11.1,12824,9142,12171,4676,17994,17501,23049,13908.1428571429,14818,56.7
"Z62361","Pearl","IL",647,16.8,16.7,33.3,21.9,70.5,NA,0,18851,23640,17921,20950,21909,NA,16091,19893.6666666667,23757,90.9
"Z62363","Pittsfield","IL",5959,9.90000000000001,5.2,26.4,12.7,72.3,-6.2,-6.59999999999999,11196,6540,11296,12602,21382,18637,21070,14674.7142857143,16162,61.9
"Z62365","Plainville","IL",760,8.59999999999999,4.2,21.1,9.7,103.1,-40.6,0,9171,4401,5304,8803,9915,23038,15707,10905.5714285714,9593,36.7
"Z62366","Pleasant Hill","IL",1721,22.3,16,29.4,14,75.7,-2.5,7.7,22405,23273,14497,14117,20292,17017,7612,17030.4285714286,20016,76.6
"Z62367","Plymouth","IL",926,11.5,18.7,31.1,11.1,77.3,NA,18.2,13350,24450,16038,10694,19777,NA,3017,14554.3333333333,15950,61.1
"Z62375","Timewell","IL",555,3.8,4.7,5.09999999999999,4.5,166.5,NA,-33.3,2221,5351,16,2293,1337,NA,25721,6156.5,2584,9.9
"Z62376","Ursa","IL",1178,8.59999999999999,4.3,21.9,7.4,78.4,17.6,5,9172,4572,6211,5748,19308,6064,9758,8690.42857142857,6087,23.3
"Z62378","Versailles","IL",1068,6.7,8.2,21.2,5.7,93.2,-12.1,0,6121,13207,5497,3697,13453,20318,15474,11109.5714285714,9959,38.1
"Z62379","Warsaw","IL",1917,8.90000000000001,13.3,21.4,8.3,88.3,-18.3,-25,9642,21022,5737,6955,15341,21395,25271,15051.8571428571,16765,64.2
"Z62401","Effingham","IL",18824,7.5,7.5,22.3,12,87.1,50.4,2.90000000000001,7420,11853,6666,11727,15851,1383,11767,9523.85714285714,7411,28.4
"Z62410","Allendale","IL",1179,9.5,9.9,27.4,14.4,97.2,-38.7,-20,10573,16418,12429,14540,11934,22965,24811,16238.5714285714,18715,71.6
"Z62411","Altamont","IL",4356,12.5,9.1,21.9,12.4,95.9,-7.40000000000001,-0.900000000000006,14525,15041,6273,12241,12429,19062,16815,13769.4285714286,14561,55.7
"Z62414","Beecher City","IL",1970,13.5,13.6,26.8,16.5,67.8,9.8,18.5,15775,21352,11794,16729,22659,9723,2896,14418.2857142857,15720,60.2
"Z62417","Bridgeport","IL",2123,14.4,19.3,28.5,7.8,82.8,-4.5,-22,16736,24682,13614,6349,17592,17917,25007,17413.8571428571,20583,78.8
"Z62418","Brownstown","IL",1814,14.6,23.5,29.9,16.2,77.5,18.8,-6.7,16914,25511,14970,16437,19701,5653,21093,17182.7142857143,20230,77.4
"Z62420","Casey","IL",4574,11.5,12.5,24.9,12.8,82.5,8.3,-3.8,13351,20143,9678,12729,17709,10596,19178,14769.1428571429,16298,62.4
"Z62421","Claremont","IL",809,4.7,12.7,22.2,9.5,98.8,-14.8,-10,3300,20322,6597,8537,11306,20855,22680,13371,13838,53
"Z62422","Cowden","IL",1119,12.6,7.5,26.4,22.3,54.3,11.8,5.3,14656,11922,11322,21166,24957,8678,9531,14604.5714285714,16033,61.4
"Z62424","Dieterich","IL",2314,8.5,6.1,20.4,10.1,86.5,24.2,7.09999999999999,8997,8577,4587,9318,16100,4206,7989,8539.14285714286,5863,22.4
"Z62425","Dundas","IL",563,5.8,8.3,13.8,10.8,111.9,NA,11.1,4800,13395,685,10197,7440,NA,5493,7001.66666666667,3661,14
"Z62426","Edgewood","IL",1085,27,17.5,23.5,20.4,68.7,-17,10,24128,24025,8073,19929,22418,21231,6087,17984.4285714286,21430,82
"Z62427","Flat Rock","IL",1549,9.90000000000001,4,29.6,4.5,105,-7.90000000000001,4.5,11197,4010,14604,2377,9321,19234,10281,10146.2857142857,8399,32.1
"Z62428","Greenup","IL",3188,13.6,5.4,28.9,16.7,77.6,42,-1.7,15892,7082,13923,16920,19663,1869,17385,13247.7142857143,13634,52.2
"Z62431","Herrick","IL",1056,14.1,8.9,41.1,19.6,67.3,-7.40000000000001,-20,16421,14672,22559,19362,22772,19074,24770,19947.1428571429,23800,91.1
"Z62433","Hutsonville","IL",965,10.8,11.3,35.7,10.7,88.6,-33.9,-26.7,12433,18567,19609,10178,15226,22762,25418,17741.8571428571,21069,80.6
"Z62436","Jewett","IL",617,20.9,12.8,35.8,18.5,61.7,NA,66.7,21625,20511,19681,18533,23942,NA,342,17439,20633,79
"Z62439","Lawrenceville","IL",6767,12,11.3,32.2,14.1,70.2,12.1,-5.5,13948,18576,17003,14237,21982,8504,20363,16373.2857142857,18944,72.5
"Z62440","Lerna","IL",1372,2.7,18.4,15.1,10.1,95.9,-10.9,0,1173,24349,1070,9286,12423,20063,15451,11973.5714285714,11382,43.6
"Z62441","Marshall","IL",7244,11.3,8.8,26,18.2,94.2,11.3,9.59999999999999,13085,14444,10902,18238,13106,8912,6282,12138.4285714286,11650,44.6
"Z62442","Martinsville","IL",2387,6.90000000000001,11.1,26.6,9.3,86.5,-9,-2.5,6463,18255,11574,8303,16096,19544,18144,14054.1428571429,15115,57.9
"Z62443","Mason","IL",1632,16.4,4.9,21.7,7.6,86.5,16.4,18.8,18530,5936,5998,6031,16095,6563,2823,8853.71428571429,6338,24.3
"Z62445","Montrose","IL",1260,10.9,3.4,14.8,7.4,102.1,-34.5,-15,12578,2894,936,5696,10214,22795,24066,11311.2857142857,10262,39.3
"Z62447","Neoga","IL",3274,12.5,5.8,35.5,15.7,71.3,8.5,9.5,14526,7968,19443,15986,21691,10479,6332,13775,14568,55.8
"Z62448","Newton","IL",5946,10.3,13,25.3,10.9,91,-17.9,1.2,11744,20678,10145,10397,14281,21339,13557,14591.5714285714,16012,61.3
"Z62449","Oblong","IL",3021,11.1,7.1,23.8,10.4,73.7,-9.90000000000001,-10.4,12825,10973,8389,9751,20932,19803,22819,15070.2857142857,16800,64.3
"Z62450","Olney","IL",12439,12.6,11,30.7,16.2,73.7,-2.59999999999999,-2.7,14657,18154,15688,16441,20942,17070,18286,17319.7142857143,20431,78.2
"Z62451","Palestine","IL",2061,8.2,8.1,29.3,19.3,68.3,2.8,-14.3,8544,13063,14371,19129,22515,14074,23847,16506.1428571429,19165,73.4
"Z62454","Robinson","IL",11449,12,12.7,39.6,13.4,82.3,-8.40000000000001,-2.40000000000001,13949,20353,21920,13481,17799,19388,18054,17849.1428571429,21237,81.3
