Zip_Code,Housing_Units,Total_Vacant,For_rent,Rented_not_oc,For_sale,Sale_not_oc,Seasonal,Migrant_worker,Other_vacant
Z29664,1269,401,0,0,0,0,229,0,172
Z29666,3381,613,0,41,52,13,245,0,262
Z29669,5261,865,188,0,170,46,92,0,369
Z29670,4361,623,50,0,36,0,251,0,286
Z29671,7843,970,160,45,65,62,153,0,485
Z29672,6312,1239,160,94,65,0,717,0,203
Z29673,11115,971,111,106,76,10,85,0,583
Z29676,3852,1258,0,0,151,64,668,0,375
Z29678,10869,1874,220,0,221,33,653,0,747
Z29680,10875,577,196,0,115,20,135,0,111
Z29681,19386,1254,233,0,236,242,112,0,431
Z29682,1883,527,0,0,42,47,315,9,114
Z29684,1756,70,0,0,0,0,19,0,51
Z29685,1181,648,31,0,31,0,520,0,66
Z29686,561,281,0,0,0,0,230,0,51
Z29687,17211,1153,213,49,182,41,94,0,574
Z29689,2588,832,25,0,47,0,613,0,147
Z29690,8314,1027,140,105,46,56,123,0,557
Z29691,4838,589,126,0,71,37,31,0,324
Z29692,2421,472,61,0,0,48,44,0,319
Z29693,7450,1858,194,0,113,21,871,0,659
Z29697,5426,456,58,0,101,0,0,0,297
Z29702,4346,856,238,0,89,9,86,0,434
Z29704,1707,113,0,0,50,0,0,0,63
Z29706,9043,1524,301,26,328,56,95,0,718
Z29707,9416,481,40,0,0,0,103,0,338
Z29708,10592,343,49,0,61,0,90,0,143
Z29709,2936,584,33,0,0,24,45,0,482
Z29710,13331,1480,105,23,231,30,402,0,689
Z29714,1289,162,18,0,15,0,50,0,79
Z29715,10671,439,0,81,71,0,13,0,274
Z29717,565,99,0,26,6,5,18,0,44
Z29718,1710,228,42,0,36,0,16,0,134
Z29720,19167,2852,778,48,537,134,277,0,1078
Z29726,845,93,23,0,0,0,3,0,67
Z29727,723,153,32,0,0,0,0,0,121
Z29728,4874,862,144,0,34,20,82,0,582
Z29729,893,40,0,0,6,0,0,0,34
Z29730,23070,2018,433,42,250,67,49,0,1177
Z29732,23950,1817,454,70,347,179,181,0,586
Z29742,1030,86,5,0,0,0,0,0,81
Z29743,488,72,0,0,0,0,0,0,72
Z29745,11569,893,91,14,42,61,116,0,569
Z29801,12422,2210,450,35,178,37,571,0,939
Z29803,17184,1916,239,128,446,13,271,0,819
Z29805,2628,316,0,0,0,0,123,0,193
Z29810,2444,596,72,0,0,188,117,0,219
Z29812,5313,1053,82,0,55,172,102,2,640
Z29816,609,132,0,0,9,8,13,0,102
Z29817,2406,632,13,0,76,152,182,11,198
Z29819,777,195,0,0,0,12,57,0,126
Z29821,601,95,0,0,0,0,7,0,88
Z29824,3015,430,24,0,13,0,26,0,367
Z29826,76,35,0,0,0,12,4,0,19
Z29827,1595,370,4,0,0,62,85,0,219
Z29828,538,47,0,8,0,0,0,0,39
Z29829,4049,435,0,0,43,24,12,0,356
Z29831,1814,314,26,0,0,17,40,0,231
Z29832,2336,341,67,0,54,35,61,23,101
Z29834,875,151,23,9,0,0,0,0,119
Z29835,3917,762,34,0,95,30,325,0,278
Z29838,495,255,0,0,25,21,125,0,84
Z29841,14421,1457,383,116,56,41,125,0,736
Z29842,3677,435,41,0,113,0,0,0,281
Z29847,2089,429,0,0,0,0,78,0,351
Z29848,295,26,0,0,0,0,10,0,16
Z29851,3215,449,42,28,30,24,140,0,185
Z29853,3170,632,181,0,80,44,169,0,158
Z29856,1301,222,0,0,0,0,128,0,94
Z29860,6262,722,68,0,199,125,9,0,321
Z29902,6742,1224,247,12,87,72,494,0,312
Z29906,8879,1432,385,3,86,82,273,0,603
Z29909,10334,1320,11,0,11,30,1118,0,150
Z29910,15310,1943,222,0,377,36,1147,0,161
Z29911,899,157,5,0,0,17,55,0,80
Z29918,1881,350,38,11,19,47,38,0,197
Z29920,7004,3003,305,18,262,24,2126,0,268
Z29924,1765,272,72,0,0,0,85,0,115
Z29926,12643,2406,147,72,240,0,1808,0,139
Z29927,3328,496,102,7,99,0,96,0,192
Z29928,22725,14664,1603,75,302,131,11998,0,555
Z29929,562,132,0,0,8,0,39,32,53
Z29932,184,72,2,0,0,4,4,0,62
Z29935,1623,144,82,0,17,0,0,0,45
Z29936,5612,770,94,34,0,0,206,0,436
Z29940,1816,294,129,0,24,0,26,0,115
Z29943,181,19,0,0,0,0,19,0,0
Z29944,2300,307,125,0,11,21,69,0,81
Z29945,2041,285,17,0,11,0,151,0,106
Z30002,3074,392,86,0,17,17,37,0,235
Z30004,21751,1061,359,121,181,136,162,0,102
Z30005,12910,626,361,59,105,0,0,0,101
Z30008,11594,1222,347,60,333,160,23,0,299
Z30009,6327,198,103,0,95,0,0,0,0
Z30011,5203,451,78,52,59,0,50,0,212
Z30012,10324,1508,713,54,275,0,37,32,397
Z30013,10075,1152,444,24,199,0,120,0,365
Z30014,14501,1392,187,101,197,53,257,0,597
Z30016,18763,1757,226,112,215,61,51,0,1092
Z30017,7667,392,283,0,48,0,18,0,43
Z30019,13756,822,23,0,376,0,132,0,291
Z30021,8441,1069,513,51,0,47,0,0,458
Z30022,24767,1239,352,284,197,0,230,0,176
Z30024,22365,959,233,21,353,116,76,0,160
Z30025,3778,518,29,48,58,0,31,0,352
Z30028,8055,934,47,0,542,32,12,0,301
Z30030,12295,1124,160,127,120,101,104,0,512
Z30032,20706,4065,1032,109,306,26,110,0,2482
Z30033,14204,1288,306,258,133,32,187,0,372
Z30034,18146,2732,416,44,38,52,33,0,2149
Z30035,8447,1192,201,0,29,72,58,0,832
Z30038,16677,1837,717,125,134,79,0,0,782
Z30039,15297,1343,157,0,775,136,0,0,275
Z30040,21462,2127,407,62,1202,101,113,0,242
Z30041,21093,2008,174,35,852,118,462,0,367
Z30043,28531,2049,505,0,769,0,92,0,683
Z30044,29379,1784,853,132,322,0,33,0,444
Z30045,10904,1040,206,0,599,0,52,0,183
Z30046,13232,1250,631,86,163,24,0,0,346
Z30047,20563,1062,156,59,214,79,20,0,534
Z30052,20857,1511,231,0,433,108,80,0,659
Z30054,4439,463,39,0,13,9,71,0,331
Z30055,1033,163,4,0,0,0,85,0,74
Z30056,900,84,0,12,2,0,5,0,65
Z30058,22127,3074,1063,178,422,57,101,0,1253
Z30060,14166,1966,818,114,177,120,50,0,687
Z30062,24434,1029,295,7,231,227,66,0,203
Z30064,18678,1099,350,0,265,235,53,0,196
Z30066,20843,898,282,0,105,55,240,0,216
Z30067,22653,2594,1394,368,52,42,76,0,662
Z30068,12520,470,46,0,188,0,64,0,172
Z30070,208,69,28,0,0,0,0,0,41
Z30071,7872,757,319,23,24,23,145,0,223
Z30072,372,33,15,0,11,0,0,0,7
Z30075,21095,1098,468,0,303,34,26,0,267
Z30076,17389,1135,532,0,198,0,128,0,277
Z30078,12000,883,194,18,365,92,0,0,214
Z30079,1415,374,58,0,72,17,30,0,197
Z30080,27335,2281,773,131,314,103,320,0,640
Z30082,11511,958,291,106,148,9,82,0,322
Z30083,22189,3340,1745,26,418,31,81,0,1039
Z30084,14795,1532,276,28,236,9,67,0,916
Z30087,14266,1072,292,0,221,29,40,0,490
Z30088,10651,1467,655,19,191,16,34,0,552
Z30092,14402,1234,714,38,44,91,155,39,153
Z30093,20472,2357,1442,78,47,28,107,0,655
Z30094,12442,1085,413,32,141,0,70,0,429
Z30096,26814,1553,613,122,375,50,77,0,316
Z30097,15751,1110,247,30,408,202,123,0,100
Z30101,20867,1421,286,50,331,164,38,0,552
Z30102,14214,1156,332,43,346,81,15,0,339
Z30103,6019,570,14,12,44,57,125,0,318
Z30104,1656,228,67,9,90,0,0,0,62
Z30105,980,166,26,0,43,0,9,0,88
Z30106,8814,1025,340,17,115,46,12,0,495
Z30107,5363,500,65,9,170,23,63,0,170
Z30108,3296,279,60,17,44,17,0,0,141
Z30110,5296,459,51,0,74,0,70,0,264
Z30113,2781,455,37,46,40,0,95,0,237
Z30114,19560,1340,316,0,473,72,0,0,479
Z30115,13324,566,82,0,121,0,16,0,347
Z30116,8653,858,71,0,58,38,14,0,677
Z30117,15362,1795,648,151,164,106,148,0,578
Z30120,15344,1304,329,0,216,0,115,0,644
Z30121,8673,924,381,0,231,0,0,0,312
Z30122,9708,808,254,103,129,46,78,40,158
Z30124,1342,245,7,0,21,0,35,0,182
Z30125,9549,1293,319,0,102,0,27,0,845
Z30126,15589,1117,189,23,294,36,53,0,522
Z30127,21905,1166,159,0,377,346,77,0,207
Z30132,13072,1077,227,0,162,116,71,0,501
Z30134,16684,1913,469,0,324,25,0,0,1095
Z30135,22717,1933,289,81,493,204,208,0,658
Z30139,1715,117,6,0,6,0,39,0,66
Z30141,8148,518,0,0,146,138,14,0,220
Z30143,10602,2305,191,36,89,80,1335,0,574
Z30144,20870,1528,643,85,192,9,232,0,367
Z30145,3019,433,71,0,28,21,14,0,299
Z30147,2127,360,153,0,70,0,0,0,137
Z30152,15854,960,367,28,240,35,0,0,290
Z30153,7510,800,180,0,149,0,0,0,471
Z30157,17208,1105,217,0,245,53,5,0,585
Z30161,15825,2654,893,5,325,119,43,0,1269
Z30165,16489,1689,557,76,319,101,26,0,610
Z30168,10826,1514,568,42,164,31,0,0,709
Z30170,1213,136,0,0,20,0,72,0,44
Z30171,1401,218,49,0,68,0,0,0,101
Z30173,2369,299,57,39,40,38,0,0,125
Z30176,3018,413,91,0,96,0,167,0,59
Z30177,486,47,18,0,0,0,0,0,29
Z30178,1390,178,0,0,41,4,0,0,133
Z30179,6623,475,30,0,26,0,28,0,391
Z30180,13752,1265,118,76,518,70,155,0,328
Z30182,1098,171,62,0,0,0,0,0,109
Z30184,2849,196,7,0,110,0,68,0,11
Z30185,1559,207,0,8,2,0,62,0,135
Z30187,3204,218,0,0,112,0,0,0,106
Z30188,21788,1269,467,0,205,232,91,0,274
Z30189,13828,671,208,0,242,0,54,0,167
Z30204,5303,777,302,34,45,13,26,0,357
Z30205,1155,34,0,0,30,0,0,0,4
Z30206,1094,175,7,0,63,0,18,0,87
Z30213,12381,1293,202,228,405,106,48,0,304
Z30214,11780,1101,57,0,174,29,94,0,747
Z30215,12225,426,41,0,84,38,0,0,263
Z30216,955,207,41,44,0,14,0,0,108
Z30218,789,101,0,0,0,0,25,0,76
Z30220,1877,162,0,24,2,22,28,0,86
Z30222,2008,369,21,0,65,34,7,0,242
Z30223,15609,2981,898,72,626,33,0,0,1352
Z30224,10222,1097,232,84,186,70,38,0,487
Z30228,13943,1459,313,94,295,69,85,0,603
Z30230,3931,816,149,0,61,0,75,0,531
Z30233,9082,1562,105,0,270,86,454,0,647
Z30234,761,75,51,0,4,0,0,0,20
Z30236,18873,3043,1990,126,276,29,146,0,476
Z30238,13440,1868,1106,0,344,0,0,0,418
Z30240,12047,1586,369,75,132,0,379,24,607
Z30241,9761,1154,162,199,109,0,85,22,577
Z30248,8088,582,18,0,131,49,35,0,349
Z30251,1123,109,32,6,0,8,0,0,63
Z30252,14282,813,93,73,187,0,24,0,436
Z30253,21074,2474,999,95,431,75,261,0,613
Z30256,993,126,56,0,7,0,0,0,63
Z30257,1872,225,6,13,72,0,0,0,134
Z30258,1098,105,5,4,42,0,11,0,43
Z30259,1200,162,0,0,0,3,75,0,84
Z30260,10069,1419,773,35,76,27,35,0,473
Z30263,21864,1257,259,35,136,75,65,0,687
Z30265,12925,667,271,79,82,0,95,0,140
Z30268,3808,632,29,75,66,124,27,0,311
Z30269,13671,963,395,80,59,12,129,0,288
Z30273,5327,520,67,0,0,0,0,0,453
Z30274,13818,1776,1006,53,105,80,7,0,525
Z30276,5455,284,41,0,0,24,110,0,109
Z30277,8066,203,54,0,2,0,0,0,147
Z30281,25907,2535,705,181,553,160,123,0,813
Z30286,10667,1743,247,0,376,45,133,0,942
Z30288,3389,470,134,61,44,0,31,0,200
Z30290,3117,96,25,0,26,0,9,0,36
Z30291,9405,1647,440,212,212,105,133,0,545
Z30292,2389,392,19,0,114,9,21,0,229
Z30293,1416,350,0,0,31,9,58,0,252
Z30294,14905,1521,182,19,328,70,171,0,751
Z30295,1744,179,0,0,27,0,13,0,139
Z30296,9855,1133,457,0,73,22,53,0,528
Z30297,10240,2153,840,169,82,35,49,0,978
Z30303,1460,365,38,42,115,30,38,0,102
Z30305,13699,2876,439,169,416,745,998,0,109
Z30306,12096,1219,442,205,103,215,162,0,92
Z30307,9537,813,254,37,82,49,125,0,266
Z30308,11866,1847,626,133,186,219,465,16,202
Z30309,15873,2977,357,485,328,378,1219,0,210
Z30310,14798,4402,916,66,315,103,67,0,2935
Z30311,16407,3117,1031,45,181,79,50,0,1731
Z30312,12612,1349,461,126,163,23,178,10,388
Z30313,2431,360,155,0,105,11,30,0,59
Z30314,11256,3992,696,43,115,22,145,0,2971
Z30315,15267,3970,610,211,143,5,37,19,2945
Z30316,15259,2878,440,70,164,52,156,0,1996
Z30317,6127,1040,93,0,109,0,16,0,822
Z30318,25440,5218,1668,279,209,265,199,0,2598
Z30319,19920,1448,371,201,202,208,275,0,191
Z30324,15796,1582,765,259,233,25,179,0,121
Z30326,4192,1188,335,329,52,40,432,0,0
Z30327,10306,991,179,77,137,103,226,0,269
Z30328,16514,1519,586,70,396,145,113,0,209
Z30329,13482,1769,1110,159,136,18,38,0,308
Z30331,26564,4443,1923,110,318,118,138,0,1836
Z30336,305,88,0,45,43,0,0,0,0
Z30337,6610,1462,761,116,56,0,31,0,498
Z30338,14530,1078,460,100,122,101,140,0,155
Z30339,12731,1555,382,301,373,81,46,0,372
Z30340,10977,1094,459,136,67,25,24,0,383
Z30341,14926,1895,1018,240,180,30,18,0,409
Z30342,13829,1351,459,129,196,96,125,0,346
Z30344,16058,3562,1109,184,200,41,101,0,1927
Z30345,11045,1394,649,172,82,33,97,0,361
Z30346,3975,752,448,197,46,61,0,0,0
Z30349,29771,5690,2405,247,262,49,177,0,2550
Z30350,17526,1377,764,210,111,49,51,0,192
Z30354,7499,1494,157,72,31,0,41,0,1193
Z30360,5758,611,300,36,61,44,12,0,158
Z30363,2722,1042,298,0,268,60,254,0,162
Z30401,5738,850,216,64,51,0,245,0,274
Z30410,777,123,14,4,2,0,24,0,79
Z30411,1118,301,17,4,13,0,59,0,208
Z30415,2532,233,28,0,34,8,140,0,23
Z30417,4624,692,95,7,22,63,123,0,382
Z30420,656,152,0,0,0,14,52,0,86
Z30421,1821,261,53,0,0,31,79,0,98
Z30425,730,169,8,0,3,0,27,0,131
Z30427,4762,964,160,0,62,46,284,36,376
Z30428,1321,264,18,8,0,0,91,0,147
Z30429,110,32,25,7,0,0,0,0,0
Z30434,2392,446,100,0,65,0,114,0,167
Z30436,5187,739,174,0,20,19,151,0,375
Z30439,4708,800,152,28,0,0,283,0,337
Z30441,921,184,13,0,15,4,36,13,103
Z30442,3993,1006,80,0,93,0,360,9,464
Z30445,1438,309,53,18,19,0,101,0,118
Z30446,642,78,7,0,8,0,20,0,43
Z30450,1073,147,29,0,8,0,46,0,64
Z30452,690,137,35,0,0,15,57,0,30
Z30453,3132,664,180,0,108,33,141,12,190
Z30456,965,286,36,5,9,4,62,0,170
Z30457,3008,574,18,10,98,18,95,0,335
Z30458,17824,1997,1310,0,56,125,283,0,223
Z30461,5626,714,209,0,139,0,177,0,189
Z30467,5735,1183,153,0,86,121,397,0,426
Z30471,2146,405,18,0,56,40,86,0,205
Z30473,1347,325,0,15,31,54,66,0,159
Z30474,7474,764,170,0,37,39,222,0,296
Z30477,1344,241,42,0,17,0,41,0,141
Z30501,10555,1267,608,0,67,76,200,0,316
Z30504,8455,700,204,27,194,0,86,0,189
Z30506,17933,2592,140,82,514,111,1132,36,577
Z30507,9069,810,282,0,51,35,0,0,442
Z30510,2868,571,136,23,38,93,62,0,219
Z30511,1434,112,23,14,13,17,30,0,15
Z30512,12993,5376,214,100,300,39,4100,0,623
Z30513,7850,3444,209,8,334,0,2529,0,364
Z30516,815,111,0,0,4,0,4,0,103
Z30517,4567,498,62,0,123,0,97,0,216
Z30518,17442,1773,446,215,269,64,205,0,574
Z30519,13880,927,298,110,95,0,62,0,362
Z30520,2046,356,37,0,9,0,6,0,304
Z30521,2108,291,5,0,0,17,2,0,267
Z30523,6689,1807,122,0,158,198,1130,0,199
Z30525,5064,2138,89,26,205,179,1434,0,205
Z30527,1737,179,45,36,6,0,23,0,69
Z30528,11916,2785,422,47,274,329,1365,0,348
Z30529,4069,616,183,0,61,0,44,0,328
Z30531,4510,797,203,165,174,131,17,0,107
Z30533,11094,1655,170,19,47,29,709,0,681
Z30534,12086,2138,65,0,318,36,1134,0,585
Z30535,2890,484,38,43,182,84,24,0,113
Z30536,4655,1417,133,0,43,9,1025,0,207
Z30537,1702,1025,115,19,92,13,771,0,15
Z30538,1141,171,0,0,72,0,0,0,99
Z30540,10241,3432,559,56,367,52,1664,0,734
Z30541,773,133,0,0,0,0,91,0,42
Z30542,12594,1018,210,25,239,21,100,0,423
Z30543,1688,249,0,0,4,0,0,0,245
Z30545,1126,795,155,21,66,33,489,0,31
Z30546,5638,2778,95,0,311,3,1915,21,433
Z30547,1263,109,6,0,19,0,34,0,50
Z30548,6598,420,33,0,176,0,111,0,100
Z30549,8847,779,91,17,136,75,150,0,310
Z30553,4216,1397,77,24,24,0,823,0,449
Z30554,3280,520,35,0,131,25,0,0,329
Z30555,1377,471,8,0,43,0,309,0,111
Z30557,2477,786,42,0,24,35,351,0,334
Z30558,2374,242,11,0,11,41,10,0,169
Z30559,2995,1142,123,0,59,0,777,0,183
Z30560,3321,1669,130,57,130,23,1118,0,211
Z30562,673,243,64,9,50,48,39,0,33
Z30563,2393,292,23,36,32,21,52,0,128
Z30564,1562,297,38,0,40,0,191,0,28
Z30565,1764,266,75,0,10,0,56,0,125
Z30566,3290,374,112,18,77,0,122,0,45
Z30567,1326,169,5,0,28,27,31,0,78
Z30568,1082,184,0,0,0,44,140,0,0
Z30571,3054,1188,196,0,45,101,818,0,28
Z30572,990,515,0,0,22,0,442,0,51
Z30573,99,25,0,0,4,0,20,0,1
Z30575,322,15,0,0,0,0,0,0,15
Z30576,1443,483,17,0,42,13,327,0,84
Z30577,10752,2681,394,19,300,105,462,0,1401
Z30582,2605,939,38,0,40,14,676,0,171
Z30601,9939,1639,611,96,81,12,242,0,597
Z30605,17527,2885,1352,257,224,83,452,0,517
Z30606,19177,2727,1266,175,241,0,183,0,862
Z30607,4458,1024,313,29,218,0,36,0,428
Z30619,505,30,0,0,12,0,9,0,9
Z30620,4455,438,61,0,94,0,7,0,276
Z30621,1807,149,0,0,17,3,0,0,129
Z30622,4377,497,80,32,0,0,131,0,254
Z30625,1294,313,0,0,0,0,232,0,81
Z30627,1175,298,0,0,42,0,73,0,183
Z30628,2640,205,0,0,2,0,8,0,195
Z30629,1992,282,34,13,21,0,23,0,191
Z30630,927,61,8,0,13,0,17,0,23
Z30631,1055,329,2,10,4,0,181,0,132
Z30633,3680,573,3,29,15,13,48,0,465
Z30634,865,196,0,0,0,28,15,0,153
Z30635,7649,1503,147,0,53,42,334,0,927
Z30641,744,53,4,0,19,0,12,0,18
Z30642,6371,1677,145,0,100,29,1203,0,200
Z30643,8592,2046,0,0,77,45,1073,0,851
Z30646,2838,366,133,0,0,0,0,0,233
Z30648,1433,168,64,0,21,3,52,0,28
Z30650,4757,678,51,0,36,0,142,0,449
Z30655,9623,1326,246,120,231,78,162,0,489
Z30656,5941,362,91,0,0,0,0,0,271
Z30660,650,219,18,0,14,0,78,0,109
Z30662,3889,505,67,0,50,0,31,0,357
Z30663,1300,147,19,7,7,12,46,0,56
Z30666,3472,430,74,43,113,0,0,0,200
Z30667,443,80,0,0,4,0,43,0,33
Z30669,1625,361,72,0,10,9,85,0,185
Z30673,3797,695,0,13,55,0,323,0,304
Z30677,6653,506,122,39,95,15,40,0,195
Z30680,14719,1667,386,70,128,27,58,0,998
Z30683,3003,398,25,8,89,0,16,0,260
Z30701,15777,2121,769,0,440,63,48,0,801
Z30705,13439,1225,260,5,203,0,49,0,708
Z30710,2693,337,58,0,119,6,73,0,81
Z30711,1545,224,29,0,0,0,8,0,187
Z30720,11344,1626,825,37,217,29,76,0,442
Z30721,19681,2575,780,0,324,25,12,0,1434
Z30725,2040,427,0,0,151,0,0,0,276
Z30728,8844,1333,133,0,126,52,59,0,963
Z30730,793,86,7,0,7,0,8,0,64
Z30734,1378,242,26,0,81,0,63,0,72
Z30735,2292,298,116,0,24,0,0,0,158
Z30736,16475,1735,201,0,479,89,347,0,619
Z30738,2003,387,0,0,72,0,142,0,173
Z30739,1893,191,61,0,0,80,50,0,0
Z30740,3370,331,76,0,0,0,51,0,204
Z30741,13855,1758,448,58,274,87,105,0,786
Z30742,3383,372,141,0,35,0,49,0,147
Z30747,6753,873,261,0,46,20,26,0,520
Z30750,1492,173,23,0,0,11,56,0,83
Z30752,4085,528,39,0,48,0,47,0,394
Z30753,2863,342,77,0,25,0,8,0,232
Z30755,3558,408,10,0,0,30,108,0,260
Z30756,80,11,0,0,0,0,0,0,11
Z30757,920,165,39,0,16,0,15,0,95
Z30802,2480,509,27,0,27,0,284,0,171
Z30803,384,95,0,0,3,3,45,0,44
Z30805,1104,147,42,0,2,0,26,0,77
Z30808,1771,191,23,0,7,0,50,0,111
Z30809,15617,1611,114,100,471,160,374,0,392
Z30810,938,188,39,12,3,0,62,0,72
Z30813,13496,2111,377,44,478,271,253,0,688
Z30814,3463,504,0,0,9,25,198,0,272
Z30815,14985,1579,399,20,288,0,133,0,739
Z30816,983,238,0,0,0,1,167,0,70
Z30817,4209,966,37,0,29,0,731,0,169
Z30820,721,244,0,0,4,0,133,0,107
Z30823,769,141,9,1,2,0,4,0,125
Z30824,7439,949,214,5,238,31,303,25,133
Z30828,2132,542,4,10,9,15,232,0,272
Z30830,5903,854,73,0,90,0,158,38,495
Z30833,1622,285,42,0,0,0,106,0,137
Z30901,8686,2285,365,45,211,0,32,0,1632
Z30903,297,36,0,0,18,18,0,0,0
Z30904,12934,2985,555,26,262,247,268,0,1627
Z30905,1202,75,13,9,0,0,0,0,53
Z30906,23184,3218,680,30,450,237,55,0,1766
Z30907,21656,2881,816,284,381,216,508,0,676
Z30909,21344,4208,1381,156,314,305,563,20,1469
Z31001,1363,313,11,0,0,0,98,0,204
Z31002,1230,190,14,0,17,6,15,0,138
Z31005,6381,204,106,0,25,0,29,0,44
Z31006,2409,589,25,0,21,0,44,0,499
Z31008,7534,537,98,0,177,0,68,0,194
Z31009,705,134,3,0,0,0,16,0,115
Z31012,803,216,4,5,6,0,66,0,135
Z31014,5500,1103,187,25,101,8,226,0,556
Z31015,10092,1942,243,182,162,0,575,0,780
Z31017,854,191,0,0,0,0,78,0,113
Z31018,621,134,0,0,22,0,67,0,45
Z31019,1042,210,0,0,0,0,26,0,184
Z31021,12188,1882,418,0,53,0,334,0,1077
Z31022,627,94,0,0,2,0,40,0,52
Z31023,7009,1149,139,0,145,0,156,0,709
Z31024,12046,3957,378,0,356,84,2440,9,690
Z31025,645,106,0,0,0,0,29,0,77
Z31027,4559,886,93,0,59,17,189,0,528
Z31028,2402,440,117,0,87,0,49,0,187
Z31029,6544,710,159,0,88,0,89,0,374
Z31030,7281,1057,261,0,47,0,77,0,672
Z31031,2772,590,30,0,13,0,109,0,438
Z31032,5476,448,48,0,13,0,93,0,294
Z31033,1304,386,0,0,0,0,0,0,386
Z31035,573,99,0,6,0,0,5,0,88
Z31036,5214,865,119,0,11,0,106,0,629
Z31037,1575,353,42,0,75,0,74,0,162
Z31042,772,191,0,0,0,0,70,0,121
Z31044,1499,401,14,0,29,0,85,0,273
Z31046,1367,201,0,0,0,0,65,0,136
Z31047,4452,360,0,0,53,0,129,0,178
Z31049,844,194,5,0,0,0,119,0,70
Z31052,3689,505,95,0,0,14,50,0,346
Z31054,865,252,6,0,0,0,76,0,170
Z31055,3208,739,152,45,0,0,9,0,533
Z31057,1034,260,0,0,20,0,79,0,161
Z31058,936,322,42,0,0,0,84,50,146
Z31060,1286,323,66,0,12,3,73,7,162
Z31061,19638,4169,766,265,167,105,1103,0,1763
Z31063,2418,491,88,10,78,0,71,0,244
Z31064,4248,694,37,0,107,48,208,0,294
Z31065,505,184,0,0,4,4,62,0,114
Z31068,1815,423,43,0,29,32,138,0,181
Z31069,8012,1101,231,44,59,0,89,0,678
Z31070,445,73,0,0,6,0,6,0,61
Z31072,687,149,0,0,0,0,44,0,105
Z31075,1198,208,0,0,24,5,65,0,114
Z31076,1644,268,0,0,0,0,20,0,248
Z31077,744,183,5,3,5,0,33,0,137
Z31078,1416,226,33,0,8,4,4,0,177
Z31079,1093,211,8,16,0,0,28,0,159
Z31082,4675,876,86,0,42,0,85,0,663
Z31085,469,76,3,26,3,0,0,0,44
Z31087,5407,2557,165,0,162,0,1812,0,418
Z31088,21488,1893,522,59,27,85,145,0,1055
Z31089,2198,501,90,13,28,0,96,0,274
Z31090,493,249,2,0,8,0,46,0,193
Z31091,1672,292,7,0,27,9,52,0,197
Z31092,3438,717,143,12,22,0,143,0,397
Z31093,13295,1871,810,67,113,0,98,0,783
Z31094,566,116,0,0,0,0,27,0,89
Z31096,2981,663,52,0,103,9,226,0,273
Z31097,589,119,6,0,0,0,42,0,71
Z31098,976,32,32,0,0,0,0,0,0
Z31201,4506,1098,426,135,11,0,13,0,513
Z31204,15473,3519,924,138,345,0,206,0,1906
Z31206,12642,3091,836,82,321,21,84,26,1721
Z31210,14292,1399,573,232,77,23,176,0,318
Z31211,7764,1475,432,90,158,0,50,0,745
Z31216,6196,555,44,0,44,11,57,0,399
Z31217,7889,1617,226,11,168,50,161,0,1001
Z31220,5867,738,256,0,79,28,61,0,314
Z31301,2148,474,215,0,0,0,22,0,237
Z31302,3268,169,42,0,0,17,20,0,90
Z31303,1002,201,0,0,9,18,58,0,116
Z31305,3206,685,31,0,41,70,324,0,219
Z31307,459,76,0,0,0,0,15,0,61
Z31312,6232,686,26,0,49,71,80,0,460
Z31313,18358,2845,1327,27,359,28,0,0,1104
Z31315,2743,312,236,10,0,0,0,0,66
Z31316,4224,763,339,40,103,0,45,0,236
Z31320,4097,634,47,0,65,0,363,0,159
Z31321,2831,258,51,0,28,0,107,0,72
Z31322,9506,652,219,136,0,0,0,0,297
Z31323,676,128,12,0,0,0,11,0,105
Z31324,8401,773,98,0,205,0,272,0,198
Z31326,7320,528,234,0,24,44,106,0,120
Z31328,3487,2131,648,15,176,42,926,23,301
Z31329,3328,321,15,28,116,25,35,0,102
Z31331,5566,2973,31,0,131,59,1745,0,1007
Z31401,10696,2424,654,162,222,43,406,0,937
Z31404,13110,1817,450,68,124,112,126,0,937
Z31405,15977,2197,490,81,136,16,242,0,1232
Z31406,15042,1617,426,65,237,120,127,0,642
Z31408,3864,505,93,23,0,0,41,0,348
Z31410,10631,722,0,44,89,14,213,0,362
Z31411,4311,686,144,0,147,0,155,0,240
Z31415,5481,1039,238,22,41,41,5,0,692
Z31419,23571,2509,1040,321,296,47,302,0,503
Z31501,7033,1139,108,16,226,30,134,0,625
Z31503,9193,1219,100,80,108,0,138,0,793
Z31510,4246,709,53,21,31,11,169,17,407
Z31512,1171,209,47,0,43,0,31,0,88
Z31513,7289,1272,138,45,0,0,405,0,684
Z31516,6250,836,0,0,34,25,206,0,571
Z31518,296,72,0,0,0,0,41,0,31
Z31519,1618,270,9,0,0,0,36,0,225
Z31520,10331,1550,309,0,69,39,79,0,1054
Z31522,11357,4057,416,29,235,35,2905,0,437
Z31523,5625,563,41,0,127,0,94,0,301
Z31525,12549,1900,647,23,177,15,406,0,632
Z31532,364,41,5,0,0,0,0,0,36
Z31533,7279,1361,122,0,147,0,48,0,1044
Z31535,4338,281,0,0,79,0,8,0,194
Z31537,3610,669,143,0,19,17,361,0,129
Z31539,6096,960,184,0,36,109,82,0,549
Z31542,1203,92,0,0,0,0,57,0,35
Z31543,1947,329,0,0,0,0,121,0,208
