Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,White,Black,Asian,Hispanic
25431,Levels,WV,267,24.4,2.7,12.9,11.2,75.1,-6.2,33.3,22128,1367,553,10272,19383,19311,959,10567.57143,9277,?,?,?,?
25434,Paw Paw,WV,2883,20.4,9.8,44.8,23.9,75.8,-25.4,-10.5,20360,15219,22651,20958,19173,23051,21684,20442.28571,23663,94.7,2.4,0.1,1.8
25438,Ranson,WV,6932,16.6,8.6,25.8,17,107.1,7.2,-10.8,17902,13114,10390,16460,8231,11781,21742,14231.42857,15700,81,12.4,0.2,2.8
25442,Shenandoah Junction,WV,1519,13.6,11.2,27,4.7,195.2,70.7,12.5,15260,17207,11658,2520,565,960,4306,7496.571429,4456,93,2.6,1.8,1.5
25443,Shepherdstown,WV,7442,6.3,9.7,26.7,9.1,162.6,12.4,-5.9,5376,14936,11311,7735,1421,8774,19583,9876.571429,8146,88.5,6.3,1.2,0.7
25444,Slanesville,WV,180,21.1,21.3,11.6,7.2,72.6,174.2,-25,20703,23651,356,5277,20127,196,23888,13456.85714,14360,?,?,?,?
25504,Barboursville,WV,13001,14.1,8.6,39.1,11.2,110,-2.9,-4.5,15744,13090,20729,10376,7488,17828,18759,14859.14286,16740,97.2,0.5,0.9,0.4
25506,Branchland,WV,4744,31.2,12.8,57.4,40.9,56.3,-25.5,-22,23646,19177,24151,24185,23367,23061,23683,23038.57143,24589,97.8,0,0,1.6
25507,Ceredo,WV,894,14.7,20.8,37.7,17.2,108.6,17.1,-16.4,16313,23539,20031,16665,7844,6667,22988,16292.42857,19115,?,?,?,?
25508,Chapmanville,WV,9968,22,10.6,50.4,20.1,86,-11.5,-10.1,21158,16444,23587,18858,15461,20946,21570,19717.71429,23127,98,0.1,0.4,0.5
25510,Culloden,WV,5394,9.4,12.1,27,13.3,144.2,16.8,-2.2,10066,18352,11662,12774,2558,6779,16851,11291.71429,10477,97.6,1.8,0,0.4
25514,Fort Gay,WV,3497,25.1,18.2,50.6,31.4,76,-28.9,-33.3,22375,22791,23613,23125,19108,23324,24381,22673.85714,24542,99,0,0.3,0
25515,Gallipolis Ferry,WV,2455,14.4,20.4,45.7,15.4,79.8,0.4,-25,16066,23445,22848,15052,17779,16072,23940,19314.57143,22795,99.6,0,0,0
25520,Glenwood,WV,1388,15.6,15.4,36.9,12.5,85.1,-85.7,-57.1,17085,21377,19573,11931,15804,24632,24635,19291,22770,98,1.5,0,0
25523,Hamlin,WV,2866,14.3,12.4,43.5,18.9,95.6,-13.3,-8.2,15962,18721,22350,18016,11854,21344,20786,18433.28571,21956,99.2,0,0.1,0
25524,Harts,WV,3388,23.9,23.7,53.9,18.1,108,-9.1,-9.5,21948,23979,23937,17411,7993,20279,21329,19553.71429,22995,98.7,0,0,0.4
25526,Hurricane,WV,22711,8.3,7.4,29.4,8.2,141.6,15,9,8416,10743,14002,6643,2751,7540,6170,8037.857143,5245,96.8,1.1,0.7,0.6
25529,Julian,WV,1149,25.7,5.4,58.3,30,93.1,937.5,25,22550,6440,24202,22865,12782,8,1485,12904.57143,13351,99.3,0,0,0
25530,Kenova,WV,4959,17,11.7,29.8,11.8,86.6,19.7,-10.3,18203,17883,14378,11045,15186,5787,21590,14867.42857,16756,99,0.2,0,0.1
25535,Lavalette,WV,3041,11,8,38.4,3.9,123.9,2.4,-8.2,12231,11946,20371,1743,4783,14856,20773,12386.14286,12411,99.3,0,0.6,0
25537,Lesage,WV,1533,21,5.8,23.5,12.9,95.4,-15.5,-24.1,20660,7301,7828,12302,11918,21772,23866,15092.42857,17110,97.9,0,0,1.1
25541,Milton,WV,8482,10.5,7.8,33.5,12.9,111.5,17.5,2,11591,11573,17377,12361,7139,6503,11923,11209.57143,10334,98.7,0,0,0.8
25545,Ona,WV,5289,13,6.6,30.5,6.4,145.7,64.8,20.5,14568,9028,14951,4422,2435,1085,2151,6948.571429,3649,98.1,0.1,0.2,0
25550,Point Pleasant,WV,8893,14.3,12.4,36.4,15.1,92.4,-4.9,-8.1,15963,18722,19250,14751,13019,18738,20743,17312.28571,20563,97,1.3,1.1,0.3
25555,Prichard,WV,1910,23.1,22.5,46.2,4.6,102.1,35,0,21639,23841,22953,2416,9658,2751,13839,13871,15117,97.2,0,0,0.2
25559,Salt Rock,WV,1979,16.6,20.8,41.3,3.2,115.5,1.5,22.2,17903,23540,21665,1167,6268,15433,1931,12558.14286,12738,97.5,0,0,1.8
25560,Scott Depot,WV,8228,5.4,8.1,23.8,5.6,169.4,13.2,-9,4085,12073,8187,3518,1156,8366,21100,8355,5715,96.5,0.1,1.2,0.9
25570,Wayne,WV,6576,26.2,8.7,57.9,34,63.7,-0.3,-5.8,22690,13318,24178,23556,22287,16562,19543,20304.85714,23571,97.9,0.2,0,0.1
25571,West Hamlin,WV,1886,19.9,21.7,42.4,35.5,82.5,26.2,17.4,20062,23714,22043,23720,16787,4117,2817,16180,18933,98.6,0,0,0.6
25573,Yawkey,WV,1014,18.8,8.2,45.8,33.8,57.8,-16.7,0,19384,12372,22854,23521,23184,21987,15018,19760,23169,?,?,?,?
25601,Logan,WV,5008,20.7,17.8,44,18.8,106.9,-7.8,-6.5,20515,22634,22485,17945,8283,19886,19964,18816,22338,91.7,4.7,0.3,1.1
25617,Davin,WV,744,26.6,16.7,37.3,17.5,94.6,88.2,-18.2,22798,22145,19811,16928,12242,685,23264,16839,19913,?,?,?,?
25621,Gilbert,WV,2079,26.8,8.2,52.8,19.9,77.8,-58.4,-15.9,22863,12395,23842,18706,18522,24432,22931,20527.28571,23707,99.5,0,0,0.1
25625,Holden,WV,1411,24.2,13.3,61,11.6,78.3,83.2,3,22051,19710,24301,10851,18317,756,10967,15279,17428,?,?,?,?
25635,Man,WV,1403,21.5,5.9,44.4,18.9,127.3,-58.4,-15.9,20922,7525,22555,18018,4328,24429,22930,17243.85714,20476,97,0.5,1.8,0
25637,Mount Gay,WV,809,19.1,19.1,55,15.5,91.8,-15.8,-26.1,19570,23091,24016,15153,13234,21835,24060,20137,23462,?,?,?,?
25646,Stollings,WV,1023,17.2,12.1,32.2,22.6,77.3,11.7,0,18326,18405,16408,20335,18727,9189,14178,16509.71429,19419,?,?,?,?
25652,Whitman,WV,1220,21.4,16.1,38.7,20.6,80.4,-71.1,-12.5,20872,21852,20563,19156,17573,24569,22289,20982,23988,?,?,?,?
25653,Wilkinson,WV,545,8.8,24.4,27.1,9.5,131.2,-32.5,0,9163,24051,11792,8250,3830,23594,15165,13692.14286,14802,?,?,?,?
25661,Williamson,WV,6258,20.9,15.9,49.1,27.2,90.2,-26.6,-6.8,20612,21726,23413,22182,13826,23140,20140,20719.85714,23841,89.2,8.6,0.4,0.4
25670,Delbarton,WV,6074,20.8,12.3,50.1,25,95,-62.8,-9.4,20574,18635,23553,21394,12094,24500,21297,20292.42857,23564,97.6,0.6,0.1,0.4
25671,Dingess,WV,1240,21.4,8.3,51.3,18.3,104.2,-37,-37.5,20873,12585,23688,17589,9072,23846,24480,18876.14286,22404,96.8,0,0,0
25674,Kermit,WV,2893,26.3,10.6,56.5,20.8,82.7,-27.8,-13.2,22720,16451,24105,19304,16699,23250,22403,20704.57143,23832,99.3,0,0,0.3
25676,Lenore,WV,1125,35.5,19.1,54.6,19.1,59.5,-43.6,-16.7,24057,23102,23985,18166,22958,24107,23122,22785.28571,24559,?,?,?,?
25701,Huntington,WV,23267,10.6,15.2,35.5,26,86.4,9.3,-5.8,11719,21216,18736,21766,15307,10491,19530,16966.42857,20091,86.9,8.4,1.2,0.7
25702,Huntington,WV,7823,21.9,15.7,39.1,25.5,69.9,-11.5,-5.8,21103,21596,20750,21588,20866,20952,19557,20916,23951,97.4,0.9,0,0.3
25703,Huntington,WV,6980,19.4,20.2,49.4,56.2,37.9,48.2,-8.3,19772,23404,23464,24581,24477,1736,20800,19747.71429,23155,79.2,15,1.4,1.3
25704,Huntington,WV,17070,13.9,13.3,39.7,21.9,87.5,-8.1,0.4,15545,19664,21037,19983,14863,19999,13452,17791.85714,21153,97.6,0.6,0.2,0.6
25705,Huntington,WV,20920,9.5,11.3,33.9,20.7,97.8,-3.1,-2.2,10198,17305,17674,19197,11059,17932,16922,15755.28571,18229,94.4,2.3,1,0.3
25801,Beckley,WV,34166,14.6,8.9,38,19.7,92.4,-10.5,-0.1,16222,13655,20150,18543,13030,20708,15311,16802.71429,19862,82.9,13.8,1.2,0.7
25812,Ansted,WV,1893,17,22.8,38.3,11.5,98.2,-23.1,-10.7,18204,23871,20353,10716,10905,22810,21734,18370.42857,21882,96.4,1.8,0.1,0.4
25813,Beaver,WV,7685,23.8,14.4,59.9,11,103.1,0.1,-1.7,21921,20684,24261,10159,9389,16176,16503,17013.28571,20153,71.4,22.7,0.8,4.5
25818,Bradley,WV,278,20.3,27,0,6.8,162.2,-24.5,-11.1,20292,24287,12,4815,1442,22932,21898,13668.28571,14743,?,?,?,?
25825,Cool Ridge,WV,2653,18.9,9,41.8,16.1,134.5,-14.5,26.7,19456,13886,21807,15706,3448,21571,1404,13896.85714,15156,99.6,0,0,0.3
25827,Crab Orchard,WV,2531,18,9.3,37.9,17.7,96.9,0.7,-6.9,18916,14379,20098,17103,11398,15926,20167,16855.28571,19941,97.2,1,0,1
25832,Daniels,WV,4462,8.8,2.3,36.3,4.5,146.9,2.8,-6.8,9164,932,19144,2311,2334,14584,20107,9796.571429,8020,95.4,0.3,3.4,0.7
25839,Fairdale,WV,563,39.1,7.8,27.5,9.6,163.4,-51.4,0,24273,11677,12157,8379,1387,24309,15240,13917.42857,15190,?,?,?,?
25840,Fayetteville,WV,7472,13.9,13,36,16.4,90.8,3.9,-2.8,15546,19339,19013,15974,13609,13931,17396,16401.14286,19263,95.2,2.5,0,1.2
25841,Flat Top,WV,699,11.8,15,39.7,16.9,89.1,81.2,0,13198,21082,21044,16420,14251,789,13672,14350.85714,15890,?,?,?,?
25843,Ghent,WV,787,3.7,6.6,53,38.5,99.9,2.9,20,2032,8904,23854,24001,10389,14534,2291,12286.42857,12232,?,?,?,?
25844,Glen Daniel,WV,1601,22.7,12.9,63.1,18.2,96.6,-16.1,-17.4,21473,19271,24364,17497,11518,21884,23198,19886.42857,23271,98.6,0,0,0
25854,Hico,WV,1215,15.3,13.3,31.3,8.8,102.9,-26.7,9.1,16828,19672,15691,7416,9435,23145,6140,14046.71429,15394,?,?,?,?
25871,Mabscott,WV,582,17.6,14.2,54.8,25.6,88.1,-11.1,5.3,18633,20494,23996,21647,14648,20861,8940,18459.85714,21985,?,?,?,?
25878,Midway,WV,945,13.1,8.3,47.5,14.9,65.7,-52.8,-33.3,14681,12531,23181,14556,21871,24336,24404,19365.71429,22837,?,?,?,?
25880,Mount Hope,WV,6262,20.6,14,44.1,28.3,81.4,-22.9,-1.5,20467,20330,22503,22475,17220,22790,16372,20308.14286,23573,89.3,8,0.2,0.7
25882,Mullens,WV,2652,9.3,17.2,36.5,17.5,96.8,-14.3,-14.8,9920,22352,19331,16926,11436,21527,22751,17749,21097,95.8,2.4,0,0.4
25901,Oak Hill,WV,11888,21.4,10.9,39.3,19.7,86.6,-12.1,-5.9,20874,16848,20830,18549,15216,21078,19619,19002,22534,91.6,5.3,0.5,0.8
25918,Shady Spring,WV,4183,14.8,8.5,31.2,11,105.2,15.6,-2.1,16412,12923,15565,10131,8775,7277,16775,12551.14286,12724,99.8,0.1,0,0
25921,Sophia,WV,2325,22.6,9.8,43.9,25.9,95.1,91.9,5.3,21436,15228,22446,21739,12053,641,8851,14627.71429,16353,?,?,?,?
25938,Victor,WV,1233,22.3,5.3,32.8,22.7,102.5,62.5,33.3,21306,6196,16834,20394,9576,1136,885,10903.85714,9826,?,?,?,?
25951,Hinton,WV,5953,21,15.8,46.2,16,85.5,2.8,-4.3,20661,21656,22948,15619,15642,14628,18611,18537.85714,22057,94.7,3.2,0,0.5
25958,Charmco,WV,929,20.3,27.8,62.6,13.3,71.4,-2.3,-22.2,20293,24343,24349,12839,20469,17559,23718,20510,23696,?,?,?,?
25962,Rainelle,WV,3648,20.7,18.4,46.4,19,75.8,-9.7,-20.2,20516,22844,22998,18093,19162,20470,23563,21092.28571,24036,96.5,0.2,0,1
25969,Jumping Branch,WV,942,15.7,15.8,31.6,13.5,87.4,-59.1,0,17164,21641,15946,13005,14893,24441,15262,17478.85714,20753,?,?,?,?
25971,Lerona,WV,1122,9.4,8.2,28.6,7.6,174.8,-78.3,-50,10067,12284,13256,5892,995,24603,24622,13102.71429,13673,?,?,?,?
25976,Meadow Bridge,WV,2347,20.9,19.9,44.2,23.5,88.2,-64.8,7.1,20613,23322,22530,20790,14609,24516,7520,19128.57143,22639,99.7,0,0,0.2
25979,Pipestem,WV,699,16.6,9.7,43.5,7.7,101.4,-48.7,0,17904,15032,22346,6035,9869,24245,15231,15808.85714,18324,?,?,?,?
25984,Rupert,WV,1797,19.5,17.3,44.2,21.7,84.5,170.1,-4,19842,22417,22528,19867,16042,206,18337,17034.14286,20192,98,0,0,0.3
26003,Wheeling,WV,42573,8.7,11.3,28.4,15.4,99.2,-1.4,-2.2,9020,17296,13090,15007,10584,17063,16912,14138.85714,15539,93.7,3.4,0.6,0.7
26030,Beech Bottom,WV,618,14,10.7,43.8,15.2,94.5,-31.4,-12.5,15640,16550,22428,14870,12274,23520,22264,18220.85714,21689,?,?,?,?
26031,Benwood,WV,1612,9.3,15.7,28.1,24.4,76.1,-13.1,7.5,9921,21564,12801,21150,19073,21308,7208,16146.42857,18881,97.9,0.7,0,0.4
26034,Chester,WV,5063,15.6,15.2,35.2,14.9,87.8,4.1,1,17086,21229,18555,14529,14744,13814,12941,16128.28571,18853,97.1,0,0.6,1.5
26035,Colliers,WV,2512,3.6,9,36,8.1,102.8,318.4,16.7,1946,13735,18996,6541,9474,68,2937,7671,4714,96.4,1.7,0.6,0
26037,Follansbee,WV,6752,11.3,7,27.6,14.4,123,-18.4,-7.8,12604,9923,12257,13952,4947,22213,20623,13788.42857,14964,98.4,0,0.3,0.1
26038,Glen Dale,WV,2737,6.8,10.6,34,13.7,115.6,3.2,-13.6,6098,16344,17742,13247,6263,14328,22475,13785.28571,14959,97.9,0,0.2,1.2
26040,Mcmechen,WV,1840,11.5,14,36.2,13.9,98.6,-7.8,3.8,12851,20295,19121,13469,10769,19893,10295,15241.85714,17371,98.9,0,0.2,0
26041,Moundsville,WV,15981,10.6,9.2,37.2,13.6,100.1,12.2,2.8,11720,14141,19723,13145,10292,8899,11186,12729.42857,13043,97.2,0.5,0.2,0.8
26047,New Cumberland,WV,6250,15.3,9.2,33.2,18.9,108.7,31.6,-3.7,16829,14198,17170,17993,7818,3193,18097,13614,14655,97.3,0,0.1,1.4
26050,Newell,WV,1502,22,16.5,35.5,11.9,83.5,-4.5,2.6,21159,22043,18743,11198,16393,18577,11433,17078,20242,98.4,0,0,0.4
26055,Proctor,WV,2102,18,18.6,35.5,16,149.7,41.3,10.5,18917,22907,18745,15595,2154,2181,5266,12252.14286,12167,98,0,0,0
26059,Triadelphia,WV,2437,15.5,17.7,24.1,14.9,95.8,18.6,-0.8,17002,22587,8524,14467,11787,6100,15740,13743.85714,14882,98.3,1.1,0,0
26060,Valley Grove,WV,2111,4.1,6.4,22.8,5.3,125.7,-61.2,-9.1,2471,8487,7058,3149,4530,24479,21223,10199.57143,8647,99.2,0.2,0,0.1
26062,Weirton,WV,21020,10,7,28.2,16.3,97.9,2,-5.1,10946,9901,12853,15835,11031,15140,19137,13549,14541,94.7,3.6,0,0.5
26070,Wellsburg,WV,8079,10.6,8.5,29.8,12.6,99.2,7.5,-2.7,11721,12883,14358,12022,10581,11586,17320,12924.42857,13386,97.9,0.6,0,0.5
26074,West Liberty,WV,1218,15.7,5.4,39.6,33.2,79.8,24.6,-9.1,17165,6413,20961,23436,17796,4461,21129,15908.71429,18473,?,?,?,?
26101,Parkersburg,WV,30240,13.3,13.1,39,24.5,77.4,-8.7,-5.1,14905,19450,20692,21211,18695,20172,19158,19183.28571,22679,95.7,1.3,0.4,0.5
26104,Parkersburg,WV,16530,9.2,8.5,33.2,14.5,102.6,1,4.7,9762,12866,17167,14106,9541,15742,9448,12661.71429,12911,95.6,1.4,0,1.5
26105,Vienna,WV,12020,6.8,5,26.1,10.8,111,9.1,1.8,6099,5408,10667,9849,7254,10595,12165,8862.428571,6495,96.7,0.1,1.2,0.7
26133,Belleville,WV,1369,16.3,1.4,36.3,15.4,88.4,100,0,17655,290,19143,15044,14511,543,13648,11547.71429,10934,?,?,?,?
26134,Belmont,WV,1044,10.2,6.3,43.4,27.3,95.1,-17.3,0,11188,8355,22309,22207,12054,22063,15026,16171.71429,18918,?,?,?,?
26142,Davisville,WV,2880,6.7,4.7,38.2,22.7,104.6,-25.4,0,5947,4788,20250,20406,8951,23047,15113,14071.71429,15431,96.8,1,0,0
26143,Elizabeth,WV,4328,13.5,9.4,37.8,15.9,89.6,-34.6,-26.4,15132,14517,20045,15514,14069,23732,24078,18155.28571,21619,99.4,0,0,0.3
26146,Friendly,WV,998,11.1,13.8,37.5,15,115.9,62.4,-13.3,12355,20129,19907,14637,6202,1146,22408,13826.28571,15038,?,?,?,?
26147,Grantsville,WV,2234,18.6,14,42.2,21.8,97.5,-13.6,-10.9,19270,20324,21968,19913,11185,21406,21777,19406.14286,22871,98.2,0.1,0,0.4
26149,Middlebourne,WV,2608,19,14.4,44.5,23.1,81.7,1.7,7.1,19510,20671,22594,20608,17099,15329,7493,17614.85714,20936,99.2,0,0,0.1
26150,Mineral Wells,WV,6194,11.8,7.4,27.4,16.6,123.9,8,3,13199,10793,12046,16113,4794,11258,11011,11316.28571,10523,98.4,0.3,0.1,0.1
26155,New Martinsville,WV,8356,13.3,17,38.6,17.7,101,-3.1,-4.8,14906,22249,20516,17108,10033,17928,18961,17385.85714,20638,98.7,0,0,0.2
26159,Paden City,WV,2820,14.7,8.3,39.1,19,91.3,77.5,17.9,16314,12541,20728,18082,13421,845,2712,12091.85714,11850,99.4,0,0,0.3
26160,Palestine,WV,1009,10.7,13.4,21.7,10.7,106,-42.9,-12.5,11845,19753,5949,9689,8532,24080,22276,14589.14286,16299,?,?,?,?
26164,Ravenswood,WV,8240,11.1,14.3,40,19.3,85.1,11.9,-8,12356,20549,21164,18295,15820,9072,20679,16847.85714,19927,98.4,0.2,0.2,0.4
26169,Rockport,WV,769,20.5,13.8,46.3,33.8,91.7,-6.2,-33.3,20406,20162,22971,23523,13284,19293,24361,20571.42857,23738,?,?,?,?
26170,Saint Marys,WV,5911,11.9,12,44.1,17.8,106.2,-8,3.7,13302,18241,22499,17183,8497,19962,10395,15725.57143,18182,97.6,0.5,0.4,0.1
26175,Sistersville,WV,3503,10.5,10.1,34,16.8,101,-14.7,-5.4,11592,15617,17739,16316,10032,21614,19323,16033.28571,18696,98.2,0.1,0.2,0.4
26178,Smithville,WV,477,26.3,8,46.1,11.5,121.3,34.6,42.9,22721,12035,22918,10720,5231,2793,532,10992.85714,9973,?,?,?,?
26180,Walker,WV,2188,20.3,7.7,41.4,14.4,90.8,-9.3,-6.2,20294,11436,21675,14011,13601,20346,19829,17313.14286,20564,98.8,0,0.6,0
26181,Washington,WV,6088,7.7,5.1,26.9,7.5,143.8,-20,-3.5,7509,5636,11493,5752,2586,22416,18018,10487.14286,9142,98.1,0.8,0,0.3
26184,Waverly,WV,2250,19.9,9.8,35.8,22.3,93.5,21.3,0,20063,15216,18897,20187,12633,5312,13986,15184.85714,17283,99.2,0,0,0
26187,Williamstown,WV,5955,7,6.9,22.7,8.8,141.2,1.4,-2.7,6407,9630,6952,7345,2791,15492,17332,9421.285714,7436,98.4,0.3,0.2,0.2
26201,Buckhannon,WV,20187,15.6,6.5,33.4,17.2,100.8,-4.2,-9.9,17087,8850,17303,16657,10091,18439,21430,15693.85714,18139,97.2,0.5,0.3,0.9
26202,Fenwick,WV,687,3.2,19.9,29.9,2.3,141.9,-3.5,25,1579,23306,14469,608,2721,18126,1618,8918.142857,6590,?,?,?,?
26205,Craigsville,WV,3302,16.4,12.2,39.8,22.2,82.7,-6.2,21.2,17745,18501,21082,20142,16702,19305,2069,16506.57143,19414,98.7,0,0,1
26206,Cowen,WV,2903,22.8,14.2,40.6,37.2,52.9,-32.8,2.9,21516,20515,21395,23889,23692,23619,11160,20826.57143,23900,99.5,0,0,0
26209,Snowshoe,WV,160,0,10.8,12,5.6,52,7,0,57,16610,411,3439,23746,11942,14334,10077,8440,?,?,?,?
26215,Cleveland,WV,226,38.7,35.7,27,0,64.3,63.6,50,24250,24572,11682,94,22150,1117,370,12033.57143,11734,?,?,?,?
26218,French Creek,WV,2808,17.7,4.8,39.2,12.6,100,21.2,-22.2,18703,5082,20761,12040,10328,5333,23696,13706.14286,14819,99.2,0,0,0
26222,Hacker Valley,WV,350,44.5,14.6,30.6,9.4,87.5,100,33.3,24445,20876,15087,8140,14831,545,868,12113.14286,11891,?,?,?,?
26237,Tallmansville,WV,563,17.9,8.8,48.4,19.9,92.5,16.7,40,18842,13483,23332,18703,12994,6849,608,13544.42857,14529,?,?,?,?
26238,Volga,WV,934,15,6.5,45.1,13.9,109,-97.5,-62.5,16589,8848,22724,13483,7733,24645,24641,16951.85714,20062,?,?,?,?
26241,Elkins,WV,14645,11.9,9.2,28.3,16.6,97.6,-0.2,-3,13303,14152,12978,16118,11138,16503,17599,14541.57143,16216,98,0.6,0.5,0.2
26250,Belington,WV,5296,23.8,10.1,46.7,18.1,94.7,16.4,6.4,21922,15701,23042,17409,12209,6968,7966,15031,17017,99.1,0.1,0,0
26253,Beverly,WV,3310,10.6,10,23.8,21.5,101.9,-0.9,-2,11722,15460,8203,19696,9753,16836,16737,14058.14286,15414,96.8,1.4,0,0.2
26254,Bowden,WV,369,21,5.2,32.2,5.4,104.8,-26.7,-33.3,20662,5932,16359,3307,8876,23144,24379,14665.57143,16416,?,?,?,?
26260,Davis,WV,1324,8.2,13.3,24.2,16.4,100.2,25.5,-23.1,8267,19635,8645,15914,10262,4246,23788,12965.28571,13461,?,?,?,?
26261,Richwood,WV,2713,18.4,19.6,46.5,30.1,65.5,-15.1,-10.9,19169,23232,23019,22882,21927,21707,21779,21959.28571,24384,98,0.1,0.9,0.4
26263,Dryfork,WV,314,5,3.1,28.7,0,115.1,31.8,0,3565,1841,13305,100,6346,3168,13869,6027.714286,2478,?,?,?,?
26264,Durbin,WV,675,18.5,4.5,31.8,20.3,103.7,100,9.1,19228,4451,16047,18943,9221,533,6025,10635.42857,9395,?,?,?,?
26270,Harman,WV,653,22.2,23.9,46.5,15,63.3,25,-8.3,21260,23997,23023,14654,22342,4377,20814,18638.14286,22156,?,?,?,?
26275,Junior,WV,698,37.2,13.7,47,27.1,68,38.5,0,24164,20098,23103,22152,21369,2412,13817,18159.28571,21624,?,?,?,?
26280,Mill Creek,WV,1937,24.1,10.4,44.4,24.2,72.7,1,-17.2,22017,16164,22562,21092,20120,15766,23168,20127,23452,99.1,0,0,0.5
26283,Montrose,WV,1886,11.5,8.7,27.7,10.7,110.8,224,-5.3,12852,13250,12390,9731,7305,133,19204,10695,9496,98.4,0,0,0
26285,Norton,WV,408,22.5,4.8,44.1,20.6,80,34.1,-16.7,21399,5100,22493,19164,17723,2873,23011,15966.14286,18575,?,?,?,?
26287,Parsons,WV,2875,13.5,5,34.9,18.4,81.9,-6.2,-5.1,15133,5481,18300,17624,17003,19306,19157,16000.57143,18642,98.7,0,0,0.2
26288,Webster Springs,WV,3904,29.9,13.3,51.6,22.5,70,-1.9,-6.7,23445,19719,23727,20319,20832,17339,20063,20777.71429,23868,99.3,0,0.6,0
26292,Thomas,WV,873,15,18.1,43.4,9,89.4,-8.4,-10.7,16590,22741,22332,7648,14116,20092,21727,17892.28571,21274,?,?,?,?
26293,Valley Bend,WV,666,8.9,7,37.1,10.4,92.3,-60.4,-44.4,9320,9884,19648,9411,13043,24462,24582,15764.28571,18248,?,?,?,?
26301,Clarksburg,WV,30408,12.7,11.7,33.1,18.7,89.3,-13,-1.7,14238,17856,17118,17839,14183,21281,16532,17006.71429,20140,94.2,2.7,0.3,0.8
26323,Anmoore,WV,414,17,25.7,42.3,26.9,73.4,-8.4,5.3,18205,24189,22006,22088,19918,20098,8935,19348.42857,22822,?,?,?,?
26330,Bridgeport,WV,14500,7.8,6.7,25,8.5,159.8,41.9,6.3,7654,9168,9486,6994,1561,2126,8012,6428.714286,3001,95.7,0.9,0.4,1.9
26338,Camden,WV,699,16.9,4.1,37.5,28.8,69.1,-3,12.5,18135,3678,19865,22596,21080,17907,4383,15377.71429,17605,?,?,?,?
26342,Coxs Mills,WV,296,9.6,17.6,11.7,16.6,126.7,-42.9,25,10338,22533,375,16089,4401,24078,1654,11352.57143,10582,?,?,?,?
26351,Glenville,WV,4825,20.3,11.8,66.4,33.5,82.1,1.5,-4.9,20295,18026,24444,23474,16941,15459,19015,19664.85714,23085,95.5,2,0.9,0.3
26354,Grafton,WV,11149,14.9,7.2,39.2,16,93.6,22.8,-3.9,16504,10386,20769,15607,12589,4929,18288,14153.14286,15566,97,1.5,0,0.5
26362,Harrisville,WV,3523,15.6,15,37,20,97.9,-2.1,-3.6,17088,21097,19623,18754,11033,17439,18064,17585.42857,20898,97.1,0,0.4,0.4
26372,Horner,WV,900,23.4,8.6,46.5,19.3,83.2,-45.1,-14.3,21771,13144,23006,18302,16524,24153,22685,19940.71429,23312,?,?,?,?
26374,Independence,WV,1421,11.1,11.8,25.2,12.8,101.3,6.2,75,12357,17980,9762,12211,9921,12399,136,10680.85714,9476,?,?,?,?
26378,Jane Lew,WV,4385,7.9,9,29,15.5,119.4,13.8,-1.9,7803,13769,13640,15106,5532,8073,16640,11509,10860,98.2,0,0,0.6
26384,Linn,WV,916,31.2,2.7,50.6,32.2,87.2,-28.3,-37.5,23647,1372,23605,23266,14983,23288,24475,19233.71429,22722,?,?,?,?
26385,Lost Creek,WV,3348,15,9.6,37.9,15,110.4,2.4,5.4,16591,14873,20099,14638,7396,14863,8832,13898.85714,15163,99.4,0,0,0.4
26386,Lumberport,WV,2307,17.3,14.5,41.6,23.7,92.4,25.5,0,18414,20747,21760,20875,13034,4250,13919,16142.71429,18871,99.6,0,0,0
26408,Mount Clare,WV,2860,12.9,13.4,27.4,8.1,129.8,-3.3,14.3,14471,19764,12097,6524,4005,18017,3732,11230,10369,97.1,0,0.6,1.8
26415,Pennsboro,WV,4251,20.5,17.3,51.8,24.2,93.9,11.8,-6.5,20407,22420,23744,21097,12492,9122,19927,18458.42857,21983,97.6,0,0,0.4
26416,Philippi,WV,7612,17.9,9.5,41.1,25.5,77.3,17.5,-12.3,18843,14741,21569,21594,18731,6519,22143,17734.28571,21076,96,0.5,0.1,0.6
26419,Pine Grove,WV,1204,12.7,15.5,52.6,29.2,75.9,-7.9,-5.3,14239,21443,23825,22712,19145,19947,19269,20082.85714,23419,?,?,?,?
26425,Rowlesburg,WV,1243,17.2,14.4,58.1,23.7,75.9,6.1,-25,18327,20663,24194,20881,19140,12490,23933,19946.85714,23314,98.5,0.1,0,0.9
26426,Salem,WV,7409,12.8,13,40.3,14.1,101.2,0.2,12.9,14359,19332,21282,13670,9956,16133,4200,14133.14286,15530,92.9,1.6,3.4,0.9
26430,Sand Fork,WV,514,29.9,32.6,61.1,11.3,154.4,57.1,14.3,23446,24514,24310,10489,1860,1301,3638,12794,13152,?,?,?,?
26431,Shinnston,WV,5681,16.3,13.4,38,19.4,87.8,-1.6,-8.9,17656,19785,20172,18360,14751,17174,21078,18425.14286,21945,98,0.6,0.1,0.2
