Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,White,Black,Asian,Hispanic
01001,Agawam,MA,17438,8.5,3.7,23.2,7.4,87.7,9.7,4.8,8657,2861,7481,5592,14764,10264,9315,8419.142857,5795,94.9,1,1.8,1.2
01002,Amherst,MA,29780,4.4,7.2,23.4,32.9,73.7,18.2,2.3,2787,10238,7737,23370,19834,6244,11665,11696.42857,11163,77.7,4.3,8.1,5.9
01005,Barre,MA,5201,4.3,15.3,17.5,5.3,100.3,23.3,3.3,2648,21274,2222,3108,10202,4784,10689,7846.714286,5002,97.2,0.5,0.1,0.7
01007,Belchertown,MA,14838,7.6,0.5,19,9.2,112.1,6.6,2.8,7303,24,3234,7806,6989,12144,11201,6957.285714,3661,95.1,0.5,0.4,1.9
01008,Blandford,MA,1171,4.2,8.9,20.1,3.8,102.7,-31.5,-10,2541,13538,4269,1613,9495,23527,21545,10932.57143,9876,?,?,?,?
01009,Bondsville,MA,429,21.8,20,35.8,34.5,59.6,19.3,14.3,21051,23343,18925,23609,22950,5906,3678,17066,20228,?,?,?,?
01010,Brimfield,MA,3695,6,5,14.4,3.2,128.3,-25.3,-5.1,4891,5390,878,1100,4193,23035,19167,8379.142857,5741,95.8,0.3,0.1,1.2
01011,Chester,MA,1506,8.2,12.2,25.2,7.6,99.2,-17.9,-18.8,8232,18457,9764,5874,10567,22139,23357,14055.71429,15407,98.2,0.2,0.5,0.5
01012,Chesterfield,MA,539,3.8,10.9,24.4,10.9,83.2,-43.8,-15.4,2112,16748,8857,9955,16509,24110,22874,14452.14286,16070,?,?,?,?
01013,Chicopee,MA,22394,19,8.5,30.1,17,59.5,-9.5,-3.7,19500,12947,14603,16483,22955,20418,18162,17866.85714,21243,80.9,1.9,0.5,14.7
01020,Chicopee,MA,30952,12.9,5.4,25.3,9.9,81.2,18.9,2.5,14438,6397,9818,8741,17261,6002,11466,10589,9316,91.7,1.1,1.3,4.1
01022,Chicopee,MA,2840,4.6,14.6,24.2,22.3,75.1,-28.4,-6.2,3030,20802,8650,20157,19395,23294,19849,16453.85714,19332,77.7,8.7,1,9.3
01026,Cummington,MA,1036,2.8,4,27.9,5.6,73.8,-43.1,35.3,1197,3312,12545,3530,19773,24092,791,9320,7269,?,?,?,?
01027,Easthampton,MA,17787,5.2,3.5,21.6,8.6,85.1,-3.1,9.2,3784,2439,5764,7097,15794,17939,6018,8405,5773,95,0.6,1.2,1.8
01028,East Longmeadow,MA,16017,5.5,3.8,16.1,5.6,119.1,-6.6,-0.8,4181,2991,1469,3453,5572,19433,15810,7558.428571,4548,96,0.8,1.1,1.5
01029,East Otis,MA,717,6,1.1,34.7,14.9,65,95.6,16.7,4892,154,18142,14528,22004,598,2947,9037.857143,6777,?,?,?,?
01030,Feeding Hills,MA,11250,6.2,1.7,24.2,10.1,91.9,24.8,10.4,5178,453,8531,8983,13185,4411,5337,6582.571429,3190,96,1.1,0.1,1.6
01031,Gilbertville,MA,1369,9.6,15.4,35.7,25.2,58,-18.1,0,10299,21356,18866,21462,23159,22172,15036,18907.14286,22440,?,?,?,?
01032,Goshen,MA,611,5.4,3.8,12.8,3.9,95.7,2,4.5,4043,2987,531,1661,11797,15142,9609,6538.571429,3145,?,?,?,?
01033,Granby,MA,6304,6.5,2.7,19.3,4.2,127.2,31,9.3,5608,1326,3503,1966,4331,3255,5930,3702.714286,544,95.9,1.3,0,0.6
01034,Granville,MA,2190,5.5,6.5,20.9,10,119.1,74.7,6.9,4182,8710,5025,8834,5583,885,7595,5830.571429,2253,97.5,0.3,0.5,0.6
01035,Hadley,MA,5324,3.9,6.8,13.7,6.8,95.7,11.4,5.3,2211,9322,723,4819,11798,9329,8894,6728,3369,93.8,0.7,1.6,1.3
01039,Haydenville,MA,1236,3.7,11,24.6,6.8,103.8,-11.9,-8.6,2008,16878,9084,4893,9166,21028,20978,12005,11686,?,?,?,?
01040,Holyoke,MA,40342,22.7,8.2,35.3,28.8,53.4,0.1,-2.1,21464,12388,18586,22593,23646,16196,16811,18812,22334,54.2,2.6,1,41
01050,Huntington,MA,2513,7.7,6.8,21.7,9.3,91.1,56.3,23.1,7464,9385,5920,7934,13474,1339,1805,6760.142857,3414,97.6,0,0,1.5
01053,Leeds,MA,1772,9.6,1.9,40.8,20.4,87.4,29.7,-6.5,10300,615,21448,19055,14914,3457,19922,12815.85714,13195,94.8,0,0,3.5
01054,Leverett,MA,1993,5.1,3.2,19.9,7.7,121.5,15.1,-3,3655,1980,4015,5944,5203,7497,17558,6550.285714,3152,95.3,0.5,0.7,1.5
01056,Ludlow,MA,21348,16.1,4.8,26.8,4.9,92.7,10.7,1.5,17476,5074,11367,2750,12901,9713,12470,10250.14286,8732,89.7,1.8,0.6,6.1
01057,Monson,MA,8712,8.3,3.9,23.5,8.8,99.4,-8.5,-6.8,8383,3224,7807,7357,10519,20115,20130,11076.42857,10120,97.3,0.3,0.8,0.4
01060,Northampton,MA,15229,4.6,5.5,22.6,19,75.3,3.3,0.8,3031,6491,6816,18028,19323,14298,13134,11588.71429,10999,85,1.9,4.4,5.8
01062,Florence,MA,11029,6.3,4.1,24.6,14.3,99.1,13.7,3.8,5334,3566,9013,13817,10616,8138,10231,8673.571429,6203,90.4,1.9,1.7,4.3
01068,Oakham,MA,1803,6.9,2,23.2,5.7,117.1,-40.4,-10.3,6210,670,7458,3621,5932,24003,21626,9931.428571,8232,98,0.1,0.1,0.8
01069,Palmer,MA,8976,10.2,6.3,26.6,6.3,79,-0.5,0.8,11156,8353,11193,4316,18054,16639,13146,11836.71429,11396,96.5,1.2,0,1.2
01070,Plainfield,MA,565,5.6,2.9,19.3,9.9,81.6,-52.4,-22.2,4315,1572,3505,8686,17109,24327,23760,11896.28571,11491,?,?,?,?
01071,Russell,MA,1318,6.3,8.7,16.9,2.5,107.4,-30.4,-13,5335,13184,1859,670,8127,23423,22379,10711,9525,97.6,0.2,0.1,1.1
01072,Shutesbury,MA,1465,4.7,8.1,19,9.9,101,-28.6,18.8,3162,12068,3305,8683,10010,23306,2526,9008.571429,6732,93.8,0.2,1,1.2
01073,Southampton,MA,6022,7.3,1.9,14.2,5.4,116.5,14.4,9.8,6814,605,822,3196,6058,7783,5690,4424,963,97.5,1.1,0.1,0.5
01075,South Hadley,MA,17781,7.7,3.2,22.4,9.9,87.9,6.3,1,7465,2022,6574,8712,14688,12347,12935,9249,7139,92.3,1.4,2.3,2.3
01077,Southwick,MA,9640,9.7,5.9,20.1,5.4,117.3,8,-1.8,10464,7447,4241,3238,5893,11261,16564,8444,5838,95.7,0.3,0.4,2.2
01079,Thorndike,MA,593,5.3,11.8,24.8,14.5,62.5,71.4,0,3927,17942,9311,14052,22490,950,13684,11765.14286,11274,?,?,?,?
01080,Three Rivers,MA,2286,12.6,12.2,38.7,27.4,62.6,8,-4.8,14076,18483,20548,22230,22482,11312,18931,18294.57143,21793,95.9,0.5,0,1.1
01081,Wales,MA,1720,7.4,8.6,30.7,5.9,73.5,14,16.7,6968,13006,15143,3866,19863,8001,3007,9979.142857,8310,98.1,0.3,0,0.4
01082,Ware,MA,10460,8.9,6,24.7,14.7,72.2,-2.5,-4.1,9277,7646,9145,14269,20250,17660,18457,13814.85714,15023,95.3,0.4,0.5,2
01083,Warren,MA,2960,9.3,9.3,34.7,8.8,60.7,-74.4,-22,9879,14300,18172,7421,22782,24592,23684,17261.42857,20495,?,?,?,?
01085,Westfield,MA,41509,8.6,6.5,22.3,9.4,89.8,3.6,3.6,8810,8759,6509,8070,13961,14098,10459,10095.14286,8475,92.2,0.6,0.5,5.2
01088,West Hatfield,MA,493,10.2,2.3,27.1,14.8,90.1,67.9,27.3,11157,941,11687,14370,13847,1024,1342,7766.857143,4860,?,?,?,?
01089,West Springfield,MA,28600,11.5,5.6,26.3,10.9,79.6,2.5,2.6,12822,6828,10874,9974,17842,14830,11413,12083.28571,11827,88.7,1.8,1.8,5.7
01093,Whately,MA,307,6.1,7,22.3,5.2,119.8,13.1,3.2,5038,9850,6516,3025,5438,8424,10808,7014.142857,3734,?,?,?,?
01095,Wilbraham,MA,14514,6,1.6,18,4.1,131.7,16.5,-2.6,4893,384,2500,1858,3754,6926,17223,5362.571429,1772,95.8,1,0.9,1.3
01096,Williamsburg,MA,2494,6.1,2.3,20.2,7.8,103.5,50.4,18.6,5039,914,4299,6076,9261,1583,2543,4245,831,98.1,0.3,0,0.7
01098,Worthington,MA,1149,10.5,3,24.5,6.5,106.4,-8.8,-31,11565,1745,8889,4527,8416,20197,24310,11378.42857,10627,?,?,?,?
01103,Springfield,MA,2564,37,16,63,56.5,22.7,-7.8,-12.3,24156,21803,24362,24586,24628,19922,22148,23086.42857,24592,29.1,19.1,1.8,47.1
01104,Springfield,MA,23485,25.4,6.8,38.9,29.4,42.1,-9,-3.6,22451,9539,20624,22751,24355,20266,18081,19723.85714,23135,56.5,8.8,0.9,31
01105,Springfield,MA,12027,39.7,15.3,58.4,55.2,24.6,28.5,4.2,24298,21339,24209,24577,24619,3704,9815,18937.28571,22476,23.7,21.1,1.1,49.7
01106,Longmeadow,MA,16007,4.3,2.9,19.6,4.5,160.2,15.7,6.9,2649,1544,3764,2262,1545,7213,7613,3798.571429,587,94.4,0.7,3.2,0.7
01107,Springfield,MA,11224,46.5,8.2,51.2,45.1,32.5,7.6,0,24488,12404,23672,24387,24560,11570,14310,19341.57143,22815,15.3,5.5,0.6,76.9
01108,Springfield,MA,27342,23.4,9.9,37.6,30.7,51.2,-3.9,0.4,21766,15386,19943,23006,23805,18339,13445,19384.28571,22846,54.2,13.7,5,23.6
01109,Springfield,MA,30541,22.1,13.1,42.9,32.1,49.3,4.5,-9.3,21206,19488,22179,23248,23960,13585,21249,20702.14286,23830,24.9,47.9,1.4,22.5
01118,Springfield,MA,14453,10.6,5.9,22.2,12.4,86.4,-0.5,-8.5,11692,7461,6400,11743,15275,16634,20939,12877.71429,13298,81,8.5,1.8,7
01119,Springfield,MA,13269,18.2,3.3,31.2,16.6,69.6,7.8,2.2,19031,2218,15515,16130,20928,11422,11764,13858.28571,15095,69.2,16.2,0.3,10.6
01128,Springfield,MA,2498,6.9,1.9,21.4,2,100.8,-0.5,4,6211,603,5541,459,10060,16623,10066,7080.428571,3826,83.8,8.6,0.1,7.1
01129,Springfield,MA,7377,13,6,20.4,13.1,89,-6.2,-12,14542,7693,4527,12499,14282,19298,22079,13560,14560,75,13.5,2.2,7
01151,Indian Orchard,MA,9037,19.2,10.5,29.2,32.5,48.7,17.3,14.2,19628,16291,13842,23295,23987,6608,3780,15347.28571,17556,64.6,9.8,1.3,20.5
01201,Pittsfield,MA,45328,10.2,7.1,28,16.8,64.9,2.8,0.4,11158,10095,12680,16290,22035,14642,13422,14331.71429,15856,91.7,3.2,1,1.9
01220,Adams,MA,8391,10.4,10.6,23.4,9.7,67.4,1.3,-6.1,11430,16372,7769,8481,21481,15602,19723,14408.28571,15987,97.7,0.5,0.5,0.5
01223,Becket,MA,2294,7.5,5.8,21.3,7.1,96.3,-12.7,-24,7126,7183,5481,5203,11614,21212,23856,11667.85714,11118,97.1,0.4,0.1,0.8
01225,Cheshire,MA,3124,6.1,6.4,25.5,5.5,81.3,-10.7,1.9,5040,8520,10029,3407,17222,20765,12122,11015,10009,99.3,0,0,0.6
01226,Dalton,MA,6892,4,10.4,22.3,14.5,69,-25.9,-9.5,2330,16025,6540,14040,21092,23092,21342,14923,16847,97.4,0.4,1.5,0.2
01230,Great Barrington,MA,8048,9.5,5.9,21,9,83,-1.6,-5.3,10153,7443,5135,7576,16589,17176,19255,11903.85714,11509,94.6,2.6,0,1.2
01236,Housatonic,MA,1538,2.9,7,20.6,1.2,102.3,2.8,31.2,1278,9814,4734,260,9603,14607,1066,5908.857143,2336,93.8,0.2,1.7,2.6
01237,Lanesborough,MA,2841,7.3,10.3,22.6,4,107.4,-17.9,-9.8,6815,15886,6871,1802,8130,22137,21418,11865.57143,11442,95.1,1,1.9,0.1
01238,Lee,MA,5950,8.7,4.8,18.4,10.7,87.4,-0.8,-4.5,8971,5003,2798,9672,14881,16802,18752,10982.71429,9960,96.5,0.9,0,2.2
01240,Lenox,MA,4603,5.4,3.7,32.1,13.9,71.7,11.8,2,4044,2797,16287,13450,20378,9139,11939,11147.71429,10233,94.3,1.5,0.9,2.5
01243,Middlefield,MA,374,2.2,2.9,12.3,5.1,107.6,-6.7,0,750,1514,440,2878,8081,19482,14804,6849.857143,3517,?,?,?,?
01245,Monterey,MA,950,2,0.7,25.2,10.8,79.2,12.5,-15.4,627,39,9661,9840,17979,8755,22836,9962.428571,8289,?,?,?,?
01247,North Adams,MA,15737,14.1,11.6,31.1,17,59,-7,-3.5,15722,17738,15491,16488,23024,19629,18007,18014.14286,21439,95,1.3,0.5,1.7
01253,Otis,MA,708,8.1,4,17.8,5.1,100.4,3.9,6.9,8075,3406,2370,2899,10183,13925,7649,6929.571429,3625,?,?,?,?
01254,Richmond,MA,954,3.8,6.1,23.8,6.2,126.8,10.5,-11.8,2113,7775,8153,4171,4379,9803,22013,8343.857143,5702,?,?,?,?
01255,Sandisfield,MA,852,12.6,4.6,26.3,5.3,85.9,14.7,-4.5,14077,4651,10865,3171,15467,7684,18729,10663.42857,9448,?,?,?,?
01256,Savoy,MA,796,12.9,3.6,25.9,8.1,77.4,16.7,0,14439,2704,10433,6509,18664,6860,14073,10526,9219,?,?,?,?
01257,Sheffield,MA,2203,9.5,4.5,22.2,15.4,68.8,14.2,-1.8,10154,4392,6376,14981,21143,7908,16549,11643.28571,11073,95.3,0.7,0,2.2
01258,South Egremont,MA,334,0.3,4,15.3,2.7,96.6,61.1,-7.9,156,3294,1174,784,11486,1186,20627,5529.571429,1925,?,?,?,?
01260,South Lee,MA,485,30.7,6.5,37.5,2.7,109.2,-39.2,-20,23579,8882,19870,810,7667,23948,23538,15470.57143,17783,?,?,?,?
01262,Stockbridge,MA,1239,14.7,2.6,17.8,15.6,60.4,54.1,-2.5,16299,1260,2358,15158,22840,1434,17133,10926,9864,?,?,?,?
01266,West Stockbridge,MA,1430,2.5,11.6,23.4,5.7,115.5,-8.8,-17.9,971,17681,7774,3625,6272,20193,23243,11394.14286,10652,98.4,0,0.6,0.8
01267,Williamstown,MA,7884,6.9,13.5,18.1,10.3,106.6,0.7,-2.7,6212,19842,2621,9197,8366,15917,17333,11355.42857,10585,89.9,2.1,3.2,2.4
01270,Windsor,MA,789,3.4,8.3,24.6,5.4,103.9,22.2,0,1746,12413,9064,3276,9140,5071,13966,7810.857143,4936,?,?,?,?
01301,Greenfield,MA,17766,8.5,6.1,24.7,14.1,72.6,-2,-1.6,8658,7841,9147,13599,20130,17397,16424,13313.71429,14072,93.1,1,0.3,2.6
01330,Ashfield,MA,1432,2.4,3.8,12.2,7.2,110,9.9,5.7,888,2942,429,5278,7478,10134,8559,5101.142857,1533,97.5,0,0.3,0.8
01331,Athol,MA,13290,12.6,10.7,32.5,15.2,75.6,-2.6,1.5,14078,16537,16630,14845,19219,17708,12510,15932.42857,18512,95.5,0.7,0.1,1.4
01337,Bernardston,MA,2593,6.1,4.2,15.5,6.4,91.8,29.8,0,5041,3770,1251,4341,13213,3445,13882,6420.428571,2985,98.7,0.1,0,0.4
01339,Charlemont,MA,1378,7.5,12,29.6,10.9,80.1,32.8,-9.4,7127,18206,14209,10001,17659,3052,21268,13074.57143,13631,94.9,0.8,1,1
01341,Conway,MA,1711,1.5,4.4,14,3.7,113.4,-5.4,-8,401,4064,785,1500,6706,18951,20701,7586.857143,4585,97.8,0,0.5,0.5
01342,Deerfield,MA,1616,3.2,3.8,16.4,8.2,148.2,5.8,0,1542,2951,1585,6561,2248,12650,14363,5985.714286,2429,?,?,?,?
01346,Heath,MA,496,5.5,6.8,28,11.6,82,25,50,4183,9348,12676,10797,16948,4364,388,8386.285714,5749,?,?,?,?
01349,Millers Falls,MA,1078,12,7.2,20.6,4.6,90.4,-60.7,0,13397,10354,4736,2366,13728,24469,15265,12045,11762,95.4,0,0,2.9
01351,Montague,MA,2212,3.1,4.7,21.5,10.7,106.5,-5.8,3.1,1441,4718,5690,9686,8394,19127,10957,8573.285714,6032,94.5,0.4,2.3,1.2
01354,Gill,MA,1641,3.8,4.7,15.6,10.3,107.6,207.6,19,2114,4729,1284,9191,8092,146,2441,3999.571429,690,?,?,?,?
01360,Northfield,MA,3022,5.2,4.6,19,4.3,92.6,9.7,4.5,3785,4521,3266,2064,12925,10258,9574,6627.571429,3242,98.6,0.4,0,0
01364,Orange,MA,7880,13.4,7.7,37.3,13.9,57.3,1.4,-3,14986,11400,19775,13473,23232,15546,17589,16571.57143,19506,95.5,1.4,0.2,1.8
01366,Petersham,MA,1167,2.1,6.6,25.5,2.4,92.8,-21.1,19.2,688,8890,10034,648,12855,22558,2429,8300.285714,5624,?,?,?,?
01367,Rowe,MA,666,11.1,8.8,16.6,19,77.1,-34,-25,12331,13422,1705,18024,18792,23694,24016,15997.71429,18636,?,?,?,?
01370,Shelburne Falls,MA,3990,6.8,5.2,24.6,8.2,80.3,-18.4,9.2,6052,5822,9027,6609,17591,22222,6022,10477.85714,9122,97.4,0,0,0.3
01373,South Deerfield,MA,4355,3.5,8.1,21.2,6.5,98.5,0.8,-5.6,1834,12060,5399,4501,10790,15865,19417,9980.857143,8314,96.4,0.1,1.3,1.8
01375,Sunderland,MA,3680,7.3,2.9,21.4,21.2,69.6,15.5,-3.9,6816,1602,5549,19481,20935,7330,18293,11429.42857,10726,85.6,0.4,7.9,2.7
01376,Turners Falls,MA,5275,16.4,8.2,32.4,20,61.1,-6.4,-7.5,17724,12364,16539,18735,22713,19386,20458,18274.14286,21758,95.3,0.8,0.4,1.8
01379,Wendell,MA,843,6.7,2.3,28.2,17.4,65.3,21.1,30,5906,922,12817,16796,21959,5371,1138,9272.714286,7182,?,?,?,?
01420,Fitchburg,MA,40462,17.8,12.2,30,19.4,71.1,1.6,-2.9,18760,18504,14540,18331,20560,15409,17495,17657,20989,74.7,2.8,4.3,14.8
01430,Ashburnham,MA,6160,3.9,4.3,20.9,7.4,127.8,-21.9,3.3,2212,3916,4995,5568,4259,22658,10778,7769.428571,4864,96.8,0,0.1,1.8
01431,Ashby,MA,3177,7.2,3.5,25.8,8,119.6,50,11.3,6676,2478,10335,6384,5481,1604,4865,5403.285714,1816,97.1,0,0,1.5
01432,Ayer,MA,7489,5.5,6.5,23.9,11.9,105.1,-13.2,-3.4,4184,8711,8262,11132,8798,21316,17951,11479.14286,10814,77.9,7.6,3,8
01440,Gardner,MA,20320,15.7,9.5,35.9,19.1,63.9,7.7,1,17143,14725,18946,18146,22247,11495,12932,16519.14286,19436,90.8,2.2,0.9,4.2
01450,Groton,MA,11120,1.1,3.9,21.3,3.2,170.1,38.3,3.9,268,3113,5453,1134,1135,2421,10097,3374.428571,409,96.1,0.7,0.8,1.5
01451,Harvard,MA,4758,1.3,1.8,22,7.7,184.7,-2.6,-5.4,325,492,6182,5968,765,17665,19310,7243.857143,4080,96,0.3,1.7,0.6
01452,Hubbardston,MA,4474,5.7,4.4,17.8,5.8,119.2,-16.8,8,4465,4128,2376,3682,5554,21991,6839,7005,3719,99,0,0,0.9
01453,Leominster,MA,41206,13.5,5.5,24.9,13.1,86,5.2,0.4,15104,6627,9359,12520,15444,13086,13413,12221.85714,12107,81.4,3.3,2.6,10.9
01460,Littleton,MA,9359,1.7,6,22.1,4.3,162.9,84.3,0.3,498,7551,6310,2088,1406,735,13460,4578.285714,1092,95.5,0.3,1.4,1
01462,Lunenburg,MA,11029,7.7,3.4,19,9.2,117.5,2.2,2,7466,2321,3252,7807,5861,14996,11985,7669.714286,4710,96.4,0.9,0.5,0.9
01463,Pepperell,MA,11953,6,4.4,21.2,5.6,117.4,19.4,-1.9,4894,4133,5338,3490,5873,5861,16631,6602.857143,3211,96.4,0.5,0.9,1.1
01464,Shirley,MA,7436,13.7,5.3,53.9,12.3,99,17.7,4.5,15346,6152,23931,11724,10639,6417,9555,11966.28571,11633,82.1,5.9,1.7,7
01468,Templeton,MA,3717,7.5,7.9,22,8,90.9,10.9,19.1,7128,11726,6240,6347,13543,9609,2437,8147.142857,5392,99.1,0,0,0
01469,Townsend,MA,7348,3.3,3.4,19.8,4.3,115.7,22.5,5.8,1639,2265,3940,2068,6225,4994,8477,4229.714286,821,98.2,0.3,0,0.9
01473,Westminster,MA,7414,6.2,2.4,16.1,3.4,129.7,-2.4,-0.6,5179,1021,1457,1265,4011,17579,15634,6592.285714,3201,96.6,0.1,0.7,1.8
01474,West Townsend,MA,1934,5.6,11.1,15.4,1.7,140.5,-47.1,0,4316,17014,1234,355,2853,24212,15226,9315.714286,7261,96.1,0,0.6,0.4
01475,Winchendon,MA,10542,11.2,8.3,23.2,8.6,87,7.2,0,12431,12507,7537,7112,15026,11793,14325,11533,10903,94,0.8,0.4,1.7
01501,Auburn,MA,16208,7.2,4.9,20,4.1,106.6,4.5,6,6677,5199,4136,1876,8354,13530,8329,6871.571429,3547,97,0.6,0.3,1.1
01503,Berlin,MA,2957,5.5,6,14.2,2.7,129.5,9.1,4.1,4185,7587,836,780,4039,10582,9935,5420.571429,1833,96.8,0.3,0.8,0.2
01504,Blackstone,MA,9078,8.8,7.1,17.7,5.7,107.5,-2.5,5.6,9127,10070,2332,3565,8105,17640,8698,8505.285714,5924,95.8,0.2,1.6,0.8
01505,Boylston,MA,4432,5.2,7,15.9,3.3,150.1,16.3,0,3786,9832,1401,1186,2117,6995,14079,5628,2026,97.4,0.9,0.4,0.9
01506,Brookfield,MA,3405,9.6,6.8,22.2,8.9,93.2,-52.4,-2.2,10301,9429,6412,7466,12722,24326,16949,12515,12653,98.7,0,0,0.6
01507,Charlton,MA,13215,5.4,3.3,19,4.7,127.3,-21.1,-1.3,4045,2139,3250,2464,4320,22554,16212,7854.857143,5015,97.7,0.4,0,0.5
01510,Clinton,MA,13727,9.6,9,23.7,9.1,91.6,-3.4,-6.2,10302,13792,8076,7712,13291,18073,19814,13008.57143,13528,83.1,2.2,1,11.6
01515,East Brookfield,MA,2198,6.6,5,12.9,5.9,105.6,68.1,0,5755,5404,559,3754,8641,1018,13688,5545.571429,1940,98.1,0.1,0.1,0.9
01516,Douglas,MA,8650,3.7,3.6,15.4,3.3,124,38.6,10.4,2009,2583,1207,1179,4768,2394,5330,2781.428571,221,97.4,0.6,1.2,0.4
01518,Fiskdale,MA,2951,3.3,6.9,22.5,9.1,79.1,17.5,3.3,1640,9579,6726,7699,18025,6518,10699,8698,6234,98.4,0,0.3,0
01520,Holden,MA,14929,5,6.1,19.2,3.6,142.4,14.8,0.7,3525,7786,3448,1444,2681,7624,13181,5669.857143,2069,96.1,0.4,1.5,1.1
01521,Holland,MA,2498,6.2,6.1,23.9,7.4,109.4,-29.9,0,5180,7804,8256,5600,7620,23388,15145,10427.57143,9039,96,0,0.3,1.1
01523,Lancaster,MA,7877,10.3,1.8,30.8,9.3,144.3,3.9,14.3,11282,544,15197,7997,2541,13909,3717,7883.857143,5055,80.5,9.3,0.3,7.8
01524,Leicester,MA,6827,10,4.9,23,7,91.5,10,1.9,10913,5241,7259,5107,13321,10091,12061,9141.857143,6962,93.9,1.6,0,1.2
01527,Millbury,MA,13391,9,5.3,19,7.1,103.8,-5.5,6.6,9429,6085,3278,5189,9168,18995,7878,8574.571429,6035,97.2,0,0.9,1.2
01529,Millville,MA,3208,12.6,5.6,19.6,8.6,118.8,26.6,17.9,14079,6837,3799,7076,5624,4023,2719,6308.142857,2823,96.8,0.7,0.8,0.6
01531,New Braintree,MA,1133,6.1,7.3,24.3,5,116.7,-21.6,5.9,5042,10499,8720,2847,6021,22612,8460,9171.571429,7021,?,?,?,?
01532,Northborough,MA,14814,4.1,2.8,18.4,3.1,157.2,38.7,10.5,2438,1412,2770,1044,1702,2386,5268,2431.428571,156,92.3,0,5.4,1.6
01534,Northbridge,MA,6378,6.1,8,13.6,5.6,140,14.1,16.4,5043,11889,711,3442,2899,7918,3110,5001.714286,1448,93.8,0,0.1,3.7
01535,North Brookfield,MA,4734,7.3,15.3,19.7,5.8,99.5,-13.3,0,6817,21279,3920,3690,10479,21342,14963,11784.28571,11307,95.1,0.3,1.4,2.1
01536,North Grafton,MA,7634,4.7,7.5,21.3,8.1,122.4,1.1,0,3163,10914,5501,6468,5046,15680,14536,8758.285714,6318,92,1.7,1.4,3.2
01537,North Oxford,MA,2444,10.9,11.2,29.4,16,105.4,28.9,18.9,12063,17182,14034,15567,8719,3609,2475,10521.28571,9207,94.3,0,1.1,1.9
01540,Oxford,MA,11112,5.6,4.7,19.4,8.8,95.3,33.7,3.3,4317,4768,3620,7324,11950,2915,10683,6511,3104,96.7,0.5,0.1,1.1
01541,Princeton,MA,3456,0.8,4.2,20.9,7.5,166.5,-14.5,2.9,206,3709,4993,5703,1261,21569,11154,6942.142857,3643,94.8,0.3,0.3,1.5
01542,Rochdale,MA,2110,12,3.1,18,1.9,122.9,31.6,2.9,13398,1896,2507,412,4948,3191,11062,5344.857143,1754,96.9,0,3,0
01543,Rutland,MA,8316,1.1,5.1,17.3,2.4,137.1,24.7,8.1,269,5524,2050,623,3165,4422,6719,3253.142857,370,95.6,0.8,0.4,1.9
01545,Shrewsbury,MA,35963,5.4,6.7,18,4.7,137.5,15.1,3.3,4046,9123,2530,2452,3130,7491,10707,5639.857143,2039,87.8,1.5,8.1,0.8
01550,Southbridge,MA,16802,18.8,9.2,29.8,16.9,64,7.6,-6.9,19368,14221,14364,16386,22227,11563,20156,16897.85714,19990,75.7,0.4,1.8,20.6
01560,South Grafton,MA,4558,6.8,10.3,19.8,8,104.7,25.4,8.8,6053,15883,3987,6317,8907,4269,6256,7381.714286,4297,95.1,1.5,0,2.5
01561,South Lancaster,MA,141,0,39.6,17,10.6,92.8,-36,-9.4,1,24599,1918,9542,12869,23798,21294,13431.57143,14315,?,?,?,?
01562,Spencer,MA,11773,11.5,10.1,25.1,11.4,91.7,6.7,1.9,12823,15627,9630,10544,13258,12098,12074,12293.42857,12241,97.5,0.5,0.3,0.8
01564,Sterling,MA,7896,5.3,1.5,22.1,4.9,126.9,21.7,7.2,3928,314,6266,2724,4366,5185,7363,4306.571429,869,97.9,0.7,0,0.4
01566,Sturbridge,MA,6469,5.3,6.8,21.3,2.3,137.3,-1.4,-2.1,3929,9345,5491,585,3148,17049,16816,8051.857143,5271,97.6,0,0,0.4
01568,Upton,MA,7468,3.9,9.6,15,5,162.2,9.6,-1.3,2213,14787,1098,2782,1440,10294,16168,6968.857143,3673,97.3,0,0.2,0.4
01569,Uxbridge,MA,13828,3.8,3.6,17.6,6.7,131.7,20.1,8.8,2115,2584,2240,4717,3757,5630,6261,3900.571429,638,97.9,0,0.6,0.8
01570,Webster,MA,16827,16.4,8.8,27.8,15.5,70.1,3.7,2.5,17725,13474,12493,15098,20799,14062,11515,15023.71429,16997,92.9,1,0.5,3
01571,Dudley,MA,11515,9,7.9,19.3,9.9,96.8,5.8,0.6,9430,11755,3560,8687,11416,12680,13272,10114.28571,8507,95.2,0.5,0.5,2.3
01581,Westborough,MA,18611,3.8,4.1,21.1,4.3,148,9.7,6.2,2116,3525,5215,2080,2263,10225,8138,4794.571429,1258,85.7,1.2,7.9,3.5
01583,West Boylston,MA,7442,10.4,3.5,47.1,8.5,100.1,5,-0.4,11431,2510,23110,7050,10276,13197,15455,11861.28571,11432,98.4,0,0.4,0.3
01585,West Brookfield,MA,4664,8.6,6.3,23.6,7.3,89,8.4,8.8,8811,8322,7931,5470,14271,11021,6281,8872.428571,6503,98,0.7,0,0.5
