"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz"
"Z02038","Franklin","MA",32731,3.8," 2.2",17.4,3.3,157.9,24.1,1.7
"Z02043","Hingham","MA",22733,2.2," 6.4",22.1,4.8,169.5,27.4,1.8
"Z02045","Hull","MA",10403,4.09999999999999," 5.7",25.7,4.8,108.5,-2.5,0
"Z02047","Humarock","MA",151,0,"24.1",100,0,45.7,-60.4,-50
"Z02048","Mansfield","MA",23482,3.2," 4.0",17.7,3,135.7,2.2,6.2
"Z02050","Marshfield","MA",25786,4," 3.9",19.3,7,121,-1.09999999999999,1
"Z02052","Medfield","MA",12368,1.90000000000001," 4.8",18.9,3.7,201.3,-10.8,-6.3
"Z02053","Medway","MA",13069,4.2," 2.8",13.4,3.1,160.8,1.90000000000001,-0.299999999999997
"Z02054","Millis","MA",8051,2.2," 0.5",23.1,6.8,134.2,-12.2,6.09999999999999
"Z02056","Norfolk","MA",11427,8.90000000000001," 3.6",38.7,4,206.1,17.3,5.5
"Z02061","Norwell","MA",10740,3.7," 2.5",21.5,3.2,162.8,21.5,3.59999999999999
"Z02062","Norwood","MA",28962,5.59999999999999," 3.2",17.6,8.2,117.5,7.7,6.8
"Z02066","Scituate","MA",17880,2.5," 3.8",22.2,3,152.2,3.2,9.7
"Z02067","Sharon","MA",17837,2," 4.2",17.1,2.7,181.2,11.6,-0.799999999999997
"Z02072","Stoughton","MA",28110,10," 6.5",19.4,8.1,111.1,157.1,4.8
"Z02081","Walpole","MA",19270,5.8," 3.8",13.6,2.3,142.6,9.2,5
"Z02090","Westwood","MA",15094,2.8," 1.4",14.2,1.6,198.2,12.3,16.2
"Z02093","Wrentham","MA",11287,3.40000000000001," 2.6",19.7,5.3,149.7,17.3,0.200000000000003
"Z02108","Boston","MA",4183,2.40000000000001," 9.3",20.2,8.4,151.6,11.8,3.59999999999999
"Z02109","Boston","MA",3947,12.6," 6.8",19.2,13,162.4,-31.2,10.5
"Z02110","Boston","MA",2048,1.40000000000001,"14.8",26.2,10,187,28.9,7.59999999999999
"Z02111","Boston","MA",7537,24.2," 2.3",27.8,24.6,75.1,-3.40000000000001,11.8
"Z02113","Boston","MA",7221,6," 4.5",11.6,12.2,111.6,6.7,-1.09999999999999
"Z02114","Boston","MA",12882,4.2," 7.8",19.8,15.5,125.8,2.5,6.7
"Z02115","Boston","MA",28536,9.7," 6.2",29.2,39,46.3,3.5,-3.40000000000001
"Z02116","Boston","MA",22433,7.5," 6.9",18.3,12.8,135.7,15.2,5.59999999999999
"Z02118","Boston","MA",27526,16.5," 4.7",28.5,25.1,90.9,10.6,8.8
"Z02126","Mattapan","MA",27835,20.2," 8.4",28.4,20,67,7.09999999999999,-6
"Z02127","Boston","MA",36494,10.5," 4.6",20,17.4,113.2,7.59999999999999,7.59999999999999
"Z02128","Boston","MA",44989,32.2," 6.3",21.6,20.3,74.5,21.4,6.2
"Z02129","Charlestown","MA",18058,9," 5.5",20.5,20.3,127.4,30.8,13.8
"Z02130","Jamaica Plain","MA",39257,8.09999999999999," 4.1",19.4,18.3,113,18.4,10.1
"Z02131","Roslindale","MA",31890,11.2," 5.0",22.9,15,93.6,14.1,3.8
"Z02132","West Roxbury","MA",28506,6.09999999999999," 3.5",18.2,6.2,128.3,1.09999999999999,10.6
"Z02134","Allston","MA",18238,11.4,"11.1",21.6,27.4,64.2,18.3,3.09999999999999
"Z02135","Brighton","MA",38682,8.90000000000001," 8.5",21.8,24.3,74,27.8,1.59999999999999
"Z02136","Hyde Park","MA",31052,12," 5.5",23.2,10.6,89.5,42.4,9.40000000000001
"Z02138","Cambridge","MA",37252,2.3," 7.4",24.2,12.2,116,5.40000000000001,-0.0999999999999943
"Z02139","Cambridge","MA",36422,6.8," 7.8",20.1,14.3,114.7,-3.7,8.3
"Z02140","Cambridge","MA",18384,6.7," 3.1",19.3,12.2,122.8,2.09999999999999,7.2
"Z02141","Cambridge","MA",13055,9.59999999999999," 5.9",20.7,17.6,103.3,16,1.09999999999999
"Z02142","Cambridge","MA",2935,0.400000000000006,"12.7",32.7,23.5,145.8,12.9,13.9
"Z02143","Somerville","MA",26267,9.7," 2.0",18,14.7,106.6,-6.90000000000001,11.4
"Z02144","Somerville","MA",24930,6.2," 2.7",16.8,15.9,127.1,14,8.90000000000001
"Z02145","Somerville","MA",25291,16.5," 5.3",23.6,13.7,85.6,59.4,20.2
"Z02148","Malden","MA",60725,14.1," 5.0",25.8,15.6,80,1.09999999999999,2.59999999999999
"Z02149","Everett","MA",43717,20.2," 6.6",22.4,14.9,74,6.90000000000001,6.90000000000001
"Z02150","Chelsea","MA",37567,34.6," 4.9",24.5,20.9,69.7,5.59999999999999,6.2
"Z02151","Revere","MA",53109,17.8," 5.8",24.7,15.6,74.2,12.9,8.59999999999999
"Z02152","Winthrop","MA",17962,5.2," 6.4",23.3,8.6,90.3,22.8,10
"Z02155","Medford","MA",59166,8.5," 4.2",20.4,10.7,111.7,7.59999999999999,2.8
"Z02163","Boston","MA",2361,0,"22.6",79.8,31,63.1,-6,42.9
"Z02169","Quincy","MA",55706,10.1," 5.5",21.8,11,89.9,4.7,3.7
"Z02170","Quincy","MA",19860,14.5," 4.1",22.7,9.1,102.5,-86.3,18
"Z02171","Quincy","MA",17611,11.6," 5.7",21.2,9.1,104.6,-19.1,4.2
"Z02176","Melrose","MA",27681,5.7," 3.9",15.8,3.4,124.7,4.5,6.3
"Z02180","Stoneham","MA",21752,6.40000000000001," 3.5",16.7,4.6,113.9,14.1,1.09999999999999
"Z02184","Braintree","MA",36905,6.09999999999999," 2.9",21.3,5.9,123.6,12.2,4.59999999999999
"Z02186","Milton","MA",27303,3.09999999999999," 2.7",15.4,4,169.8,-7.09999999999999,2.8
"Z02188","Weymouth","MA",14911,6," 5.9",22.7,6.4,104.5,4.40000000000001,4.40000000000001
"Z02189","East Weymouth","MA",15161,8.5," 0.9",27.5,10.9,82.7,7.2,-2.90000000000001
"Z02190","South Weymouth","MA",16880,5.8," 2.0",22,4.5,113.5,6.40000000000001,-1.40000000000001
"Z02191","North Weymouth","MA",8352,6.40000000000001," 5.6",20.3,5,95.4,26,16.5
"Z02199","Boston","MA",1173,0.799999999999997," 5.8",26,10.3,131.1,16.9,5.40000000000001
"Z02210","Boston","MA",2179,0,"14.6",13.6,3.7,193.9,68.5,26.3
"Z02215","Boston","MA",24521,4.2," 7.8",29,38.8,58.7,16.7,-8.2
"Z02301","Brockton","MA",59775,20.4,"10.2",29.9,21.6,62.9,4.7,-0.0999999999999943
"Z02302","Brockton","MA",34757,16.8," 4.8",25.8,13.4,85.7,14.3,3.7
"Z02322","Avon","MA",4453,11.4," 4.9",21.1,3.2,110.9,9.2,0.900000000000006
"Z02324","Bridgewater","MA",27243,7.90000000000001," 6.0",29,8.5,123.5,6.3,6.2
"Z02330","Carver","MA",11562,10.5," 3.2",20.8,3.6,108.5,31.7,11.4
"Z02332","Duxbury","MA",15297,1.59999999999999," 4.8",23.5,3.9,175.4,10.7,5.40000000000001
"Z02333","East Bridgewater","MA",14113,5.09999999999999," 2.1",16.9,3.8,122.7,5.3,12.4
"Z02338","Halifax","MA",7684,2.8," 1.4",21,3.4,93.4,0.200000000000003,12.2
"Z02339","Hanover","MA",14226,4.09999999999999," 1.8",18.3,4.4,148.5,9.2,2.8
"Z02343","Holbrook","MA",10975,3.5," 3.0",23.6,9.2,96.8,14.1,9.7
"Z02346","Middleboro","MA",23708,5.7," 4.2",22.9,7.1,111.6,7.90000000000001,0.599999999999994
"Z02347","Lakeville","MA",11098,7," 3.3",18.6,4.4,132.5,9.2,4.5
"Z02351","Abington","MA",16112,3.7," 4.5",20.4,2.9,116.9,3.40000000000001,7.40000000000001
"Z02356","North Easton","MA",12690,2.90000000000001," 1.7",15.4,3.6,151,-0.200000000000003,-6.59999999999999
"Z02359","Pembroke","MA",18081,5.40000000000001," 3.7",19.8,4.7,132.4,22.4,7.09999999999999
"Z02360","Plymouth","MA",57658,4.90000000000001," 5.3",24.1,6.8,112.1,6,4.2
"Z02364","Kingston","MA",12958,6.09999999999999," 1.1",18.9,6.1,124.5,4.40000000000001,5.40000000000001
"Z02367","Plympton","MA",2868,5.90000000000001," 4.3",25.8,5,132.2,346.2,20
"Z02368","Randolph","MA",33409,13.1," 5.4",25.2,11.2,92.9,5.40000000000001,2.8
"Z02370","Rockland","MA",17663,5.59999999999999," 5.9",20.1,7.2,101,3.3,5.90000000000001
"Z02375","South Easton","MA",9611,3.90000000000001," 5.5",18.9,3.8,128.5,13.4,-1.2
"Z02379","West Bridgewater","MA",7008,7.5," 6.7",22.4,4.6,118.3,46.3,2.59999999999999
"Z02382","Whitman","MA",14715,7.2," 2.7",21,6.8,105.7,-21.6,-4.8
"Z02420","Lexington","MA",14414,2.5," 2.1",24.2,4,221.1,0.5,-3
"Z02421","Lexington","MA",18286,3.40000000000001," 5.3",21.8,3.7,214.9,10.7,2.3
"Z02445","Brookline","MA",20785,2.8," 6.4",22.8,12.7,135.1,2.90000000000001,2.8
"Z02446","Brookline","MA",29099,3.90000000000001," 6.9",20.2,14.3,126.8,3.5,9.59999999999999
"Z02451","Waltham","MA",18140,7.2," 5.6",17.8,7.9,120.4,14.6,0.400000000000006
"Z02452","Waltham","MA",15232,8.7," 3.3",21.5,7.1,115.6,12.8,11.2
"Z02453","Waltham","MA",29066,12.5," 6.7",20.3,12.7,103,1.2,0
"Z02458","Newton","MA",12781,3.90000000000001," 6.9",17.9,4.8,134.6,-12.5,3.5
"Z02459","Newton Center","MA",19104,1.09999999999999," 3.5",20.7,6,197.5,22.8,6.5
"Z02460","Newtonville","MA",9477,3.09999999999999," 2.2",18.4,4.4,167.4,-2.8,-4.40000000000001
"Z02461","Newton Highlands","MA",7278,2.2," 3.8",21.2,6.5,205.3,-5.40000000000001,-3
"Z02462","Newton Lower Falls","MA",1389,2.3," 6.7",12.2,5.5,144.6,10.4,-2.40000000000001
"Z02464","Newton Upper Falls","MA",2901,3," 5.0",16.7,4.7,136.1,9,7.8
"Z02465","West Newton","MA",11618,3.2," 3.6",20.1,2.7,189.7,5.2,5
"Z02466","Auburndale","MA",8572,4.3," 3.6",18.9,6,154.1,141.3,6.59999999999999
"Z02467","Chestnut Hill","MA",23520,2," 6.5",23.3,5.5,159.6,-18.8,10.9
"Z02468","Waban","MA",5713,1.2," 1.8",21.9,2.2,286.2,14.4,2.09999999999999
"Z02472","Watertown","MA",33350,6," 5.0",16.4,8.5,127.5,24.1,3.8
"Z02474","Arlington","MA",27346,4.8," 4.4",16.5,4.5,137,10.3,11.7
"Z02476","Arlington","MA",16782,3," 2.5",16.3,5.7,135.7,3.2,-1.40000000000001
"Z02478","Belmont","MA",25337,3," 5.9",18.4,4.5,161.4,8.90000000000001,8.5
"Z02481","Wellesley Hills","MA",16342,1.40000000000001," 3.9",29.6,3.6,258,9.40000000000001,3.40000000000001
"Z02482","Wellesley","MA",10848,2.3," 3.3",24.3,3.3,227.7,5.59999999999999,-0.700000000000003
"Z02492","Needham","MA",20067,2.2," 3.1",20.6,3.1,205.3,7.09999999999999,3.8
"Z02493","Weston","MA",11850,1.5," 3.3",25.1,3.1,291,12.5,12.4
"Z02494","Needham Heights","MA",9786,1.8," 3.2",13.3,3.9,169.7,5.90000000000001,3.5
"Z02532","Buzzards Bay","MA",11972,5.3," 4.2",21.2,8.9,98.7,26.6,6.3
"Z02534","Cataumet","MA",913,10.7," 0.0",26.6,9.1,125.1,-11.4,7.90000000000001
"Z02535","Chilmark","MA",1511,3.09999999999999," 2.4",26.4,16.8,111,9.90000000000001,0
"Z02536","East Falmouth","MA",19344,7.2," 4.8",23.1,8.3,97,2.90000000000001,9.59999999999999
"Z02537","East Sandwich","MA",6500,2.3," 3.0",22.7,8.1,135.1,19.7,8.3
"Z02538","East Wareham","MA",3009,8.59999999999999," 3.6",37.3,12,85.4,-1.8,1.8
"Z02539","Edgartown","MA",4217,18.8," 4.8",39.8,6.2,88.6,6.59999999999999,6.40000000000001
"Z02540","Falmouth","MA",8526,4.3," 3.7",29.1,7.4,89.9,8.59999999999999,4.59999999999999
"Z02542","Buzzards Bay","MA",869,6.3,"43.8",72.7,5.6,61.2,191.4,0
"Z02543","Woods Hole","MA",843,1.40000000000001," 4.9",13.4,13.4,102.6,-7.09999999999999,-2.09999999999999
"Z02554","Nantucket","MA",10287,5.2," 5.3",13.9,11.4,123.2,20.4,10.9
"Z02556","North Falmouth","MA",2852,6.3," 2.1",27.7,4.3,123.7,-11.3,-3.59999999999999
"Z02557","Oak Bluffs","MA",4626,2.7," 6.3",13.8,12.5,109.7,5.3,9.5
"Z02558","Onset","MA",1322,4," 7.3",25.5,14.4,62,-9.3,21.4
"Z02559","Pocasset","MA",4366,1.5," 1.6",21.8,5.5,103.9,10.9,-9
"Z02561","Sagamore","MA",478,0," 0.0",22.3,38.9,99.6,16.7,8.3
"Z02562","Sagamore Beach","MA",3139,1.3," 3.9",22.6,9.4,100.4,20.8,-4.7
"Z02563","Sandwich","MA",9721,4," 2.2",19.5,5.2,117.5,11.9,7.90000000000001
"Z02564","Siasconset","MA",260,4.59999999999999," 1.6",0,18.1,121.1,0,0
"Z02568","Vineyard Haven","MA",4055,3.3," 4.7",22,19,61.5,12.7,1.90000000000001
"Z02571","Wareham","MA",11229,9.90000000000001," 3.6",26.3,15.4,79.1,13,-0.599999999999994
"Z02575","West Tisbury","MA",2564,1.09999999999999," 3.5",16.7,4.6,109.4,13.9,7.09999999999999
"Z02576","West Wareham","MA",4763,9.40000000000001," 6.6",19.5,5.8,119.4,30.1,8.3
"Z02601","Hyannis","MA",14371,11.5," 8.7",29,21.4,58.6,12.6,3.8
"Z02630","Barnstable","MA",2224,3.8," 5.7",33.1,26.2,117.7,24.2,20.3
"Z02631","Brewster","MA",9761,1.8," 2.4",22,5.5,96.8,3.09999999999999,4.8
"Z02632","Centerville","MA",10454,3.40000000000001," 2.1",20.4,5.3,93.8,27.2,13.3
"Z02633","Chatham","MA",3849,3.40000000000001," 4.9",28.3,12,87.9,3,-0.799999999999997
"Z02635","Cotuit","MA",3435,0.900000000000006," 5.3",30.4,1.3,92.9,3.3,14.3
"Z02638","Dennis","MA",3489,4.40000000000001," 2.6",30.4,10.1,96.8,-2.8,-2.2
"Z02639","Dennis Port","MA",2550,4.5," 5.2",31.5,15.7,66.2,-9.59999999999999,0.900000000000006
"Z02642","Eastham","MA",4896,4.2," 1.3",25,5.7,88.3,49.5,7.40000000000001
"Z02644","Forestdale","MA",4347,1.3," 3.1",14.7,6.9,132.6,-29.8,9.09999999999999
"Z02645","Harwich","MA",9354,8.40000000000001," 3.1",21.2,7.4,105.8,-0.299999999999997,11.3
"Z02646","Harwich Port","MA",2057,1.3," 4.9",35.4,5.4,96.9,60.7,4.7
"Z02648","Marstons Mills","MA",6413,3.09999999999999," 2.1",20.7,6.9,109.7,17.4,6.7
"Z02649","Mashpee","MA",14027,5.2," 3.4",26.7,7,102.6,-6.5,10.2
"Z02652","North Truro","MA",886,6.2," 3.4",24.4,5.8,80,8.8,1.59999999999999
"Z02653","Orleans","MA",5904,1," 5.0",26.1,5.5,90.9,5.40000000000001,4
"Z02655","Osterville","MA",3584,2.09999999999999," 4.1",28.6,8.3,98.9,10.8,7.09999999999999
"Z02657","Provincetown","MA",2962,7.59999999999999," 5.0",24.3,14.2,53.9,10.2,-0.299999999999997
"Z02659","South Chatham","MA",801,2," 5.0",18,2.2,81,39,15.6
"Z02660","South Dennis","MA",6381,5.59999999999999," 1.6",22.4,9.4,76,11.8,1.8
"Z02663","South Wellfleet","MA",125,11.5," 0.0",50,0,84.8,8.09999999999999,-18.5
"Z02664","South Yarmouth","MA",9407,6.7," 4.8",25.6,10.3,75.3,6.09999999999999,-2.40000000000001
"Z02666","Truro","MA",758,6.5," 0.0",19.1,16.5,89.4,46.1,5.3
"Z02667","Wellfleet","MA",2984,4.59999999999999," 2.5",18.8,12.2,65.7,29.2,5.59999999999999
"Z02668","West Barnstable","MA",3192,3.90000000000001," 2.7",22.9,4.8,137.6,15.1,4.40000000000001
"Z02669","West Chatham","MA",254,0," 0.0",15.4,0,151.3,-43.9,-11.4
"Z02670","West Dennis","MA",1362,2.3," 3.9",33.6,14.4,74.6,29.3,-6.59999999999999
"Z02671","West Harwich","MA",851,6.8," 3.5",42.5,5.6,64.2,23.1,6.2
"Z02673","West Yarmouth","MA",8297,8.09999999999999," 6.0",18.2,4.9,90.4,3,10.2
"Z02675","Yarmouth Port","MA",6410,2.7," 4.1",17.3,7.2,90.9,-10.8,12.9
"Z02703","Attleboro","MA",43953,11.7," 6.5",21.2,10.1,98.8,4.5,-4.09999999999999
"Z02715","Dighton","MA",3269,7.5," 5.4",30.9,10,112.7,16.4,11.7
"Z02717","East Freetown","MA",4301,10.4," 5.1",18.1,3.8,118.2,-7.09999999999999,-10.8
"Z02718","East Taunton","MA",6275,14.9," 7.8",20.9,4.6,125.9,24.5,6.90000000000001
"Z02719","Fairhaven","MA",16027,14.4," 5.5",22.8,10.3,89.4,19.2,0
"Z02720","Fall River","MA",30546,21.1," 9.4",30.4,18.4,64.8,-0.900000000000006,-0.900000000000006
"Z02721","Fall River","MA",25926,32.4," 9.5",40.1,26.8,43.3,4.90000000000001,1.3
"Z02723","Fall River","MA",14333,31.4," 9.9",39.3,26.3,47.1,4.09999999999999,2.90000000000001
"Z02724","Fall River","MA",17173,34.7,"10.6",41.4,24.4,44.8,-10.9,-4.90000000000001
"Z02725","Somerset","MA",2399,24.6," 1.0",30.8,10.8,92.2,7.7,1.5
"Z02726","Somerset","MA",15872,13.9," 4.5",24.7,7.6,105.9,12.8,6
"Z02738","Marion","MA",4979,6.09999999999999," 2.8",29.8,5.5,111.6,1.2,-4.90000000000001
"Z02739","Mattapoisett","MA",6176,4.5," 5.7",20.7,3.9,126.4,-1.59999999999999,10.9
"Z02740","New Bedford","MA",43797,26.5," 9.3",34.9,23.2,52.3,6.09999999999999,-5.40000000000001
"Z02744","New Bedford","MA",11210,35.8,"11.2",40.3,27.8,46.2,-24,0
"Z02745","New Bedford","MA",24731,22.9," 6.1",23.8,12.9,74.9,-4.3,2.09999999999999
"Z02746","New Bedford","MA",14850,39.3,"12.5",38.7,38.3,38.9,2,-2.3
"Z02747","North Dartmouth","MA",23024,19.4," 3.7",28.9,7.8,103.4,-3.2,5.8
"Z02748","South Dartmouth","MA",12032,18.3," 4.2",22.3,7.1,94.3,15.9,0
"Z02760","North Attleboro","MA",26986,5.3," 6.6",20.4,5.9,118.1,0.5,3.40000000000001
"Z02762","Plainville","MA",8735,4.59999999999999," 9.7",14.8,4.8,132.7,-2.59999999999999,3.90000000000001
"Z02763","Attleboro Falls","MA",1877,1.5," 3.6",10.7,2.5,155.9,-4.40000000000001,3.40000000000001
"Z02764","North Dighton","MA",3962,6.09999999999999," 4.0",20.2,1.6,115,-28,32.3
"Z02766","Norton","MA",19362,5.3," 5.3",19.7,5.7,133.4,-3.5,-0.799999999999997
"Z02767","Raynham","MA",13765,6.5," 3.3",21.5,7.2,121.2,13.8,6.3
"Z02769","Rehoboth","MA",11835,6.5," 5.8",17.7,3,129.6,-5.90000000000001,-0.400000000000006
"Z02770","Rochester","MA",5150,6.8," 1.9",18.5,4.6,141.7,13.9,3.7
"Z02771","Seekonk","MA",14371,8.09999999999999," 2.6",20.3,6.3,112.1,5.90000000000001,2.40000000000001
"Z02777","Swansea","MA",16132,11.3," 6.1",18.2,6.2,106.9,12.2,-1.3
"Z02779","Berkley","MA",6547,11.9," 0.8",20.1,3.6,125.9,20.1,24.4
"Z02780","Taunton","MA",49836,18.3," 6.8",30.3,13.5,73.9,-5.2,-2.5
"Z02790","Westport","MA",16016,14.3," 4.6",22.2,4.1,116.2,5.90000000000001,6.09999999999999
"Z02791","Westport Point","MA",177,4," 0.0",36.6,0,132.8,-34,-33.3
"Z02804","Ashaway","RI",2228,4.59999999999999," 6.9",22.7,6,125.7,30.7,10.6
"Z02806","Barrington","RI",16280,3.7," 4.9",16.9,2.2,191.3,5.5,0.299999999999997
"Z02807","Block Island","RI",906,3.3," 1.9",18.1,7.4,149.1,14.5,3.8
"Z02808","Bradford","RI",2228,17.3," 5.3",16,5.6,121.3,-54.6,-11.1
"Z02809","Bristol","RI",22364,12.9," 4.6",21.8,9.8,109.9,4.5,2.3
"Z02812","Carolina","RI",1669,4.09999999999999," 0.0",7.8,1.7,198.6,-23.8,-4.5
"Z02813","Charlestown","RI",7772,6.40000000000001," 4.8",25,12.5,131.6,13.1,-3.59999999999999
"Z02814","Chepachet","RI",7328,10," 9.6",23.6,5,145.8,-1.2,6
"Z02816","Coventry","RI",32695,8.90000000000001," 5.6",21.9,7.3,115.2,8.40000000000001,-0.200000000000003
"Z02817","West Greenwich","RI",6117,4.3," 6.8",24.8,2.3,151.2,-5,2
"Z02818","East Greenwich","RI",18065,3.90000000000001," 5.1",22.2,5.2,148.5,19.2,2.3
"Z02822","Exeter","RI",6470,8," 3.7",23.2,10.4,146.8,12.1,10.1
"Z02825","Foster","RI",5235,7.40000000000001," 5.1",22.8,5.2,134.4,5.5,15.6
"Z02827","Greene","RI",2033,6.2," 7.4",19.5,6.7,169,2.90000000000001,42.9
"Z02828","Greenville","RI",7492,7.8," 3.6",24.1,4.2,128.8,2.59999999999999,-6.09999999999999
"Z02830","Harrisville","RI",6314,10.2," 5.5",22.2,7.6,110.6,10.8,8.09999999999999
"Z02831","Hope","RI",3191,6.59999999999999," 5.5",17.5,2.5,152.5,-7.8,1.59999999999999
"Z02832","Hope Valley","RI",5006,5.59999999999999," 6.2",18.5,4.9,125,-0.599999999999994,-8.5
"Z02833","Hopkinton","RI",625,14," 8.6",22.5,18.9,111.2,54.8,9.09999999999999
"Z02835","Jamestown","RI",5464,2.09999999999999," 1.8",20.8,7,167.4,-21.3,2.5
"Z02837","Little Compton","RI",3504,1.90000000000001," 2.4",20.7,11.2,137.8,17,4.8
"Z02838","Manville","RI",3878,15.5," 8.4",19,18.1,102.4,6.7,4.5
"Z02839","Mapleville","RI",1445,11.9," 5.5",18.8,6.6,107.3,68.3,41.7
"Z02840","Newport","RI",23171,8.5," 6.2",26.8,15.1,100.7,-2.90000000000001,0.700000000000003
"Z02842","Middletown","RI",16052,7.09999999999999," 4.8",25.2,9.6,113.3,17.6,-0.599999999999994
"Z02852","North Kingstown","RI",22358,5.5," 5.0",23.2,9.7,133.2,12.1,3.59999999999999
"Z02857","North Scituate","RI",9672,6," 2.9",18,6,145.6,5.90000000000001,0.599999999999994
"Z02859","Pascoag","RI",7059,13.3," 5.4",31.7,12.2,107.7,6.40000000000001,-7.8
"Z02860","Pawtucket","RI",45372,24.6,"12.5",30.4,25.9,63.2,-7.09999999999999,4
"Z02861","Pawtucket","RI",26225,16.8," 8.5",25.3,11.1,96.2,15.2,1
"Z02863","Central Falls","RI",19378,44.5,"15.8",35.4,33.2,51.2,-5.40000000000001,-0.900000000000006
"Z02864","Cumberland","RI",34003,10.7," 4.0",16.8,6.2,132.6,6.3,-1.2
"Z02865","Lincoln","RI",16513,7.90000000000001," 5.3",21.8,8.4,127.2,17.8,0.700000000000003
"Z02871","Portsmouth","RI",17127,6.5," 4.6",26.8,8.9,132.5,2.8,0.5
"Z02874","Saunderstown","RI",6621,2.8," 0.9",17.4,5.2,211.3,-18.8,2.2
"Z02878","Tiverton","RI",15818,10.1," 5.2",21.6,6,126.5,-3.2,2.59999999999999
"Z02879","Wakefield","RI",20358,5.40000000000001," 3.7",24.9,9,123.3,3.8,0.799999999999997
"Z02881","Kingston","RI",7969,3.59999999999999," 1.9",22.9,22.3,133.7,56.6,10.5
"Z02882","Narragansett","RI",13448,3.90000000000001," 2.5",18.6,16.7,108.8,7.59999999999999,-2.59999999999999
"Z02885","Warren","RI",10532,10.3," 6.7",22,11.2,96.5,2.2,3.5
"Z02886","Warwick","RI",28330,8.7," 5.2",21,7.9,117.1,2.2,-1.5
"Z02888","Warwick","RI",20010,9.09999999999999," 3.7",21,7.6,108.3,-1.90000000000001,-4.59999999999999
"Z02889","Warwick","RI",27915,9.8," 6.3",22.4,6.8,117.2,13,3.09999999999999
"Z02891","Westerly","RI",21415,9.40000000000001," 6.5",23.1,9.9,108,-7.2,-1.90000000000001
"Z02892","West Kingston","RI",4434,8.8," 0.0",19.8,4.7,159.9,6.7,-0.900000000000006
"Z02893","West Warwick","RI",29561,14.3," 7.6",23.4,15.7,87.3,4.90000000000001,-4.09999999999999
"Z02895","Woonsocket","RI",41213,20.8,"10.4",33.8,25,64.1,-19.7,0.799999999999997
"Z02896","North Smithfield","RI",11908,10.2," 9.4",18.4,3.6,141.9,33.1,10.1
"Z02898","Wyoming","RI",1406,14.7," 7.5",30.2,1.1,144.5,3.5,0
"Z02903","Providence","RI",10440,23,"11.7",33.8,30.9,53.3,5.90000000000001,0.200000000000003
"Z02904","Providence","RI",29467,15.7,"10.6",29.4,19.2,72.5,-2.40000000000001,-6.8
"Z02905","Providence","RI",25635,20,"10.4",33.7,29.4,66.3,4.59999999999999,-2
"Z02906","Providence","RI",28648,4.40000000000001," 9.5",21.3,17.8,126.5,9.3,-0.400000000000006
"Z02907","Providence","RI",27568,33.2,"15.2",33.9,30.3,54.3,8.2,1.3
"Z02908","Providence","RI",38132,23.1,"15.6",28.7,24.7,78.3,24.3,-4.2
"Z02909","Providence","RI",43243,38.9,"12.9",37.1,34.1,52.2,2.2,17.6
"Z02910","Cranston","RI",20613,12.4,"10.4",24.5,10.8,102.3,-2.90000000000001,-0.5
"Z02911","North Providence","RI",15754,10.4," 5.6",21.4,9.5,93.2,-15,-2.7
"Z02914","East Providence","RI",21971,24.4," 6.2",26,17.1,79.7,5.5,-3.09999999999999
"Z02915","Riverside","RI",16515,13.3," 4.2",24,9.3,94.5,-0.799999999999997,-5
"Z02916","Rumford","RI",8656,10," 4.8",19.3,5.5,112.1,0.0999999999999943,-2.90000000000001
"Z02917","Smithfield","RI",14017,7.3," 5.2",20,4.2,123.6,-6.59999999999999,10.2
"Z02919","Johnston","RI",29122,13.9," 9.1",19.8,8.1,103.1,17.1,0.799999999999997
"Z02920","Cranston","RI",38117,14.5," 4.0",35.8,14,85.6,20.4,3.8
"Z02921","Cranston","RI",12217,7.3," 4.4",15.9,3,173.5,2.7,13.2
"Z03031","Amherst","NH",11291,2," 1.7",19.8,2.9,180.4,4.8,0.200000000000003
"Z03032","Auburn","NH",5141,2.3," 4.4",12.8,2.5,156.1,29.9,9.40000000000001
"Z03033","Brookline","NH",5100,2.09999999999999," 0.7",16.8,1.1,161.5,99.6,20.6
"Z03034","Candia","NH",3948,7.59999999999999," 3.3",19.6,5.3,140.7,27.4,-2.3
"Z03036","Chester","NH",4825,4.40000000000001," 3.4",21.2,5.2,163.7,-37.2,-10.6
"Z03037","Deerfield","NH",4314,2.90000000000001," 2.5",19.5,3.5,128.5,37.7,24.2
"Z03038","Derry","NH",33561,5.40000000000001," 3.7",19.1,7.8,97.8,12.6,6.40000000000001
"Z03042","Epping","NH",6636,8.7," 6.9",18.3,5.8,117,30.2,27.7
"Z03043","Francestown","NH",1482,4.5," 8.9",16.5,6.7,128.4,-14.6,0
"Z03045","Goffstown","NH",13634,8.2," 4.7",21.3,6.6,109,-1.59999999999999,2.5
"Z03047","Greenfield","NH",1641,10.9," 2.3",30.6,7.9,93.3,8.7,9.7
"Z03048","Greenville","NH",3411,7.40000000000001," 6.8",25.5,13.4,91.4,-0.599999999999994,-9.40000000000001
"Z03049","Hollis","NH",7733,2.40000000000001," 0.0",25.4,2.1,176.3,-19.1,-1.2
"Z03051","Hudson","NH",24780,7.90000000000001," 2.4",19.4,4.6,128.8,-9.2,1.3
