Zip_Code,Housing_Units,Occupied_Units,Vacant_Units
Z16734,124,90,34
Z16735,3816,2732,1084
Z16738,830,570,260
Z16740,630,458,172
Z16743,1948,1699,249
Z16744,147,147,0
Z16745,237,219,18
Z16746,740,523,217
Z16748,1587,1081,506
Z16749,2180,1589,591
Z16750,215,168,47
Z16801,19162,17192,1970
Z16802,9,9,0
Z16803,11296,10289,1007
Z16820,478,374,104
Z16821,80,80,0
Z16822,1193,802,391
Z16823,11778,10884,894
Z16825,104,104,0
Z16826,287,216,71
Z16827,1837,1629,208
Z16828,2129,1974,155
Z16829,413,259,154
Z16830,6765,5966,799
Z16832,371,196,175
Z16833,2532,2220,312
Z16834,133,65,68
Z16835,85,80,5
Z16836,1067,461,606
Z16837,94,49,45
Z16838,878,735,143
Z16839,276,216,60
Z16840,234,234,0
Z16841,2681,2215,466
Z16843,244,244,0
Z16844,1245,1118,127
Z16845,484,303,181
Z16847,154,154,0
Z16848,193,162,31
Z16849,160,146,14
Z16851,310,310,0
Z16852,137,118,19
Z16853,149,113,36
Z16854,446,356,90
Z16855,157,131,26
Z16858,1727,1499,228
Z16859,281,200,81
Z16860,201,189,12
Z16861,155,110,45
Z16863,363,287,76
Z16865,847,813,34
Z16866,4360,3848,512
Z16868,191,152,39
Z16870,2743,2459,284
Z16871,119,20,99
Z16872,659,433,226
Z16874,653,557,96
Z16875,1876,1624,252
Z16876,140,131,9
Z16877,767,720,47
Z16878,988,833,155
Z16879,135,106,29
Z16881,962,825,137
Z16882,275,140,135
Z16901,5124,4218,906
Z16911,199,165,34
Z16912,884,719,165
Z16914,1136,784,352
Z16915,3653,2261,1392
Z16917,723,500,223
Z16920,913,864,49
Z16921,690,221,469
Z16922,2080,788,1292
Z16923,854,600,254
Z16925,1513,1213,300
Z16926,402,312,90
Z16927,303,262,41
Z16928,638,523,115
Z16929,1084,962,122
Z16930,654,487,167
Z16932,320,265,55
Z16933,3182,2684,498
Z16935,759,541,218
Z16936,965,754,211
Z16937,108,95,13
Z16938,844,295,549
Z16939,188,169,19
Z16940,143,131,12
Z16941,38,35,3
Z16942,392,300,92
Z16943,417,205,212
Z16946,1164,979,185
Z16947,2407,1873,534
Z16948,1090,598,492
Z16950,2013,1426,587
Z17002,259,238,21
Z17003,4345,4164,181
Z17004,1781,1655,126
Z17005,183,159,24
Z17006,618,377,241
Z17007,2247,2156,91
Z17009,909,833,76
Z17010,74,40,34
Z17011,14398,13658,740
Z17013,14889,13880,1009
Z17015,8378,8088,290
Z17016,341,284,57
Z17017,800,730,70
Z17018,1866,1697,169
Z17019,7324,6938,386
Z17020,4004,3675,329
Z17021,664,400,264
Z17022,11412,10800,612
Z17023,1488,1361,127
Z17024,807,729,78
Z17025,7099,6804,295
Z17026,1455,1375,80
Z17027,213,192,21
Z17028,1442,1391,51
Z17029,155,155,0
Z17030,372,340,32
Z17032,3566,3227,339
Z17033,6929,6528,401
Z17034,1192,1060,132
Z17035,512,335,177
Z17036,9578,8852,726
Z17037,614,335,279
Z17038,3377,3131,246
Z17039,5,5,0
Z17040,1108,963,145
Z17041,38,38,0
Z17042,15521,14560,961
Z17043,3260,2934,326
Z17044,10201,9013,1188
Z17045,1464,1266,198
Z17046,12740,11696,1044
Z17047,1031,932,99
Z17048,1711,1432,279
Z17049,1287,1128,159
Z17050,14935,14262,673
Z17051,2278,1858,420
Z17052,847,617,230
Z17053,2211,2107,104
Z17055,15867,15202,665
Z17056,50,37,13
Z17057,9720,8950,770
Z17058,907,714,193
Z17059,3238,2937,301
Z17060,559,498,61
Z17061,3301,2952,349
Z17062,1766,1512,254
Z17063,1833,1277,556
Z17064,606,278,328
Z17065,1709,1616,93
Z17066,2706,2358,348
Z17067,5571,5274,297
Z17068,1730,1634,96
Z17069,72,61,11
Z17070,7286,6715,571
Z17071,166,71,95
Z17072,18,18,0
Z17073,1965,1934,31
Z17074,3310,2884,426
Z17075,61,53,8
Z17076,34,34,0
Z17077,46,34,12
Z17078,9158,8738,420
Z17080,114,104,10
Z17081,203,155,48
Z17082,1661,1431,230
Z17083,20,15,5
Z17084,1825,1692,133
Z17086,964,853,111
Z17087,1099,1051,48
Z17088,364,343,21
Z17090,2350,2238,112
Z17093,384,384,0
Z17094,1156,1078,78
Z17097,409,365,44
Z17098,1190,961,229
Z17099,534,480,54
Z17101,1894,1390,504
Z17102,5147,4325,822
Z17103,5567,4333,1234
Z17104,9180,7833,1347
Z17109,11050,10236,814
Z17110,11420,10090,1330
Z17111,13142,12363,779
Z17112,14842,14128,714
Z17113,4568,3986,582
Z17120,0,0,0
Z17201,11089,9951,1138
Z17202,12642,11852,790
Z17210,103,66,37
Z17211,243,173,70
Z17212,336,280,56
Z17213,364,254,110
Z17214,538,538,0
Z17215,134,91,43
Z17217,61,61,0
Z17219,246,162,84
Z17220,157,129,28
Z17221,297,225,72
Z17222,4893,4304,589
Z17223,146,133,13
Z17224,917,798,119
Z17225,7442,7216,226
Z17228,547,467,80
Z17229,616,527,89
Z17233,2535,2197,338
Z17235,203,203,0
Z17236,3596,3099,497
Z17237,679,625,54
Z17238,777,646,131
Z17239,156,87,69
Z17240,1254,1154,100
Z17241,4848,4477,371
Z17243,1000,673,327
Z17244,995,889,106
Z17246,99,71,28
Z17247,269,206,63
Z17249,161,146,15
Z17250,66,66,0
Z17251,80,66,14
Z17252,1520,1419,101
Z17253,128,116,12
Z17254,0,0,0
Z17255,588,441,147
Z17256,76,55,21
Z17257,11846,10687,1159
Z17260,591,491,100
Z17261,0,0,0
Z17262,538,498,40
Z17263,253,253,0
Z17264,1251,927,324
Z17265,291,212,79
Z17266,215,205,10
Z17267,1311,1069,242
Z17268,12478,11494,984
Z17270,74,74,0
Z17271,148,105,43
Z17272,190,182,8
Z17301,1534,1476,58
Z17302,1232,1028,204
Z17304,1146,1087,59
Z17306,119,119,0
Z17307,2526,2241,285
Z17309,849,833,16
Z17311,88,88,0
Z17313,4528,4343,185
Z17314,2500,2112,388
Z17315,10782,10275,507
Z17316,3284,3013,271
Z17317,343,315,28
Z17318,154,131,23
Z17319,4324,4066,258
Z17320,3201,2946,255
Z17321,917,859,58
Z17322,2318,2216,102
Z17324,1916,1599,317
Z17325,11214,10437,777
Z17327,3263,2927,336
Z17329,897,859,38
Z17331,20964,19553,1411
Z17339,2941,2761,180
Z17340,4427,4259,168
Z17343,0,0,0
Z17344,1552,1493,59
Z17345,3276,3073,203
Z17347,2391,2319,72
Z17349,2894,2823,71
Z17350,5243,4649,594
Z17352,507,461,46
Z17353,1559,1380,179
Z17355,92,82,10
Z17356,8749,8387,362
Z17360,2515,2270,245
Z17361,2367,2215,152
Z17362,5395,5086,309
Z17363,3823,3606,217
Z17364,1578,1446,132
Z17365,1063,958,105
Z17366,2444,2221,223
Z17368,3147,2971,176
Z17370,2170,1875,295
Z17371,149,138,11
Z17372,1717,1577,140
Z17401,7712,6453,1259
Z17402,14497,13795,702
Z17403,16128,14514,1614
Z17404,15054,13810,1244
Z17406,9591,8939,652
Z17407,861,815,46
Z17408,9258,8924,334
Z17501,1802,1770,32
Z17502,1115,1115,0
Z17505,603,603,0
Z17507,38,38,0
Z17508,133,133,0
Z17509,1413,1306,107
Z17512,7431,6908,523
Z17516,1867,1789,78
Z17517,6069,5913,156
Z17518,475,457,18
Z17519,2166,2091,75
Z17520,1880,1769,111
Z17522,12888,12586,302
Z17527,2002,1915,87
Z17529,1539,1519,20
Z17532,1143,1102,41
Z17535,581,569,12
Z17536,877,860,17
Z17538,2571,2447,124
Z17540,3396,3243,153
Z17543,17090,16217,873
Z17545,8475,8170,305
Z17547,2871,2560,311
Z17550,405,405,0
Z17551,3877,3625,252
Z17552,8455,8005,450
Z17554,3421,3186,235
Z17555,2260,2210,50
Z17557,5263,5082,181
Z17560,2217,2144,73
Z17562,1387,1367,20
Z17563,1349,1261,88
Z17565,1073,1042,31
Z17566,4418,4142,276
Z17569,2022,1983,39
Z17570,96,96,0
Z17572,1330,1277,53
Z17576,43,43,0
Z17578,2728,2555,173
Z17579,2131,2081,50
Z17581,353,324,29
Z17582,806,767,39
Z17584,3893,3728,165
Z17601,20835,20088,747
Z17602,20236,18974,1262
Z17603,26697,24685,2012
Z17606,254,211,43
Z17701,20069,17736,2333
Z17702,4857,4550,307
Z17721,754,719,35
Z17723,63,14,49
Z17724,2471,2028,443
Z17727,301,37,264
Z17728,2167,1994,173
Z17729,643,34,609
Z17730,72,55,17
Z17731,497,100,397
Z17737,2704,2456,248
Z17739,130,15,115
Z17740,5436,4812,624
Z17742,21,21,0
Z17744,1410,1263,147
Z17745,8574,7122,1452
Z17747,1414,1053,361
Z17748,132,124,8
Z17749,147,141,6
Z17750,38,38,0
Z17751,3047,2736,311
Z17752,1980,1738,242
Z17754,5343,4934,409
Z17756,4883,4527,356
Z17758,816,394,422
Z17760,610,281,329
Z17762,244,229,15
Z17763,137,123,14
Z17764,1839,936,903
Z17765,618,421,197
Z17767,88,73,15
Z17768,564,142,422
Z17771,1734,1297,437
Z17772,975,877,98
Z17774,670,505,165
Z17776,498,134,364
Z17777,2995,2865,130
Z17778,347,44,303
Z17779,20,20,0
Z17801,7547,6991,556
Z17810,951,836,115
Z17812,608,482,126
Z17813,859,739,120
Z17814,2798,1884,914
Z17815,12355,11423,932
Z17820,2783,2301,482
Z17821,8138,7495,643
Z17822,0,0,0
Z17823,520,472,48
Z17824,1913,1634,279
Z17827,300,277,23
Z17829,86,77,9
Z17830,1017,802,215
Z17832,381,322,59
Z17834,1999,1751,248
Z17835,104,95,9
Z17836,102,91,11
Z17837,6961,6411,550
Z17840,201,138,63
Z17841,2081,1782,299
Z17842,3598,3314,284
Z17844,4576,4029,547
Z17845,1301,793,508
Z17846,1622,1471,151
Z17847,5486,5118,368
Z17850,285,285,0
Z17851,4576,3611,965
Z17853,1283,1174,109
Z17855,419,398,21
Z17856,1579,1472,107
Z17857,3425,3272,153
Z17859,1409,1216,193
Z17860,1064,1045,19
Z17861,30,24,6
Z17862,211,199,12
Z17864,801,734,67
Z17865,59,53,6
Z17866,3897,3240,657
Z17867,73,67,6
Z17868,483,466,17
Z17870,5902,5271,631
Z17872,5876,4431,1445
Z17876,862,823,39
Z17878,570,513,57
Z17880,50,50,0
Z17881,792,628,164
Z17884,130,93,37
Z17885,211,51,160
Z17886,387,331,56
Z17887,248,164,84
Z17888,152,114,38
Z17889,1114,1004,110
Z17901,11709,9884,1825
Z17920,173,145,28
Z17921,3367,2894,473
Z17922,2136,1936,200
Z17923,237,188,49
Z17925,206,178,28
Z17929,761,705,56
Z17930,189,176,13
Z17931,2631,2287,344
Z17933,27,27,0
Z17934,279,192,87
Z17935,852,619,233
Z17936,356,321,35
Z17938,1036,958,78
Z17941,390,330,60
Z17943,67,67,0
Z17944,101,84,17
Z17945,106,91,15
Z17946,142,108,34
Z17948,2914,2085,829
Z17949,127,88,39
Z17951,116,101,15
Z17952,111,94,17
Z17953,271,217,54
Z17954,2422,1909,513
Z17957,178,178,0
Z17959,699,604,95
Z17960,1807,1563,244
Z17961,3208,3033,175
Z17963,4077,3634,443
Z17964,312,289,23
Z17965,965,866,99
Z17967,1189,1038,151
Z17968,120,110,10
Z17970,1575,1360,215
Z17972,4688,4375,313
Z17974,163,135,28
Z17976,4084,2746,1338
Z17978,129,86,43
Z17979,95,95,0
Z17980,1495,1245,250
Z17981,1102,997,105
Z17982,210,158,52
Z17983,710,626,84
Z17985,612,495,117
Z18011,2178,2074,104
Z18013,7019,6526,493
Z18014,4534,4403,131
Z18015,11957,10966,991
Z18016,0,0,0
Z18017,15833,14919,914
Z18018,14516,13708,808
Z18020,7642,7470,172
Z18030,401,335,66
Z18031,3573,3355,218
Z18032,4093,3840,253
Z18034,2899,2663,236
Z18035,57,57,0
Z18036,4857,4673,184
Z18037,3126,2983,143
Z18038,1153,1108,45
Z18040,6324,6072,252
Z18041,2225,2054,171
Z18042,17737,15421,2316
Z18045,10445,10075,370
Z18046,12,12,0
Z18049,7816,7362,454
Z18051,1354,1303,51
Z18052,11264,11020,244
Z18053,1070,954,116
Z18054,1855,1599,256
Z18055,5338,4968,370
Z18056,362,304,58
Z18058,4159,3684,475
Z18059,463,409,54
Z18062,10182,9771,411
Z18063,253,253,0
Z18064,9549,9091,458
Z18066,2316,2175,141
Z18067,7973,7552,421
Z18068,0,0,0
Z18069,3091,2927,164
Z18070,377,363,14
Z18071,4457,4110,347
Z18072,2682,2407,275
Z18073,3491,3272,219
Z18074,2335,2224,111
Z18076,1274,1232,42
Z18077,1035,954,81
Z18078,2910,2694,216
Z18079,190,190,0
Z18080,4840,4663,177
Z18081,81,81,0
Z18083,196,185,11
Z18085,368,346,22
Z18086,179,172,7
Z18087,250,250,0
Z18088,3410,3252,158
Z18091,2443,2277,166
Z18092,1259,1218,41
Z18101,1829,1559,270
Z18102,18131,15458,2673
Z18103,18478,17807,671
Z18104,17579,16391,1188
Z18105,0,0,0
Z18106,2890,2840,50
Z18109,7040,6281,759
Z18195,0,0,0
Z18201,11736,9852,1884
Z18202,5540,4494,1046
Z18210,6517,2892,3625
Z18211,669,576,93
Z18212,68,68,0
Z18214,806,742,64
Z18216,526,433,93
Z18218,1142,1011,131
Z18219,671,642,29
Z18220,196,174,22
Z18221,248,199,49
Z18222,3711,3495,216
Z18223,82,82,0
Z18224,2954,2469,485
Z18225,70,70,0
Z18229,4727,3444,1283
Z18230,38,38,0
Z18231,294,233,61
Z18232,2147,1635,512
Z18234,212,212,0
Z18235,8724,7629,1095
Z18237,1610,1378,232
Z18239,150,131,19
Z18240,1849,1571,278
Z18241,356,278,78
Z18242,143,90,53
Z18244,247,187,60
Z18245,141,141,0
Z18246,94,75,19
Z18248,260,221,39
Z18249,1650,1519,131
Z18250,1414,1168,246
Z18251,32,32,0
Z18252,5211,4536,675
Z18254,441,396,45
Z18255,2096,1769,327
Z18256,181,167,14
Z18301,11643,9401,2242
Z18302,8938,6058,2880
Z18321,697,570,127
Z18322,1004,836,168
Z18323,260,33,227
Z18324,6030,3248,2782
Z18325,1509,981,528
Z18326,2140,1637,503
Z18327,302,268,34
Z18328,5115,2576,2539
Z18330,3164,2717,447
Z18331,378,331,47
Z18332,1345,1033,312
Z18333,110,110,0
Z18334,2208,1638,570
Z18335,328,291,37
Z18336,1731,1576,155
Z18337,6487,5006,1481
Z18340,82,44,38
Z18342,292,201,91
Z18343,2001,1650,351
Z18344,1619,1226,393
Z18346,1208,772,436
Z18347,4715,1189,3526
Z18349,111,70,41
Z18350,2849,712,2137
Z18351,216,194,22
Z18352,436,421,15
Z18353,4767,4007,760
Z18354,387,294,93
Z18355,785,531,254
Z18356,292,50,242
Z18357,93,50,43
Z18360,11495,10134,1361
Z18370,547,451,96
Z18371,514,279,235
Z18372,1874,953,921
Z18403,3113,2899,214
Z18405,1386,1030,356
Z18407,6740,5822,918
Z18411,9387,8815,572
Z18413,53,53,0
Z18414,2293,2031,262
Z18415,915,517,398
Z18417,964,448,516
Z18419,2114,1746,368
Z18420,26,26,0
Z18421,2346,2032,314
Z18424,4354,1996,2358
Z18425,784,540,244
Z18426,4478,1887,2591
Z18427,72,60,12
Z18428,9912,4823,5089
Z18430,7,7,0
Z18431,5978,4926,1052
Z18433,3159,2659,500
Z18434,1802,1605,197
Z18435,1253,284,969
Z18436,10108,5057,5051
Z18437,172,97,75
Z18438,1361,523,838
Z18439,421,194,227
Z18441,124,120,4
Z18443,383,192,191
Z18444,5715,5177,538
Z18445,1375,903,472
Z18446,1802,1453,349
Z18447,4816,4366,450
Z18451,685,241,444
Z18452,2439,2203,236
Z18453,656,472,184
Z18454,185,7,178
Z18455,60,35,25
Z18456,234,201,33
Z18457,79,68,11
Z18458,2050,1282,768
Z18459,57,22,35
Z18460,124,116,8
Z18461,325,174,151
Z18462,395,155,240
Z18463,92,88,4
Z18464,1188,538,650
Z18465,1133,620,513
Z18466,7921,5161,2760
Z18469,235,141,94
Z18470,1742,907,835
Z18471,304,269,35
Z18472,1998,1565,433
Z18473,267,245,22
Z18503,623,556,67
Z18504,9883,8331,1552
Z18505,9479,8316,1163
Z18507,2130,1985,145
Z18508,5590,4981,609
Z18509,5250,4593,657
Z18510,5362,4533,829
Z18512,5700,5250,450
Z18517,2471,2150,321
Z18518,4047,3746,301
Z18519,2419,2107,312
Z18602,163,115,48
Z18603,8822,7983,839
Z18610,2429,1497,932
Z18612,6922,6155,767
Z18614,2141,1148,993
Z18615,841,687,154
Z18616,683,252,431
Z18617,1036,709,327
Z18618,2293,1600,693
Z18619,356,108,248
Z18621,2452,2031,421
Z18622,97,82,15
Z18623,1364,1038,326
Z18624,1487,261,1226
Z18625,512,239,273
Z18626,504,193,311
Z18628,270,100,170
Z18629,968,683,285
Z18630,1582,1195,387
Z18631,563,551,12
Z18632,229,190,39
Z18634,6633,5720,913
Z18635,1790,1701,89
Z18636,636,541,95
Z18640,8208,7184,1024
Z18641,3107,2762,345
Z18642,1974,1859,115
Z18643,6110,5428,682
Z18644,3151,2963,188
Z18651,4514,3733,781
Z18653,39,39,0
Z18655,3060,2511,549
Z18656,1087,845,242
Z18657,5689,4848,841
Z18660,1558,1338,220
Z18661,3713,2382,1331
Z18701,1184,940,244
Z18702,18926,15783,3143
Z18704,15423,13664,1759
Z18705,7330,6484,846
Z18706,7939,7049,890
Z18707,6414,6122,292
Z18708,3669,3566,103
Z18709,1630,1367,263
Z18801,4127,3408,719
Z18810,2530,2339,191
Z18812,1087,683,404
Z18814,62,54,8
Z18816,78,61,17
Z18817,88,77,11
Z18818,721,558,163
Z18821,558,512,46
Z18822,1686,1557,129
Z18823,104,100,4
Z18824,727,555,172
Z18825,91,53,38
Z18826,949,733,216
Z18828,203,143,60
Z18829,455,322,133
Z18830,428,311,117
Z18831,564,507,57
Z18832,956,685,271
Z18833,1356,799,557
Z18834,2010,1450,560
Z18837,1443,1169,274
Z18840,5348,4728,620
Z18842,96,87,9
Z18843,107,87,20
Z18844,871,725,146
Z18845,170,118,52
Z18846,546,322,224
Z18847,3229,2292,937
Z18848,4550,3748,802
Z18850,1006,810,196
Z18851,507,295,212
Z18853,2107,1605,502
Z18854,565,486,79
Z18901,10909,10234,675
Z18902,7473,7202,271
Z18912,53,53,0
Z18913,90,57,33
Z18914,7587,7328,259
Z18915,273,273,0
Z18917,934,864,70
Z18920,177,162,15
Z18923,376,320,56
Z18925,2339,2232,107
Z18929,2956,2874,82
Z18930,1164,1089,75
Z18932,214,189,25
Z18935,0,0,0
Z18936,12,12,0
Z18938,6840,6005,835
Z18940,11250,10688,562
Z18942,1464,1269,195
Z18944,9470,9149,321
Z18947,2384,2300,84
Z18950,92,80,12
Z18951,13854,13521,333
Z18954,3331,3175,156
Z18955,665,594,71
Z18960,5152,4934,218
Z18962,217,211,6
Z18964,5259,4955,304
Z18966,14380,14094,286
Z18969,5942,5750,192
Z18970,319,302,17
Z18972,1778,1504,274
Z18974,16520,16043,477
Z18976,7241,7055,186
Z18977,1587,1524,63
Z18980,211,211,0
Z19001,6606,6358,248
Z19002,12720,12338,382
Z19003,5677,5221,456
Z19004,4089,3832,257
Z19006,8083,7799,284
Z19007,8725,7900,825
Z19008,7398,7197,201
Z19009,294,271,23
Z19010,8116,7406,710
Z19012,2360,2267,93
Z19013,15565,12318,3247
Z19014,7973,7566,407
Z19015,6932,6315,617
Z19017,109,109,0
Z19018,9902,9193,709
Z19020,23627,21776,1851
Z19021,4050,3667,383
Z19022,1644,1370,274
Z19023,8607,7247,1360
Z19025,2096,1967,129
Z19026,12860,11938,922
Z19027,8737,8245,492
Z19029,1678,1520,158
Z19030,4781,4491,290
Z19031,2017,1897,120
Z19032,2672,2354,318
Z19033,3133,3039,94
Z19034,2216,1960,256
Z19035,1626,1419,207
Z19036,5598,5265,333
Z19038,11539,11058,481
Z19040,8374,7815,559
Z19041,2581,2371,210
Z19043,1157,1044,113
Z19044,7000,6516,484
Z19046,7841,7097,744
Z19047,13598,12928,670
Z19050,11853,10791,1062
Z19053,10134,9494,640
Z19054,6581,6217,364
Z19055,5098,4722,376
Z19056,5589,5403,186
Z19057,6633,6242,391
Z19060,3774,3731,43
Z19061,8173,7583,590
Z19063,14936,13975,961
Z19064,8790,8517,273
Z19066,1901,1812,89
Z19067,20785,19511,1274
Z19070,2921,2707,214
Z19072,4239,3971,268
Z19073,8188,7797,391
Z19074,2280,2072,208
Z19075,2741,2693,48
Z19076,2756,2504,252
Z19078,4677,4440,237
Z19079,3643,3325,318
Z19081,3576,3361,215
Z19082,16121,13623,2498
Z19083,13733,13228,505
Z19085,2032,1825,207
Z19086,4551,4308,243
Z19087,12754,12212,542
Z19090,7608,7170,438
Z19094,1844,1749,95
Z19095,3510,3084,426
Z19096,5634,5494,140
Z19102,3323,2807,516
Z19103,16571,14610,1961
Z19104,19002,15436,3566
Z19106,6996,6183,813
Z19107,7667,6631,1036
Z19109,0,0,0
Z19111,25997,24021,1976
Z19112,0,0,0
Z19113,75,51,24
Z19114,13704,12834,870
Z19115,14253,13595,658
Z19116,13202,12670,532
Z19118,4568,4270,298
Z19119,13294,12056,1238
Z19120,25186,22987,2199
Z19121,16808,12258,4550
Z19122,7096,5906,1190
Z19123,7349,6452,897
Z19124,25809,22178,3631
Z19125,10736,9187,1549
Z19126,6516,5764,752
Z19127,2692,2186,506
Z19128,16687,15264,1423
Z19129,5107,4551,556
Z19130,13879,12382,1497
Z19131,21085,17741,3344
Z19132,18243,13447,4796
Z19133,10780,8676,2104
Z19134,23448,19976,3472
Z19135,13294,11478,1816
Z19136,13329,12237,1092
Z19137,3228,2944,284
Z19138,13410,11344,2066
Z19139,20556,16014,4542
Z19140,22201,18284,3917
Z19141,14201,12479,1722
Z19142,11411,9538,1873
Z19143,30233,25254,4979
Z19144,21670,16933,4737
Z19145,20621,18161,2460
Z19146,19244,16128,3116
Z19147,18592,16296,2296
Z19148,21748,19495,2253
Z19149,20267,18541,1726
Z19150,10636,9820,816
Z19151,13266,11969,1297
Z19152,13499,12772,727
Z19153,5725,5241,484
Z19154,13127,12081,1046
Z19301,2785,2722,63
Z19310,1009,979,30
Z19311,3071,2900,171
Z19312,4462,4347,115
Z19316,76,43,33
Z19317,3776,3703,73
Z19319,78,78,0
Z19320,20881,19246,1635
Z19330,1975,1913,62
Z19333,3262,2847,415
Z19335,18247,17505,742
Z19341,7007,6715,292
Z19342,7917,7513,404
Z19343,3029,2961,68
Z19344,4561,4255,306
Z19345,8,8,0
Z19348,8781,8264,517
Z19350,4128,3974,154
Z19352,2860,2742,118
Z19355,9349,8963,386
Z19358,231,191,40
Z19362,2228,2059,169
Z19363,5980,5729,251
Z19365,2733,2610,123
Z19367,34,34,0
Z19372,654,654,0
Z19373,959,959,0
Z19374,283,269,14
Z19375,36,36,0
Z19380,20307,19571,736
Z19382,20688,19984,704
Z19383,0,0,0
Z19390,5003,4865,138
Z19401,18136,15903,2233
Z19403,18701,17823,878
Z19405,2752,2465,287
Z19406,10744,9924,820
Z19422,7578,7130,448
Z19425,5081,4946,135
Z19426,12476,12079,397
Z19428,8064,7443,621
Z19435,52,52,0
Z19436,370,370,0
Z19437,303,303,0
Z19438,9431,9129,302
Z19440,7398,7135,263
Z19442,0,0,0
Z19444,4540,4337,203
Z19446,22849,21709,1140
Z19453,670,615,55
Z19454,11408,11110,298
Z19456,277,277,0
Z19457,79,79,0
Z19460,17170,16410,760
Z19462,5931,5820,111
Z19464,19217,17823,1394
Z19465,6853,6489,364
Z19468,10374,10032,342
Z19472,17,17,0
Z19473,6250,6014,236
Z19474,366,302,64
Z19475,4285,4163,122
Z19477,11,11,0
Z19492,295,244,51
Z19501,443,431,12
Z19503,542,532,10
Z19504,1971,1912,59
Z19505,1269,1225,44
Z19506,2903,2707,196
Z19507,1284,1227,57
Z19508,6440,6228,212
Z19510,2847,2782,65
Z19511,77,77,0
Z19512,7188,6981,207
Z19518,5465,5367,98
Z19519,14,14,0
Z19520,2478,2331,147
Z19522,5779,5621,158
Z19523,143,143,0
Z19525,5533,5284,249
Z19526,4803,4579,224
Z19529,1382,1316,66
Z19530,5322,4782,540
Z19533,2472,2345,127
Z19534,886,816,70
Z19535,15,15,0
Z19536,248,234,14
Z19538,15,15,0
Z19539,1735,1658,77
Z19540,4607,4380,227
Z19541,1617,1576,41
Z19542,0,0,0
Z19543,2172,2073,99
Z19544,27,27,0
Z19545,250,230,20
Z19547,1749,1566,183
Z19549,131,102,29
Z19550,178,163,15
Z19551,2020,1927,93
Z19554,209,196,13
Z19555,1455,1414,41
Z19559,145,129,16
Z19560,3365,3159,206
Z19562,1154,1134,20
Z19564,89,54,35
Z19565,3634,3345,289
Z19567,2113,1950,163
Z19601,13723,11958,1765
Z19602,8227,6649,1578
Z19604,9440,8158,1282
Z19605,8014,7542,472
Z19606,13804,12942,862
Z19607,9968,9542,426
Z19608,8308,7974,334
Z19609,4152,3852,300
Z19610,6728,6320,408
Z19611,4231,3926,305
Z19701,14943,14115,828
Z19702,20652,19298,1354
Z19703,6603,6047,556
Z19706,802,723,79
Z19707,5876,5726,150
Z19709,12517,12015,502
Z19710,9,9,0
Z19711,20402,18983,1419
Z19713,12752,12036,716
Z19716,0,0,0
Z19717,0,0,0
Z19720,22852,21289,1563
Z19730,395,368,27
Z19731,94,94,0
Z19732,33,33,0
