Zip_Code,Place Name,State Abbreviation,State,County,Pop_2011_2015
Z55415,Minneapolis,MN,Minnesota,Hennepin,3942
Z55416,Minneapolis,MN,Minnesota,Hennepin,30707
Z55417,Minneapolis,MN,Minnesota,Hennepin,25725
Z55418,Minneapolis,MN,Minnesota,Hennepin,30750
Z55419,Minneapolis,MN,Minnesota,Hennepin,26988
Z55420,Minneapolis,MN,Minnesota,Hennepin,22430
Z55421,Minneapolis,MN,Minnesota,Anoka,27652
Z55422,Minneapolis,MN,Minnesota,Hennepin,28777
Z55423,Minneapolis,MN,Minnesota,Hennepin,36185
Z55424,Minneapolis,MN,Minnesota,Hennepin,10032
Z55425,Minneapolis,MN,Minnesota,Hennepin,9958
Z55426,Minneapolis,MN,Minnesota,Hennepin,25798
Z55427,Minneapolis,MN,Minnesota,Hennepin,22808
Z55428,Minneapolis,MN,Minnesota,Hennepin,30104
Z55429,Minneapolis,MN,Minnesota,Hennepin,27478
Z55430,Minneapolis,MN,Minnesota,Hennepin,23545
Z55431,Minneapolis,MN,Minnesota,Hennepin,18464
Z55432,Minneapolis,MN,Minnesota,Anoka,30254
Z55433,Minneapolis,MN,Minnesota,Anoka,33966
Z55434,Minneapolis,MN,Minnesota,Anoka,29060
Z55435,Minneapolis,MN,Minnesota,Hennepin,13095
Z55436,Minneapolis,MN,Minnesota,Hennepin,12143
Z55437,Minneapolis,MN,Minnesota,Hennepin,18368
Z55438,Minneapolis,MN,Minnesota,Hennepin,16606
Z55439,Minneapolis,MN,Minnesota,Hennepin,8928
Z55441,Minneapolis,MN,Minnesota,Hennepin,18176
Z55442,Minneapolis,MN,Minnesota,Hennepin,13169
Z55443,Minneapolis,MN,Minnesota,Hennepin,31775
Z55444,Minneapolis,MN,Minnesota,Hennepin,16080
Z55445,Minneapolis,MN,Minnesota,Hennepin,11217
Z55446,Minneapolis,MN,Minnesota,Hennepin,21751
Z55447,Minneapolis,MN,Minnesota,Hennepin,21145
Z55448,Minneapolis,MN,Minnesota,Anoka,27980
Z55449,Minneapolis,MN,Minnesota,Anoka,26449
Z55450,Minneapolis,MN,Minnesota,Hennepin,0
Z55454,Minneapolis,MN,Minnesota,Hennepin,8294
Z55455,Minneapolis,MN,Minnesota,Hennepin,1020
Z55601,Beaver Bay,MN,Minnesota,Lake,81
Z55602,Brimson,MN,Minnesota,St. Louis,165
Z55603,Finland,MN,Minnesota,Lake,512
Z55604,Grand Marais,MN,Minnesota,Cook,3148
Z55605,Grand Portage,MN,Minnesota,Cook,609
Z55606,Hovland,MN,Minnesota,Cook,213
Z55607,Isabella,MN,Minnesota,Lake,150
Z55609,Knife River,MN,Minnesota,Lake,263
Z55612,Lutsen,MN,Minnesota,Cook,766
Z55613,Schroeder,MN,Minnesota,Cook,227
Z55614,Silver Bay,MN,Minnesota,Lake,2544
Z55615,Tofte,MN,Minnesota,Cook,231
Z55616,Two Harbors,MN,Minnesota,Lake,6966
Z55702,Alborn,MN,Minnesota,St. Louis,509
Z55703,Angora,MN,Minnesota,St. Louis,724
Z55704,Askov,MN,Minnesota,Pine,1166
Z55705,Aurora,MN,Minnesota,St. Louis,3276
Z55706,Babbitt,MN,Minnesota,St. Louis,1692
Z55707,Barnum,MN,Minnesota,Carlton,3507
Z55708,Biwabik,MN,Minnesota,St. Louis,913
Z55709,Bovey,MN,Minnesota,Itasca,4108
Z55710,Britt,MN,Minnesota,St. Louis,1132
Z55711,Brookston,MN,Minnesota,St. Louis,645
Z55712,Bruno,MN,Minnesota,Pine,545
Z55713,Buhl,MN,Minnesota,St. Louis,1167
Z55716,Calumet,MN,Minnesota,Itasca,363
Z55717,Canyon,MN,Minnesota,St. Louis,252
Z55718,Carlton,MN,Minnesota,Carlton,3197
Z55719,Chisholm,MN,Minnesota,St. Louis,5850
Z55720,Cloquet,MN,Minnesota,Carlton,16956
Z55721,Cohasset,MN,Minnesota,Itasca,3594
Z55722,Coleraine,MN,Minnesota,Itasca,1232
Z55723,Cook,MN,Minnesota,St. Louis,2426
Z55724,Cotton,MN,Minnesota,St. Louis,803
Z55725,Crane Lake,MN,Minnesota,St. Louis,112
Z55726,Cromwell,MN,Minnesota,Carlton,1017
Z55731,Ely,MN,Minnesota,St. Louis,5797
Z55732,Embarrass,MN,Minnesota,St. Louis,1318
Z55733,Esko,MN,Minnesota,Carlton,4729
Z55734,Eveleth,MN,Minnesota,St. Louis,6210
Z55735,Finlayson,MN,Minnesota,Pine,1747
Z55736,Floodwood,MN,Minnesota,St. Louis,1473
Z55738,Forbes,MN,Minnesota,St. Louis,539
Z55741,Gilbert,MN,Minnesota,St. Louis,3221
Z55742,Goodland,MN,Minnesota,Itasca,356
Z55744,Grand Rapids,MN,Minnesota,Itasca,20433
Z55746,Hibbing,MN,Minnesota,St. Louis,17069
Z55748,Hill City,MN,Minnesota,Aitkin,1311
Z55749,Holyoke,MN,Minnesota,Carlton,459
Z55750,Hoyt Lakes,MN,Minnesota,St. Louis,2006
Z55751,Iron,MN,Minnesota,St. Louis,1508
Z55752,Jacobson,MN,Minnesota,Aitkin,333
Z55753,Keewatin,MN,Minnesota,Itasca,940
Z55756,Kerrick,MN,Minnesota,Pine,440
Z55757,Kettle River,MN,Minnesota,Carlton,932
Z55758,Kinney,MN,Minnesota,St. Louis,146
Z55760,Mcgregor,MN,Minnesota,Aitkin,3187
Z55763,Makinen,MN,Minnesota,St. Louis,574
Z55764,Marble,MN,Minnesota,Itasca,534
Z55765,Meadowlands,MN,Minnesota,St. Louis,828
Z55766,Melrude,MN,Minnesota,St. Louis,35
Z55767,Moose Lake,MN,Minnesota,Carlton,4626
Z55768,Mountain Iron,MN,Minnesota,St. Louis,2910
Z55769,Nashwauk,MN,Minnesota,Itasca,2430
Z55771,Orr,MN,Minnesota,St. Louis,1810
Z55772,Nett Lake,MN,Minnesota,St. Louis,156
Z55775,Pengilly,MN,Minnesota,Itasca,1202
Z55779,Saginaw,MN,Minnesota,St. Louis,3849
Z55780,Sawyer,MN,Minnesota,Carlton,208
Z55781,Side Lake,MN,Minnesota,St. Louis,689
Z55782,Soudan,MN,Minnesota,St. Louis,462
Z55783,Sturgeon Lake,MN,Minnesota,Pine,2190
Z55784,Swan River,MN,Minnesota,Itasca,108
Z55785,Swatara,MN,Minnesota,Aitkin,189
Z55786,Taconite,MN,Minnesota,Itasca,328
Z55787,Tamarack,MN,Minnesota,Aitkin,446
Z55790,Tower,MN,Minnesota,St. Louis,2094
Z55792,Virginia,MN,Minnesota,St. Louis,10024
Z55793,Warba,MN,Minnesota,Itasca,516
Z55795,Willow River,MN,Minnesota,Pine,1611
Z55797,Wrenshall,MN,Minnesota,Carlton,1417
Z55798,Wright,MN,Minnesota,Carlton,574
Z55802,Duluth,MN,Minnesota,St. Louis,2271
Z55803,Duluth,MN,Minnesota,St. Louis,17143
Z55804,Duluth,MN,Minnesota,St. Louis,14744
Z55805,Duluth,MN,Minnesota,St. Louis,10218
Z55806,Duluth,MN,Minnesota,St. Louis,9445
Z55807,Duluth,MN,Minnesota,St. Louis,10029
Z55808,Duluth,MN,Minnesota,St. Louis,5696
Z55810,Duluth,MN,Minnesota,St. Louis,8859
Z55811,Duluth,MN,Minnesota,St. Louis,26346
Z55812,Duluth,MN,Minnesota,St. Louis,11544
Z55814,Duluth,MN,Minnesota,St. Louis,782
Z55901,Rochester,MN,Minnesota,Olmsted,53451
Z55902,Rochester,MN,Minnesota,Olmsted,23026
Z55904,Rochester,MN,Minnesota,Olmsted,26489
Z55905,Rochester,MN,Minnesota,Olmsted,0
Z55906,Rochester,MN,Minnesota,Olmsted,18771
Z55909,Adams,MN,Minnesota,Mower,1337
Z55910,Altura,MN,Minnesota,Winona,1377
Z55912,Austin,MN,Minnesota,Mower,28775
Z55917,Blooming Prairie,MN,Minnesota,Steele,3608
Z55918,Brownsdale,MN,Minnesota,Mower,1117
Z55919,Brownsville,MN,Minnesota,Houston,991
Z55920,Byron,MN,Minnesota,Olmsted,7321
Z55921,Caledonia,MN,Minnesota,Houston,4703
Z55922,Canton,MN,Minnesota,Fillmore,785
Z55923,Chatfield,MN,Minnesota,Fillmore,4608
Z55924,Claremont,MN,Minnesota,Dodge,1325
Z55925,Dakota,MN,Minnesota,Winona,1045
Z55926,Dexter,MN,Minnesota,Mower,716
Z55927,Dodge Center,MN,Minnesota,Dodge,4202
Z55929,Dover,MN,Minnesota,Olmsted,1264
Z55931,Eitzen,MN,Minnesota,Houston,332
Z55932,Elgin,MN,Minnesota,Wabasha,2143
Z55933,Elkton,MN,Minnesota,Mower,262
Z55934,Eyota,MN,Minnesota,Olmsted,3304
Z55935,Fountain,MN,Minnesota,Fillmore,977
Z55936,Grand Meadow,MN,Minnesota,Mower,1865
Z55939,Harmony,MN,Minnesota,Fillmore,2028
Z55940,Hayfield,MN,Minnesota,Dodge,2691
Z55941,Hokah,MN,Minnesota,Houston,924
Z55943,Houston,MN,Minnesota,Houston,3134
Z55944,Kasson,MN,Minnesota,Dodge,7235
Z55945,Kellogg,MN,Minnesota,Wabasha,1200
Z55946,Kenyon,MN,Minnesota,Goodhue,3167
Z55947,La Crescent,MN,Minnesota,Houston,7565
Z55949,Lanesboro,MN,Minnesota,Fillmore,1786
Z55950,Lansing,MN,Minnesota,Mower,176
Z55951,Le Roy,MN,Minnesota,Mower,1349
Z55952,Lewiston,MN,Minnesota,Winona,2477
Z55953,Lyle,MN,Minnesota,Mower,874
Z55954,Mabel,MN,Minnesota,Fillmore,1334
Z55955,Mantorville,MN,Minnesota,Dodge,2697
Z55956,Mazeppa,MN,Minnesota,Wabasha,1971
Z55957,Millville,MN,Minnesota,Wabasha,644
Z55959,Minnesota City,MN,Minnesota,Winona,2598
Z55960,Oronoco,MN,Minnesota,Olmsted,3195
Z55961,Ostrander,MN,Minnesota,Fillmore,346
Z55962,Peterson,MN,Minnesota,Fillmore,742
Z55963,Pine Island,MN,Minnesota,Goodhue,5112
Z55964,Plainview,MN,Minnesota,Wabasha,4343
Z55965,Preston,MN,Minnesota,Fillmore,2478
Z55967,Racine,MN,Minnesota,Mower,959
Z55968,Reads Landing,MN,Minnesota,Wabasha,117
Z55969,Rollingstone,MN,Minnesota,Winona,1128
Z55970,Rose Creek,MN,Minnesota,Mower,992
Z55971,Rushford,MN,Minnesota,Fillmore,3270
Z55972,Saint Charles,MN,Minnesota,Winona,5097
Z55973,Sargeant,MN,Minnesota,Mower,293
Z55974,Spring Grove,MN,Minnesota,Houston,2086
Z55975,Spring Valley,MN,Minnesota,Fillmore,4390
Z55976,Stewartville,MN,Minnesota,Olmsted,7670
Z55977,Taopi,MN,Minnesota,Mower,233
Z55979,Utica,MN,Minnesota,Winona,1154
Z55981,Wabasha,MN,Minnesota,Wabasha,4135
Z55982,Waltham,MN,Minnesota,Mower,460
Z55983,Wanamingo,MN,Minnesota,Goodhue,1590
Z55985,West Concord,MN,Minnesota,Dodge,1966
Z55987,Winona,MN,Minnesota,Winona,35221
Z55990,Wykoff,MN,Minnesota,Fillmore,810
Z55991,Zumbro Falls,MN,Minnesota,Wabasha,1256
Z55992,Zumbrota,MN,Minnesota,Goodhue,4907
Z56001,Mankato,MN,Minnesota,Blue Earth,47211
Z56003,Mankato,MN,Minnesota,Nicollet,14302
Z56007,Albert Lea,MN,Minnesota,Freeborn,21019
Z56009,Alden,MN,Minnesota,Freeborn,1479
Z56010,Amboy,MN,Minnesota,Blue Earth,1136
Z56011,Belle Plaine,MN,Minnesota,Scott,9023
Z56013,Blue Earth,MN,Minnesota,Faribault,4389
Z56014,Bricelyn,MN,Minnesota,Faribault,711
Z56016,Clarks Grove,MN,Minnesota,Freeborn,983
Z56017,Cleveland,MN,Minnesota,Le Sueur,1662
Z56019,Comfrey,MN,Minnesota,Brown,882
Z56020,Conger,MN,Minnesota,Freeborn,109
Z56021,Courtland,MN,Minnesota,Nicollet,1059
Z56022,Darfur,MN,Minnesota,Watonwan,74
Z56023,Delavan,MN,Minnesota,Faribault,554
Z56024,Eagle Lake,MN,Minnesota,Blue Earth,2938
Z56025,Easton,MN,Minnesota,Faribault,507
Z56026,Ellendale,MN,Minnesota,Steele,1930
Z56027,Elmore,MN,Minnesota,Faribault,903
Z56028,Elysian,MN,Minnesota,Le Sueur,1307
Z56029,Emmons,MN,Minnesota,Freeborn,712
Z56031,Fairmont,MN,Minnesota,Martin,11952
Z56032,Freeborn,MN,Minnesota,Freeborn,335
Z56033,Frost,MN,Minnesota,Faribault,351
Z56034,Garden City,MN,Minnesota,Blue Earth,658
Z56035,Geneva,MN,Minnesota,Freeborn,411
Z56036,Glenville,MN,Minnesota,Freeborn,2008
Z56037,Good Thunder,MN,Minnesota,Blue Earth,1539
Z56039,Granada,MN,Minnesota,Martin,1047
Z56041,Hanska,MN,Minnesota,Brown,1027
Z56042,Hartland,MN,Minnesota,Freeborn,653
Z56043,Hayward,MN,Minnesota,Freeborn,526
Z56044,Henderson,MN,Minnesota,Sibley,1978
Z56045,Hollandale,MN,Minnesota,Freeborn,920
Z56046,Hope,MN,Minnesota,Steele,62
Z56047,Huntley,MN,Minnesota,Faribault,181
Z56048,Janesville,MN,Minnesota,Waseca,4108
Z56050,Kasota,MN,Minnesota,Le Sueur,1654
Z56051,Kiester,MN,Minnesota,Faribault,634
Z56052,Kilkenny,MN,Minnesota,Le Sueur,937
Z56054,Lafayette,MN,Minnesota,Nicollet,866
Z56055,Lake Crystal,MN,Minnesota,Blue Earth,3944
Z56056,La Salle,MN,Minnesota,Watonwan,59
Z56057,Le Center,MN,Minnesota,Le Sueur,3737
Z56058,Le Sueur,MN,Minnesota,Le Sueur,5910
Z56060,Lewisville,MN,Minnesota,Watonwan,409
Z56062,Madelia,MN,Minnesota,Watonwan,3275
Z56063,Madison Lake,MN,Minnesota,Blue Earth,2747
Z56065,Mapleton,MN,Minnesota,Blue Earth,2805
Z56068,Minnesota Lake,MN,Minnesota,Faribault,980
Z56069,Montgomery,MN,Minnesota,Le Sueur,4582
Z56071,New Prague,MN,Minnesota,Le Sueur,12071
Z56072,New Richland,MN,Minnesota,Waseca,2268
Z56073,New Ulm,MN,Minnesota,Brown,16654
Z56074,Nicollet,MN,Minnesota,Nicollet,1976
Z56075,Northrop,MN,Minnesota,Martin,221
Z56078,Pemberton,MN,Minnesota,Blue Earth,477
Z56080,Saint Clair,MN,Minnesota,Blue Earth,798
Z56081,Saint James,MN,Minnesota,Watonwan,5921
Z56082,Saint Peter,MN,Minnesota,Nicollet,13920
Z56083,Sanborn,MN,Minnesota,Redwood,1003
Z56085,Sleepy Eye,MN,Minnesota,Brown,5331
Z56087,Springfield,MN,Minnesota,Brown,3078
Z56088,Truman,MN,Minnesota,Martin,1942
Z56089,Twin Lakes,MN,Minnesota,Freeborn,176
Z56090,Vernon Center,MN,Minnesota,Blue Earth,711
Z56091,Waldorf,MN,Minnesota,Waseca,336
Z56093,Waseca,MN,Minnesota,Waseca,12704
Z56096,Waterville,MN,Minnesota,Le Sueur,2952
Z56097,Wells,MN,Minnesota,Faribault,3671
Z56098,Winnebago,MN,Minnesota,Faribault,2131
Z56101,Windom,MN,Minnesota,Cottonwood,5855
Z56110,Adrian,MN,Minnesota,Nobles,2011
Z56111,Alpha,MN,Minnesota,Jackson,508
Z56113,Arco,MN,Minnesota,Lincoln,291
Z56114,Avoca,MN,Minnesota,Murray,289
Z56115,Balaton,MN,Minnesota,Lyon,1199
Z56116,Beaver Creek,MN,Minnesota,Rock,651
Z56117,Bigelow,MN,Minnesota,Nobles,340
Z56118,Bingham Lake,MN,Minnesota,Cottonwood,382
Z56119,Brewster,MN,Minnesota,Nobles,1028
Z56120,Butterfield,MN,Minnesota,Watonwan,1132
Z56121,Ceylon,MN,Minnesota,Martin,593
Z56122,Chandler,MN,Minnesota,Murray,586
Z56123,Currie,MN,Minnesota,Murray,475
Z56125,Dovray,MN,Minnesota,Murray,69
Z56127,Dunnell,MN,Minnesota,Martin,388
Z56128,Edgerton,MN,Minnesota,Pipestone,2097
Z56129,Ellsworth,MN,Minnesota,Nobles,741
Z56131,Fulda,MN,Minnesota,Murray,2412
Z56132,Garvin,MN,Minnesota,Lyon,501
Z56134,Hardwick,MN,Minnesota,Rock,492
Z56136,Hendricks,MN,Minnesota,Lincoln,1059
Z56137,Heron Lake,MN,Minnesota,Jackson,1068
Z56138,Hills,MN,Minnesota,Rock,967
Z56139,Holland,MN,Minnesota,Pipestone,387
Z56140,Ihlen,MN,Minnesota,Pipestone,44
Z56141,Iona,MN,Minnesota,Murray,324
Z56142,Ivanhoe,MN,Minnesota,Lincoln,912
Z56143,Jackson,MN,Minnesota,Jackson,4442
Z56144,Jasper,MN,Minnesota,Pipestone,1168
Z56145,Jeffers,MN,Minnesota,Cottonwood,647
Z56146,Kanaranzi,MN,Minnesota,Rock,45
Z56147,Kenneth,MN,Minnesota,Rock,164
Z56149,Lake Benton,MN,Minnesota,Lincoln,1255
Z56150,Lakefield,MN,Minnesota,Jackson,2631
Z56151,Lake Wilson,MN,Minnesota,Murray,838
Z56152,Lamberton,MN,Minnesota,Redwood,1544
Z56153,Leota,MN,Minnesota,Nobles,212
Z56155,Lismore,MN,Minnesota,Nobles,443
Z56156,Luverne,MN,Minnesota,Rock,5871
Z56157,Lynd,MN,Minnesota,Lyon,915
Z56158,Magnolia,MN,Minnesota,Rock,418
Z56159,Mountain Lake,MN,Minnesota,Cottonwood,2830
Z56160,Odin,MN,Minnesota,Watonwan,185
Z56161,Okabena,MN,Minnesota,Jackson,326
Z56162,Ormsby,MN,Minnesota,Martin,260
Z56164,Pipestone,MN,Minnesota,Pipestone,5625
Z56165,Reading,MN,Minnesota,Nobles,458
Z56166,Revere,MN,Minnesota,Redwood,231
Z56167,Round Lake,MN,Minnesota,Nobles,685
Z56168,Rushmore,MN,Minnesota,Nobles,855
Z56169,Russell,MN,Minnesota,Lyon,730
Z56170,Ruthton,MN,Minnesota,Pipestone,549
Z56171,Sherburn,MN,Minnesota,Martin,1758
Z56172,Slayton,MN,Minnesota,Murray,3071
Z56173,Steen,MN,Minnesota,Rock,435
Z56174,Storden,MN,Minnesota,Cottonwood,336
Z56175,Tracy,MN,Minnesota,Lyon,2921
Z56176,Trimont,MN,Minnesota,Martin,1089
Z56178,Tyler,MN,Minnesota,Lincoln,1777
Z56180,Walnut Grove,MN,Minnesota,Redwood,1391
Z56181,Welcome,MN,Minnesota,Martin,1134
Z56183,Westbrook,MN,Minnesota,Cottonwood,1280
Z56185,Wilmont,MN,Minnesota,Nobles,578
Z56186,Woodstock,MN,Minnesota,Pipestone,372
Z56187,Worthington,MN,Minnesota,Nobles,14338
Z56201,Willmar,MN,Minnesota,Kandiyohi,23092
Z56207,Alberta,MN,Minnesota,Stevens,245
Z56208,Appleton,MN,Minnesota,Swift,2133
Z56209,Atwater,MN,Minnesota,Kandiyohi,2282
Z56210,Barry,MN,Minnesota,Big Stone,9
Z56211,Beardsley,MN,Minnesota,Big Stone,419
Z56212,Bellingham,MN,Minnesota,Lac qui Parle,478
Z56214,Belview,MN,Minnesota,Redwood,749
Z56215,Benson,MN,Minnesota,Swift,4307
Z56216,Blomkest,MN,Minnesota,Kandiyohi,686
Z56218,Boyd,MN,Minnesota,Lac qui Parle,576
Z56219,Browns Valley,MN,Minnesota,Traverse,817
Z56220,Canby,MN,Minnesota,Yellow Medicine,2986
Z56221,Chokio,MN,Minnesota,Stevens,703
Z56222,Clara City,MN,Minnesota,Chippewa,1956
Z56223,Clarkfield,MN,Minnesota,Yellow Medicine,1338
Z56224,Clements,MN,Minnesota,Redwood,404
Z56225,Clinton,MN,Minnesota,Big Stone,650
Z56226,Clontarf,MN,Minnesota,Swift,227
Z56227,Correll,MN,Minnesota,Big Stone,190
Z56228,Cosmos,MN,Minnesota,Meeker,871
Z56229,Cottonwood,MN,Minnesota,Lyon,1926
Z56230,Danube,MN,Minnesota,Renville,874
Z56231,Danvers,MN,Minnesota,Swift,455
Z56232,Dawson,MN,Minnesota,Lac qui Parle,2446
Z56235,Donnelly,MN,Minnesota,Stevens,544
Z56236,Dumont,MN,Minnesota,Traverse,359
Z56237,Echo,MN,Minnesota,Yellow Medicine,571
Z56239,Ghent,MN,Minnesota,Lyon,564
Z56240,Graceville,MN,Minnesota,Big Stone,1004
Z56241,Granite Falls,MN,Minnesota,Yellow Medicine,3840
Z56243,Grove City,MN,Minnesota,Meeker,1758
Z56244,Hancock,MN,Minnesota,Stevens,1379
Z56245,Hanley Falls,MN,Minnesota,Yellow Medicine,613
Z56248,Herman,MN,Minnesota,Grant,741
Z56249,Holloway,MN,Minnesota,Swift,273
Z56251,Kandiyohi,MN,Minnesota,Kandiyohi,1073
Z56252,Kerkhoven,MN,Minnesota,Swift,1264
Z56253,Lake Lillian,MN,Minnesota,Kandiyohi,1082
Z56255,Lucan,MN,Minnesota,Redwood,363
Z56256,Madison,MN,Minnesota,Lac qui Parle,2536
Z56257,Marietta,MN,Minnesota,Lac qui Parle,409
Z56258,Marshall,MN,Minnesota,Lyon,15358
Z56260,Maynard,MN,Minnesota,Chippewa,815
Z56262,Milan,MN,Minnesota,Chippewa,745
Z56263,Milroy,MN,Minnesota,Redwood,489
Z56264,Minneota,MN,Minnesota,Lyon,2208
Z56265,Montevideo,MN,Minnesota,Chippewa,7659
Z56266,Morgan,MN,Minnesota,Redwood,1612
Z56267,Morris,MN,Minnesota,Stevens,7082
Z56270,Morton,MN,Minnesota,Renville,950
Z56271,Murdock,MN,Minnesota,Swift,1188
Z56273,New London,MN,Minnesota,Kandiyohi,4966
Z56274,Norcross,MN,Minnesota,Grant,124
Z56276,Odessa,MN,Minnesota,Big Stone,345
Z56277,Olivia,MN,Minnesota,Renville,3018
Z56278,Ortonville,MN,Minnesota,Big Stone,2780
Z56279,Pennock,MN,Minnesota,Kandiyohi,1402
Z56280,Porter,MN,Minnesota,Yellow Medicine,520
Z56281,Prinsburg,MN,Minnesota,Kandiyohi,632
Z56282,Raymond,MN,Minnesota,Kandiyohi,1438
Z56283,Redwood Falls,MN,Minnesota,Redwood,6406
Z56284,Renville,MN,Minnesota,Renville,2336
Z56285,Sacred Heart,MN,Minnesota,Renville,1184
Z56287,Seaforth,MN,Minnesota,Redwood,86
Z56288,Spicer,MN,Minnesota,Kandiyohi,4704
Z56289,Sunburg,MN,Minnesota,Kandiyohi,612
Z56291,Taunton,MN,Minnesota,Lyon,563
Z56292,Vesta,MN,Minnesota,Redwood,577
Z56293,Wabasso,MN,Minnesota,Redwood,1151
Z56294,Wanda,MN,Minnesota,Redwood,59
Z56295,Watson,MN,Minnesota,Chippewa,300
Z56296,Wheaton,MN,Minnesota,Traverse,2073
Z56297,Wood Lake,MN,Minnesota,Yellow Medicine,866
Z56301,Saint Cloud,MN,Minnesota,Stearns,32943
Z56303,Saint Cloud,MN,Minnesota,Stearns,25775
Z56304,Saint Cloud,MN,Minnesota,Stearns,15962
Z56307,Albany,MN,Minnesota,Stearns,5260
Z56308,Alexandria,MN,Minnesota,Douglas,24606
Z56309,Ashby,MN,Minnesota,Grant,1240
Z56310,Avon,MN,Minnesota,Stearns,5347
Z56311,Barrett,MN,Minnesota,Grant,683
Z56312,Belgrade,MN,Minnesota,Stearns,2246
Z56313,Bock,MN,Minnesota,Mille Lacs,89
Z56314,Bowlus,MN,Minnesota,Morrison,1330
Z56315,Brandon,MN,Minnesota,Douglas,1651
Z56316,Brooten,MN,Minnesota,Stearns,1432
Z56318,Burtrum,MN,Minnesota,Todd,1174
Z56319,Carlos,MN,Minnesota,Douglas,1458
Z56320,Cold Spring,MN,Minnesota,Stearns,8069
Z56321,Collegeville,MN,Minnesota,Stearns,1635
Z56323,Cyrus,MN,Minnesota,Pope,552
Z56324,Dalton,MN,Minnesota,Otter Tail,1215
Z56325,Elrosa,MN,Minnesota,Stearns,174
Z56326,Evansville,MN,Minnesota,Douglas,1518
Z56327,Farwell,MN,Minnesota,Pope,770
Z56328,Flensburg,MN,Minnesota,Morrison,134
Z56329,Foley,MN,Minnesota,Benton,7357
Z56330,Foreston,MN,Minnesota,Mille Lacs,1860
Z56331,Freeport,MN,Minnesota,Stearns,1832
Z56332,Garfield,MN,Minnesota,Douglas,1243
Z56334,Glenwood,MN,Minnesota,Pope,5641
Z56335,Greenwald,MN,Minnesota,Stearns,221
Z56336,Grey Eagle,MN,Minnesota,Todd,1510
Z56338,Hillman,MN,Minnesota,Morrison,1667
Z56339,Hoffman,MN,Minnesota,Grant,1254
Z56340,Holdingford,MN,Minnesota,Stearns,2203
Z56342,Isle,MN,Minnesota,Mille Lacs,2651
Z56343,Kensington,MN,Minnesota,Douglas,894
Z56345,Little Falls,MN,Minnesota,Morrison,14596
Z56347,Long Prairie,MN,Minnesota,Todd,6856
Z56349,Lowry,MN,Minnesota,Pope,814
Z56350,Mc Grath,MN,Minnesota,Aitkin,578
Z56352,Melrose,MN,Minnesota,Stearns,6001
Z56353,Milaca,MN,Minnesota,Mille Lacs,8952
Z56354,Miltona,MN,Minnesota,Douglas,1404
Z56355,Nelson,MN,Minnesota,Douglas,469
Z56356,New Munich,MN,Minnesota,Stearns,339
Z56357,Oak Park,MN,Minnesota,Benton,954
Z56358,Ogilvie,MN,Minnesota,Kanabec,3221
Z56359,Onamia,MN,Minnesota,Mille Lacs,3791
Z56360,Osakis,MN,Minnesota,Douglas,4022
Z56361,Parkers Prairie,MN,Minnesota,Otter Tail,2259
Z56362,Paynesville,MN,Minnesota,Stearns,5630
Z56363,Pease,MN,Minnesota,Mille Lacs,203
Z56364,Pierz,MN,Minnesota,Morrison,5385
Z56367,Rice,MN,Minnesota,Benton,6658
Z56368,Richmond,MN,Minnesota,Stearns,4551
Z56369,Rockville,MN,Minnesota,Stearns,653
Z56371,Roscoe,MN,Minnesota,Stearns,131
Z56373,Royalton,MN,Minnesota,Morrison,3038
Z56374,Saint Joseph,MN,Minnesota,Stearns,10089
Z56375,Saint Stephen,MN,Minnesota,Stearns,966
Z56376,Saint Martin,MN,Minnesota,Stearns,420
Z56377,Sartell,MN,Minnesota,Stearns,17953
Z56378,Sauk Centre,MN,Minnesota,Stearns,7931
Z56379,Sauk Rapids,MN,Minnesota,Benton,16639
Z56381,Starbuck,MN,Minnesota,Pope,2288
Z56382,Swanville,MN,Minnesota,Morrison,1502
Z56384,Upsala,MN,Minnesota,Morrison,348
Z56385,Villard,MN,Minnesota,Pope,857
Z56386,Wahkon,MN,Minnesota,Mille Lacs,622
Z56387,Waite Park,MN,Minnesota,Stearns,6750
Z56389,West Union,MN,Minnesota,Todd,144
Z56401,Brainerd,MN,Minnesota,Crow Wing,29342
Z56425,Baxter,MN,Minnesota,Crow Wing,7789
Z56431,Aitkin,MN,Minnesota,Aitkin,9042
Z56433,Akeley,MN,Minnesota,Hubbard,1758
Z56434,Aldrich,MN,Minnesota,Wadena,309
Z56435,Backus,MN,Minnesota,Cass,2570
Z56436,Benedict,MN,Minnesota,Hubbard,64
Z56437,Bertha,MN,Minnesota,Todd,1458
Z56438,Browerville,MN,Minnesota,Todd,2926
Z56440,Clarissa,MN,Minnesota,Todd,1490
Z56441,Crosby,MN,Minnesota,Crow Wing,3504
Z56442,Crosslake,MN,Minnesota,Crow Wing,2273
Z56443,Cushing,MN,Minnesota,Morrison,1385
Z56444,Deerwood,MN,Minnesota,Crow Wing,3031
Z56446,Eagle Bend,MN,Minnesota,Todd,1493
Z56447,Emily,MN,Minnesota,Crow Wing,1051
Z56448,Fifty Lakes,MN,Minnesota,Crow Wing,289
Z56449,Fort Ripley,MN,Minnesota,Crow Wing,1975
Z56450,Garrison,MN,Minnesota,Crow Wing,933
Z56452,Hackensack,MN,Minnesota,Cass,1912
Z56453,Hewitt,MN,Minnesota,Todd,853
Z56455,Ironton,MN,Minnesota,Crow Wing,1745
