"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI"
"Z68626","Brainard","NE",678,7.7,5,19.6,4.6,100.7,12.8,0,7579,5422,3787,2353,10099,8585,14146,7424.42857142857,4362
"Z68627","Cedar Rapids","NE",577,10.9,23.9,17.4,15.2,86.1,-6.59999999999999,-5.59999999999999,12173,23995,2149,14771,15408,19457,19436,15341.2857142857,17539
"Z68628","Clarks","NE",846,7.8,13.6,18.1,10.5,84.1,39.6,0,7731,19937,2622,9438,16168,2321,13808,10289.2857142857,8791
"Z68629","Clarkson","NE",1465,3.90000000000001,13.7,17.2,10.3,88.5,-4.5,7.3,2292,20017,2020,9195,14459,18573,7347,10557.5714285714,9260
"Z68631","Creston","NE",515,8.09999999999999,3.2,16.5,7.2,95,39.4,10,8193,2027,1633,5295,12058,2338,5519,5294.71428571429,1706
"Z68632","David City","NE",3974,11.4,4.1,15.8,9.7,88.8,6.59999999999999,3.09999999999999,12794,3647,1345,8431,14344,12161,10929,9093,6875
"Z68633","Dodge","NE",1328,11.3,13.7,22.4,8.1,96.5,4.7,-4.8,12662,20040,6649,6480,11531,13401,18942,12815,13192
"Z68636","Elgin","NE",1154,9.3,10.6,10.6,8.2,100.5,0,14.9,9990,16364,253,6550,10156,16277,3491,9011.57142857143,6739
"Z68637","Ericson","NE",330,8.59999999999999,7.1,12.9,6.1,78.4,-4.3,42.9,8945,10066,564,3995,18274,18492,542,8696.85714285714,6230
"Z68638","Fullerton","NE",1751,11.9,15.5,21.2,14.3,69.6,-4.5,-3.2,13367,21442,5422,13802,20924,18593,17757,15901,18456
"Z68640","Genoa","NE",1530,9.5,5,20.9,11.2,102,38.9,2.59999999999999,10277,5444,5007,10290,9704,2368,11350,7777.14285714286,4878
"Z68641","Howells","NE",1012,7,7.4,16.3,6.6,110.7,54.2,10.8,6480,10730,1558,4591,7318,1430,5127,5319.14285714286,1722
"Z68642","Humphrey","NE",1869,4.40000000000001,7,19.6,7.8,114.1,-0.700000000000003,14.3,2872,9827,3813,6072,6551,16732,3728,7085,3831
"Z68643","Leigh","NE",998,4.90000000000001,6.9,10.8,4.4,116.2,-12.7,-16.7,3498,9601,272,2125,6121,21206,23073,9413.71428571429,7423
"Z68647","Monroe","NE",644,4.7,4.2,17.1,6.9,94.1,74.8,17.6,3263,3750,1933,4955,12390,883,2754,4275.42857142857,853
"Z68649","North Bend","NE",1879,7.3,5.4,17.6,5.4,112.9,13.8,8,6929,6296,2258,3210,6803,8078,6800,5767.71428571429,2173
"Z68651","Osceola","NE",1420,4.8,11.2,14.5,3.9,111.9,-9.59999999999999,2,3370,17144,920,1666,7026,20425,12015,8938,6620
"Z68652","Petersburg","NE",701,3.8,6.1,10.6,1.9,109.5,-9.40000000000001,0,2194,7777,250,403,7593,20371,14870,7636.85714285714,4665
"Z68653","Platte Center","NE",766,10.1,9.7,8.2,6.8,99.4,43,15,11127,14975,100,4816,10516,2053,3439,6718,3351
"Z68654","Polk","NE",495,2.90000000000001,23.3,25,8.5,95.3,8.8,10,1329,23921,9532,6995,11947,10776,5577,10011,8351
"Z68655","Primrose","NE",138,6.90000000000001,11.5,14.3,9.4,87.6,13,25,6349,17558,863,8025,14803,8496,1576,8238.57142857143,5534
"Z68658","Rising City","NE",631,5.90000000000001,2.7,14.5,9.4,109.9,56.5,-11.8,4858,1319,898,8026,7508,1332,22000,6563,3172
"Z68660","Saint Edward","NE",1313,7.59999999999999,9.2,20.6,11.4,87,3.7,-6.90000000000001,7423,14104,4752,10514,15033,14046,20161,12290.4285714286,12233
"Z68661","Schuyler","NE",7163,40.9,6,19.3,14.9,94.9,5.2,0.700000000000003,24337,7754,3545,14455,12127,13078,13206,12643.1428571429,12876
"Z68662","Shelby","NE",1216,10.4,9.5,8.59999999999999,9.5,100.4,26,8.7,11532,14668,118,8163,10188,4149,6322,7877.14285714286,5050
"Z68663","Silver Creek","NE",741,9.8,10.7,22.5,18.1,73.8,12.1,-21.1,10730,16516,6758,17353,19785,8966,23605,14816.1428571429,16676
"Z68664","Snyder","NE",348,9.8,15.1,13,9.4,85.3,5.5,30,10731,21141,585,8023,15708,12907,1144,10034.1428571429,8382
"Z68665","Spalding","NE",969,5.3,10,20.2,8.2,91.2,-25.8,0,4017,15416,4363,6577,13435,23082,15117,11715.2857142857,11192
"Z68666","Stromsburg","NE",1549,8.2,7.3,16,8.2,113.8,29.6,7.3,8344,10535,1439,6557,6612,3477,7290,6322,2843
"Z68669","Ulysses","NE",398,8.90000000000001,13.9,28.3,11.6,90.3,30.8,10,9397,20201,13004,10802,13773,3293,5524,10856.2857142857,9761
"Z68701","Norfolk","NE",30660,10.2,5.3,15.4,14.6,94.4,5.09999999999999,4.8,11240,6111,1218,14136,12309,13142,9335,9641.57142857143,7729
"Z68710","Allen","NE",844,8.2,11.6,25.3,7.3,103,105.7,7.7,8345,17704,9873,5489,9410,488,6967,8325.14285714286,5666
"Z68713","Atkinson","NE",2267,6,8.8,15.4,10.4,94.2,-6.40000000000001,4.8,5008,13364,1229,9313,12368,19371,9365,10002.5714285714,8341
"Z68714","Bassett","NE",1163,7.09999999999999,12.6,14.1,12.1,94.1,3.09999999999999,0,6631,18896,811,11356,12400,14395,14470,11279.8571428571,10450
"Z68715","Battle Creek","NE",1445,5.8,7.5,13.2,9.9,117.5,2.59999999999999,9.40000000000001,4722,10927,613,8668,5863,14726,5908,7346.71428571429,4241
"Z68716","Beemer","NE",932,12.4,17.7,12.5,8.2,87.5,14.1,6.5,13934,22580,480,6553,14829,7941,7912,10604.1428571429,9342
"Z68717","Belden","NE",207,4.40000000000001,27.9,9.3,1.9,115.6,0,0,2873,24349,156,402,6242,16230,14571,9260.42857142857,7161
"Z68718","Bloomfield","NE",1724,11.2,10.7,18.9,12.6,76.8,-3.40000000000001,-3.2,12531,16522,3222,11958,18868,18101,17752,14136.2857142857,15535
"Z68720","Brunswick","NE",259,9.2,11.3,8.40000000000001,13.9,99.8,2.59999999999999,-16.7,9843,17301,110,13372,10404,14740,23042,12687.4285714286,12965
"Z68722","Butte","NE",617,6.59999999999999,9.7,23.3,9.5,78.9,19.2,-6.2,5870,14939,7654,8216,18099,5919,19778,11496.4285714286,10842
"Z68723","Carroll","NE",509,7.3,14,12.9,7.7,121.7,-12.5,33.3,6930,20279,571,5916,5171,21163,969,8714.14285714286,6263
"Z68725","Chambers","NE",449,7.09999999999999,17.3,16.8,9.6,79.4,-18.6,-21.4,6632,22387,1812,8303,17916,22260,23648,14708.2857142857,16511
"Z68726","Clearwater","NE",840,6.3,6.4,23,17.3,78.7,10,0,5439,8526,7282,16691,18188,10100,14232,11494,10838
"Z68727","Coleridge","NE",831,6.8,11,15,10.5,114,-2.59999999999999,0,6170,16893,1101,9428,6580,17679,14688,10362.7142857143,8926
"Z68729","Creighton","NE",1870,9.09999999999999,8.7,9.40000000000001,7.9,96.5,16.6,3,9679,13221,160,6159,11530,6901,10986,8376.57142857143,5737
"Z68730","Crofton","NE",1801,4,8,9.2,7.9,104.7,15.3,-5.90000000000001,2417,11875,147,6157,8906,7397,19577,8068,5296
"Z68732","Dixon","NE",160,4.90000000000001,15.2,24.7,16.9,74.3,33.3,50,3499,21209,9200,16358,19617,2990,381,10464.8571428571,9096
"Z68735","Ewing","NE",872,5.09999999999999,10.8,15.7,10.8,84.6,-9.59999999999999,-10.3,3752,16618,1325,9781,15982,20432,21616,12786.5714285714,13141
"Z68736","Fordyce","NE",635,4.2,4.9,7.8,18.4,129,43.3,-20,2629,5148,85,17591,4113,2035,23433,7862,5033
"Z68739","Hartington","NE",2898,7.09999999999999,9.9,8.90000000000001,5.1,93.7,13.4,2.2,6633,15277,127,2875,12533,8280,11753,8211.14285714286,5490
"Z68740","Hoskins","NE",851,4.8,10.7,18.7,4.2,125,6.7,-18.2,3371,16479,3056,1963,4627,12079,23277,9264.57142857143,7168
"Z68743","Jackson","NE",671,5.8,20.5,17,4.9,135.6,15.8,-12.5,4723,23469,1916,2682,3320,7170,22194,9353.42857142857,7324
"Z68745","Laurel","NE",1702,6.3,5.6,14.5,12.4,102.5,-8,3.40000000000001,5440,6755,912,11728,9562,19963,10664,9289.14285714286,7207
"Z68748","Madison","NE",3213,29.6,10.8,17.7,18.3,97,-3.8,-4.5,23408,16733,2339,17499,11370,18260,18763,15481.7142857143,17802
"Z68749","Magnet","NE",56,13.3,28.9,16.7,26.8,51.1,-54.5,-25,14956,24396,1759,22018,23816,24367,24039,19335.8571428571,22809
"Z68752","Meadow Grove","NE",816,9.2,8,16.9,8.5,110.9,-37.5,9.09999999999999,9844,11925,1858,6946,7275,23866,6144,9694,7819
"Z68755","Naper","NE",216,6.3,26.4,17,7.1,97.6,-30,-25,5441,24243,1917,5173,11113,23398,24002,13612.4285714286,14648
"Z68756","Neligh","NE",1907,8.90000000000001,15.3,24,15.3,85.2,-2.90000000000001,-3.2,9398,21286,8407,14901,15760,17849,17751,15050.2857142857,17047
"Z68757","Newcastle","NE",817,11.1,9.7,25.1,21.5,80,-53.2,0,12411,14988,9625,19698,17724,24341,15245,16290.2857142857,19110
"Z68758","Newman Grove","NE",1084,5.3,22.6,18.3,15.9,88.2,8.7,19.4,4018,23843,2757,15436,14588,10845,2387,10553.4285714286,9254
"Z68761","Oakdale","NE",380,15.7,17,30.3,15,63.7,200,16.7,17214,22252,14814,14614,22277,157,2939,13466.7142857143,14381
"Z68763","Oneill","NE",4822,9.3,6.8,13.3,9.5,86.5,20.8,2.8,9991,9422,639,8167,15232,5440,11171,8580.28571428571,6041
"Z68764","Orchard","NE",715,7.7,17,23.1,16.1,84.9,104.4,36.8,7580,22240,7448,15636,15877,500,722,10000.4285714286,8335
"Z68765","Osmond","NE",1451,9.2,5.9,17.9,9.9,106.4,-16.3,4,9845,7440,2461,8680,8425,21919,10085,9836.42857142857,8079
"Z68767","Pierce","NE",3459,6.09999999999999,5.3,12.7,3.5,113.7,-7.3,-5.59999999999999,5145,6026,510,1335,6628,19710,19437,8398.71428571429,5766
"Z68768","Pilger","NE",592,5.40000000000001,10.7,12.8,11,86.6,26.1,-7.09999999999999,4162,16481,543,10031,15183,4136,20247,10111.8571428571,8504
"Z68769","Plainview","NE",1437,5.59999999999999,15,13.4,9.7,79.6,5,8.5,4436,21069,680,8423,17839,13210,6474,10304.4285714286,8818
"Z68770","Ponca","NE",1538,9.40000000000001,8.6,14.4,10.9,109.6,19.7,0,10129,13028,889,9908,7577,5776,14022,8761.28571428571,6323
"Z68771","Randolph","NE",1390,8,14.1,14,7.6,87.8,19.3,12.2,8035,20366,791,5795,14727,5899,4491,8586.28571428571,6049
"Z68776","South Sioux City","NE",14796,32.4,5,23.5,20,86.7,11.9,1.59999999999999,23788,5513,7824,18710,15159,9070,12358,13203.1428571429,13868
"Z68777","Spencer","NE",729,5.40000000000001,16.1,18.9,12.1,73.3,10.3,7.7,4163,21806,3232,11368,19933,9933,7032,11066.7142857143,10103
"Z68778","Springview","NE",518,4.2,16.7,11.7,17,61.1,12,-8,2630,22103,374,16440,22710,9031,20678,13423.7142857143,14301
"Z68779","Stanton","NE",2563,6.8,16.6,15.6,12,96.1,6.90000000000001,0,6171,22066,1297,11223,11685,11979,14335,11250.8571428571,10404
"Z68780","Stuart","NE",1057,6.59999999999999,13.7,11.5,8.9,111.9,6.3,11.1,5871,20024,343,7430,7031,12327,5000,8289.42857142857,5605
"Z68781","Tilden","NE",1582,10.4,5.2,14.2,5.6,86.3,2.2,5.7,11533,5877,831,3444,15309,15015,8592,8657.28571428571,6164
"Z68783","Verdigre","NE",1058,11,12.1,18.5,18.9,73.1,13.1,16,12301,18361,2901,17956,19991,8448,3188,11878,11463
"Z68784","Wakefield","NE",2039,15.2,7.6,17.6,12.1,102.4,33.6,-5.3,16784,11225,2268,11362,9593,2926,19209,10481,9130
"Z68786","Wausa","NE",1091,6.5,7.2,14.4,10.6,109.1,15.4,31.2,5726,10263,883,9536,7699,7346,1060,6073.28571428571,2538
"Z68787","Wayne","NE",6673,6.40000000000001,6.3,11,18.1,90.2,4.5,1,5586,8284,294,17346,13815,13549,12939,10259,8738
"Z68788","West Point","NE",4770,13.6,8.7,15.4,14.4,96.5,-1.90000000000001,-2.5,15310,13272,1228,13896,11550,17314,17185,12822.1428571429,13203
"Z68790","Winside","NE",741,2.2,12.9,11.6,6.1,113.5,6.2,-9.09999999999999,799,19186,354,3989,6682,12391,21161,9223.14285714286,7094
"Z68791","Wisner","NE",1808,11.9,6.9,17.4,8.5,87.4,-9.40000000000001,0,13368,9720,2123,6948,14877,20380,14872,11755.4285714286,11252
"Z68792","Wynot","NE",390,5,9.1,16.9,7.9,95.8,2.7,-25,3632,13932,1862,6171,11771,14680,23938,10855.1428571429,9759
"Z68801","Grand Island","NE",30941,24.2,4.9,21,20.1,86.4,-7.5,-0.599999999999994,22069,5309,5112,18774,15296,19787,15645,14570.2857142857,16267
"Z68803","Grand Island","NE",23309,10.6,7.6,17.9,10.7,97.6,8.5,3,11785,11185,2476,9667,11121,10955,11007,9742.28571428571,7922
"Z68810","Alda","NE",1114,17.6,7.2,29.4,15.1,81.9,67,34.6,18676,10411,13999,14719,16999,1043,816,10951.8571428571,9908
"Z68812","Amherst","NE",641,3.8,12.5,11.9,7.5,110.9,15.4,57.1,2195,18792,396,5658,7270,7345,279,5990.71428571429,2434
"Z68813","Anselmo","NE",565,7.2,11.5,20.3,16.6,96.7,12,14.3,6787,17561,4458,16096,11475,9005,3694,9868,8127
"Z68814","Ansley","NE",912,7.59999999999999,14.5,15.3,4.3,89.2,21.3,18.5,7424,20715,1195,2036,14193,5314,2571,7635.42857142857,4661
"Z68817","Ashton","NE",280,9.3,17.4,17.4,9.3,64.1,7.7,0,9992,22448,2147,7911,22199,11494,14306,12928.1428571429,13392
"Z68818","Aurora","NE",5280,5.8,7.1,15.1,10.8,110.4,10.4,7.5,4724,10032,1129,9780,7392,9858,7181,7156.57142857143,3953
"Z68821","Brewster","NE",100,6.2,27.3,27.9,38,59.9,-50,-25,5309,24304,12625,23949,22913,24286,24036,19631.7142857143,23064
"Z68822","Broken Bow","NE",4642,10.2,9.2,16,11.5,84.7,16.9,10.7,11241,14133,1445,10610,15936,6762,5190,9331,7287
"Z68823","Burwell","NE",2167,5.40000000000001,12.3,22.4,9.7,83,1.3,3.09999999999999,4164,18555,6646,8472,16590,15588,10945,11565.7142857143,10967
"Z68824","Cairo","NE",1486,7.90000000000001,9,16.5,5.6,111.8,-6.7,-3.40000000000001,7880,13770,1654,3456,7050,19478,17942,10175.7142857143,8598
"Z68825","Callaway","NE",1137,4.90000000000001,12,24.1,13.2,86.7,15.2,20,3500,18196,8509,12641,15144,7456,2264,9672.85714285714,7784
"Z68826","Central City","NE",3989,7.3,3,16.2,9,94.7,1.5,6.2,6931,1725,1504,7551,12182,15448,8170,7644.42857142857,4678
"Z68827","Chapman","NE",548,6.90000000000001,6.3,17.9,3.8,113.2,8,-9.09999999999999,6350,8293,2463,1598,6743,11265,21157,8267,5578
"Z68831","Dannebrog","NE",723,5.7,11.1,10.6,12.3,98.4,14.3,28.6,4577,17018,254,11594,10834,7845,1249,7624.42857142857,4644
"Z68832","Doniphan","NE",2164,5.59999999999999,2.9,15.1,6.2,130.1,3.2,20,4437,1576,1118,4113,3953,14319,2289,4543.57142857143,1059
"Z68834","Eddyville","NE",309,15.9,30.4,14.2,1,91.4,66.7,0,17373,24461,847,220,13349,1047,13691,10141.1428571429,8544
"Z68835","Elba","NE",501,13,8.4,22.7,13.6,108.7,17.6,-9.09999999999999,14626,12703,6967,13060,7815,6453,21137,11823,11368
"Z68836","Elm Creek","NE",1590,5,3.2,14.6,6.4,102.1,-9,24.1,3633,1979,935,4339,9662,20255,1710,6073.28571428571,2539
"Z68838","Farwell","NE",260,7.3,39.1,11.2,11.3,108.9,-11.9,0,6932,24594,317,10385,7755,21027,14928,12276.8571428571,12212
"Z68840","Gibbon","NE",3012,19.1,4.8,17.2,14.3,96.4,4,10.5,19605,5090,1990,13788,11595,13869,5308,10177.8571428571,8602
"Z68842","Greeley","NE",567,6.59999999999999,17.3,25.4,17.1,73.4,-35.2,-11.8,5872,22386,9982,16533,19909,23768,22049,17214.1428571429,20432
"Z68843","Hampton","NE",828,3.59999999999999,9.3,9.7,5.1,109.3,33.9,25.8,1987,14264,181,2876,7646,2888,1450,4470.28571428571,999
"Z68845","Kearney","NE",20171,4.2,3.8,13.3,16.2,100.8,44,11,2631,2965,630,15713,10088,1990,5057,5582,1975
"Z68846","Hordville","NE",343,7,2.1,17.4,15.7,117,-20,0,6481,745,2092,15257,5966,22419,15050,9715.71428571429,7866
"Z68847","Kearney","NE",17277,6.3,4.8,14.3,11.6,103.8,2.2,5,5442,4971,853,10725,9179,15005,9166,7905.85714285714,5082
"Z68850","Lexington","NE",11934,40,6.9,16.2,19,83.4,3.40000000000001,4.2,24312,9803,1519,18023,16449,14234,9865,13457.8571428571,14362
"Z68853","Loup City","NE",1538,9.40000000000001,13.7,23,15.4,83.4,-9,7.8,10130,20034,7330,14985,16445,20260,6962,13735.1428571429,14861
"Z68854","Marquette","NE",886,11.6,1.9,23.6,3.4,99,22.2,21.4,13014,626,7887,1315,10625,5075,2023,5795,2208
"Z68855","Mason City","NE",463,5.5,8.1,28.8,9.6,93.5,0,-14.3,4291,12074,13429,8386,12612,16303,22612,12815.2857142857,13193
"Z68858","Miller","NE",313,7.3,12.4,25.2,26.8,63.1,-73.7,0,6933,18680,9765,22023,22388,24587,15278,17093.4285714286,20266
"Z68860","Oconto","NE",268,6.7,11,13.8,14.9,82.6,-12,-30,6006,16890,749,14451,16723,21058,24274,14307.2857142857,15829
"Z68862","Ord","NE",2994,6.59999999999999,9.6,12,12.7,82.4,-1.09999999999999,0.700000000000003,5873,14803,409,12046,16796,16938,13225,11441.4285714286,10746
"Z68863","Overton","NE",1416,7.3,7.5,11.1,10.4,112.6,43.8,3.7,6934,10947,305,9307,6876,1999,10310,6668.28571428571,3297
"Z68864","Palmer","NE",1267,7.3,17.9,20.6,12.5,107.8,46.4,13.6,6935,22652,4773,11845,8038,1851,3939,8576.14285714286,6037
"Z68865","Phillips","NE",923,5.90000000000001,9.9,15.2,7.4,142.7,41.1,10.5,4859,15264,1157,5538,2662,2194,5267,5277.28571428571,1690
"Z68866","Pleasanton","NE",884,5.2,5.1,11.3,2.7,106.4,149.3,25,3887,5579,321,776,8413,270,1497,2963.28571428571,266
"Z68869","Ravenna","NE",2041,8.40000000000001,14.6,23.3,8.2,89.8,-35.4,-9.5,8635,20811,7667,6596,13957,23776,21346,14684,16452
"Z68870","Riverdale","NE",488,6.2,13.6,16.7,9.2,121.5,28,28.6,5310,19931,1752,7793,5205,3769,1238,6428.28571428571,2999
"Z68873","Saint Paul","NE",3453,6.59999999999999,10.8,16.7,10.4,92.1,18.7,13.8,5874,16629,1749,9314,13113,6069,3888,8090.85714285714,5321
"Z68874","Sargent","NE",968,9.09999999999999,17.6,17.5,14.6,66.6,35.6,0,9680,22531,2226,14138,21667,2679,13835,12393.7142857143,12422
"Z68875","Scotia","NE",678,9.2,20.2,26.1,7.8,80.6,8,11.8,9846,23384,10740,6129,17492,11300,4688,11939.8571428571,11580
"Z68876","Shelton","NE",1516,12.7,9.7,10.3,7.3,112.8,-11.5,5.40000000000001,14300,15007,217,5403,6835,20936,8846,10220.5714285714,8683
"Z68883","Wood River","NE",2477,11.4,8,15.5,8.4,127.2,5.59999999999999,3.3,12795,11952,1259,6808,4342,12808,10743,8672.42857142857,6200
"Z68901","Hastings","NE",26122,10.3,5.7,21,12.8,89.7,4.09999999999999,1.09999999999999,11394,7011,5131,12184,14019,13811,12856,10915.1428571429,9846
"Z68920","Alma","NE",1398,7.7,7.1,21.2,14.1,85.5,-2.7,9.09999999999999,7581,10056,5391,13582,15635,17748,6122,10873.5714285714,9778
"Z68922","Arapahoe","NE",1154,8.90000000000001,7.4,20.1,11.5,78.7,1.40000000000001,-5,9399,10755,4257,10626,18178,15528,19084,12546.7142857143,12716
"Z68924","Axtell","NE",1037,2.59999999999999,3.7,11.9,5.3,94.2,-7.09999999999999,0,1082,2743,394,3086,12355,19650,14818,7732.57142857143,4811
"Z68925","Ayr","NE",593,4.7,10.5,10.6,5.2,110.1,-92.5,-50,3264,16199,252,2967,7445,24643,24623,11341.8571428571,10566
"Z68926","Beaver City","NE",893,12.4,19.9,33.8,27.3,60.5,89.6,5.90000000000001,13935,23312,17632,22194,22834,671,8347,15560.7142857143,17921
"Z68927","Bertrand","NE",1254,10.5,7.6,10.9,5,84.8,-25.4,-25,11662,11184,282,2777,15894,23049,23993,12691.5714285714,12971
"Z68928","Bladen","NE",480,6.90000000000001,20.6,21.8,7.2,98.1,88.4,60,6351,23496,6069,5336,10939,682,235,7586.85714285714,4582
"Z68930","Blue Hill","NE",1400,7.2,5.5,16.3,9.4,79.3,-4.7,20.8,6788,6534,1549,8034,17942,18668,2120,8805,6399
"Z68932","Campbell","NE",404,13.2,18,22.9,8.9,73.1,-12.5,0,14853,22697,7219,7477,19976,21177,14944,15477.5714285714,17797
"Z68933","Clay Center","NE",912,4.5,9.4,16.2,6.4,106.6,-23.8,-13.3,3003,14438,1526,4343,8358,22861,22445,10996.2857142857,9980
"Z68934","Deweese","NE",85,0,14.9,25.5,4.7,99.7,185.7,25,91,21002,10094,2517,10422,180,1494,6542.85714285714,3148
"Z68935","Edgar","NE",792,7.5,16,24.2,11.1,85.6,-19.1,9.09999999999999,7266,21749,8655,10209,15589,22322,6137,13132.4285714286,13743
"Z68937","Elwood","NE",1689,5.7,4.4,16.2,6.5,98.2,6.3,5.59999999999999,4578,4130,1511,4459,10895,12343,8680,6656.57142857143,3281
"Z68938","Fairfield","NE",496,4.2,20.3,30.9,15.7,99.1,-15.3,0,2632,23414,15370,15300,10620,21733,14998,14866.7142857143,16754
"Z68939","Franklin","NE",1191,8.3,15.8,20.9,12.4,79.5,-2.2,-2.5,8506,21615,5065,11737,17884,17508,17187,14214.5714285714,15675
"Z68940","Funk","NE",647,7.5,7.1,17,6.3,136,-27.6,0,7267,10053,1896,4248,3277,23230,15132,9300.42857142857,7227
"Z68943","Hardy","NE",235,7.2,27.8,28.5,17.9,77.8,17.9,16.7,6789,24339,13208,17222,18517,6347,3002,12774.8571428571,13118
"Z68944","Harvard","NE",1070,16.5,15.9,25.4,18.5,95.5,-8.8,-18.8,17859,21710,9979,17672,11897,20204,23353,17524.8571428571,20814
"Z68945","Heartwell","NE",388,3.2,12.1,7.8,2.1,116.2,-42.9,0,1615,18330,87,468,6117,24079,15210,9415.14285714286,7428
"Z68947","Hildreth","NE",649,4.09999999999999,13,14.3,10.9,117.8,-19,6.7,2517,19301,866,9907,5811,22303,7827,9790.28571428571,8010
"Z68948","Holbrook","NE",331,10.6,27.9,21,37.3,67,-9.3,-7.09999999999999,11786,24350,5190,23892,21597,20360,20310,18212.1428571429,21681
"Z68949","Holdrege","NE",6359,7,11,18.4,10.1,86.6,10.2,1.40000000000001,6482,16894,2829,8931,15176,9982,12568,10408.8571428571,9003
"Z68950","Holstein","NE",446,9.2,8.8,7.7,4.5,107.6,168.8,66.7,9847,13404,84,2224,8079,210,175,4860.42857142857,1313
"Z68955","Juniata","NE",2091,3.3,10.6,13.9,8.1,128.4,17.4,3.09999999999999,1722,16329,773,6432,4181,6533,10888,6694,3325
"Z68956","Kenesaw","NE",1304,6.40000000000001,12.9,16.1,9.6,111.8,-5.90000000000001,-7.7,5587,19196,1496,8299,7059,19172,20554,11623.2857142857,11038
"Z68957","Lawrence","NE",726,4.90000000000001,7.3,15.7,8,124.4,3,38.5,3501,10480,1318,6291,4715,14439,665,5915.57142857143,2342
"Z68958","Loomis","NE",691,2.5,3.1,14,3.2,124.4,4.5,21.4,1008,1801,780,1098,4704,13518,2034,3563.28571428571,483
"Z68959","Minden","NE",4011,8.5,3.4,18.9,6.7,93.2,-2.09999999999999,-0.799999999999997,8778,2334,3165,4724,12716,17440,15797,9279.14285714286,7191
"Z68961","Nelson","NE",674,5.2,16.3,20.8,13.5,69.3,-3.40000000000001,-5,3888,21927,4963,12951,21014,18110,19097,14564.2857142857,16255
"Z68966","Orleans","NE",640,15.2,23.5,12.8,9.5,88.5,-3.3,25,16785,23951,548,8166,14455,18031,1615,11935.8571428571,11569
"Z68967","Oxford","NE",1169,13.2,5.6,17.4,6.6,93.6,-36,-8.59999999999999,14854,6846,2116,4595,12569,23797,20984,12251.5714285714,12166
"Z68970","Red Cloud","NE",1382,10.6,18.3,23.1,18.5,64.5,12,21.4,11787,22805,7451,17659,22121,9029,2029,13268.7142857143,14001
"Z68971","Republican City","NE",486,4.09999999999999,3.5,21.5,3.7,86.1,-18.6,0,2518,2427,5664,1539,15388,22256,15042,9262,7164
"Z68973","Roseland","NE",453,7.2,5.8,21.3,4.7,97.1,-11.9,14.3,6790,7180,5480,2489,11310,21032,3747,8289.71428571429,5606
"Z68977","Stamford","NE",354,12.6,12.7,17.6,29.9,77.8,42.1,50,14165,19017,2278,22835,18536,2118,378,11332.4285714286,10543
"Z68978","Superior","NE",2261,7.8,9.7,17.2,13,70.5,-11.2,7.8,7732,14951,2015,12394,20697,20891,6964,12234.8571428571,12138
"Z68979","Sutton","NE",1998,15.8,7.1,17.9,4.6,97.1,19,10.1,17292,10164,2472,2338,11309,5963,5484,7860.28571428571,5026
"Z68982","Wilcox","NE",771,6.8,7.2,15.2,4.4,105.8,20.7,35.3,6172,10266,1152,2134,8583,5465,787,4937,1381
"Z69001","Mc Cook","NE",9341,6,8.2,15.5,9.4,79.8,-2.2,-2.90000000000001,5009,12243,1260,8030,17768,17507,17511,11332.5714285714,10546
"Z69020","Bartley","NE",382,10.9,25.4,37.6,10,86.4,15.2,-8.3,12174,24161,19972,8907,15267,7457,20818,15536.5714285714,17893
"Z69021","Benkelman","NE",1377,6.8,15.6,18.6,8.5,90.6,-10.3,-6.90000000000001,6173,21495,2979,6954,13662,20650,20184,13156.7142857143,13782
"Z69022","Cambridge","NE",1540,11.2,5.1,19.6,7.3,84.4,-5.5,-7,12532,5680,3792,5437,16051,19010,20218,11817.1428571429,11356
"Z69024","Culbertson","NE",1224,3.7,9.1,16.1,18.2,93.9,8.2,16,2080,13924,1489,17414,12488,11157,3194,8820.85714285714,6419
"Z69025","Curtis","NE",1204,4.2,17.9,15.1,9.3,87.3,-16.5,2.90000000000001,2633,22648,1138,7903,14922,21951,11157,11764.5714285714,11270
"Z69028","Eustis","NE",642,6.7,13.4,21,11,104.9,-4.7,-7.09999999999999,6007,19733,5178,10055,8857,18654,20298,12683.1428571429,12958
"Z69029","Farnam","NE",365,4.3,17.4,16.5,8.5,96.4,-1.59999999999999,7.7,2748,22441,1669,6945,11572,17169,7068,9944.57142857143,8254
"Z69030","Haigler","NE",383,10.8,15.1,35.2,8.9,72.2,0,25,12038,21147,18554,7526,20246,16384,1609,13929.1428571429,15206
"Z69032","Hayes Center","NE",550,13.4,0.8,22.9,8.2,75.5,-10,-6.7,15077,78,7112,6594,19242,20554,20076,12676.1428571429,12947
"Z69033","Imperial","NE",2470,12.3,7.5,14.8,7.1,103.8,7.8,6.2,13814,11016,1015,5169,9167,11395,8143,8531.28571428571,5970
"Z69034","Indianola","NE",994,8.7,11.7,17.3,17.4,116.2,-13.9,23.5,9093,17825,2073,16766,6141,21466,1771,10733.5714285714,9564
"Z69038","Maywood","NE",531,6.7,16.2,21.9,14.1,95.6,-22.4,-10,6008,21872,6174,13588,11844,22720,21533,14819.8571428571,16681
