Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,Rank_Label
Z80238,Denver,CO,13194,0.5,1.4,14.7,3,213.2,46.8,43.4,181,244,969,953,342,1823,512,717.7142857,1,Prosperous
Z33473,Boynton Beach,FL,9189,1.1,1.7,19.4,0.8,283.8,100,93.6,283,421,3587,193,44,526,76,732.8571429,2,Prosperous
Z03856,Newfields,NH,1618,2.1,1.2,10.6,1.7,177.2,52.6,20.5,693,176,246,351,924,1493,2154,862.4285714,3,Prosperous
Z68430,Roca,NE,1448,2.1,0.8,7.1,4.8,176.1,68,34.9,734,53,75,2543,956,1021,804,883.7142857,4,Prosperous
Z68022,Elkhorn,NE,19763,3,1.9,13.5,2.8,184.4,67.4,30.2,1416,573,684,818,769,1034,1120,916.2857143,5,Prosperous
Z80109,Castle Rock,CO,19152,2.2,1.3,18.4,2.5,179.7,92.3,40.9,803,207,2761,682,864,635,574,932.2857143,6,Prosperous
Z64157,Kansas City,MO,18548,2.4,1.7,13,1.5,214.2,30,40,942,432,574,298,329,3399,598,938.8571429,7,Prosperous
Z60585,Plainfield,IL,23306,2.7,2.9,14.4,0.9,215.4,61.1,25.7,1164,1522,873,205,313,1183,1456,959.4285714,8,Prosperous
Z58047,Horace,ND,3802,3.6,1.4,13.3,1.1,173,58.8,26.6,1974,259,620,238,1043,1250,1406,970,9,Prosperous
Z03033,Brookline,NH,5100,2.1,0.7,16.8,1.1,161.5,99.6,20.6,692,40,1761,239,1476,563,2137,986.8571429,10,Prosperous
Z68135,Omaha,NE,27671,1,2.5,13,2.3,194.1,34.7,23,261,1055,576,559,588,2776,1829,1092,11,Prosperous
Z20148,Ashburn,VA,38831,1.8,4,15.6,1.6,254.3,43.8,69.7,548,3303,1281,328,116,1997,159,1104.571429,12,Prosperous
Z75035,Frisco,TX,56427,3.9,1.8,17,3.5,211.2,61.2,58.1,2295,513,1876,1345,360,1180,263,1118.857143,13,Prosperous
Z76250,Lindsay,TX,954,3.2,1.4,9.6,0.1,157.1,30,41.2,1616,256,171,148,1713,3401,571,1125.142857,14,Prosperous
Z50111,Grimes,IA,11100,3.4,1.5,10.4,2.7,161.8,40.4,27.4,1782,303,225,774,1456,2247,1328,1159.285714,15,Prosperous
Z68028,Gretna,NE,11814,2.3,3.1,14.4,3.9,171.9,61.6,37.1,867,1798,875,1665,1080,1160,717,1166,16,Prosperous
Z66227,Lenexa,KS,4730,1.6,0.7,15.1,3.6,166.2,52.9,18.5,463,38,1108,1416,1267,1480,2567,1191.285714,17,Prosperous
Z52333,Solon,IA,6476,1.4,0.9,9.8,3,171.2,46.3,13.5,383,83,182,947,1099,1855,3984,1219,18,Prosperous
Z85045,Phoenix,AZ,7381,1.7,0.4,18.4,2.5,239.4,32.7,24.2,525,9,2758,681,168,3054,1701,1270.857143,19,Prosperous
Z80129,Littleton,CO,29228,1.7,1.9,16.6,2.8,171.8,40.6,20.2,523,567,1674,827,1081,2232,2179,1297.571429,20,Prosperous
Z03861,Lee,NH,4363,1.9,3.2,12.8,2,142.3,40.9,33.3,577,1932,530,437,2689,2208,899,1324.571429,21,Prosperous
Z76244,Keller,TX,69564,3.6,3.8,18,2.8,175.1,268.2,143.1,1989,2960,2514,834,985,97,13,1341.714286,22,Prosperous
Z60502,Aurora,IL,23749,4,2.2,16.1,2.7,186.5,50.4,23.4,2405,801,1454,789,728,1579,1775,1361.571429,23,Prosperous
Z20169,Haymarket,VA,22604,3.5,2.7,18.1,2.6,225.5,63,23.7,1855,1291,2563,741,233,1125,1741,1364.142857,24,Prosperous
Z50261,Van Meter,IA,2526,1.4,1.1,10.2,5.6,163.9,34.4,28.6,381,143,211,3433,1366,2814,1235,1369,25,Prosperous
Z80454,Indian Hills,CO,1322,2.9,3.5,15.6,2.2,136.3,137.3,41.7,1334,2413,1278,506,3247,323,560,1380.142857,26,Prosperous
Z57324,Cavour,SD,358,1.1,4,10.8,3.1,123.2,220,100,291,3296,270,1017,4908,134,47,1423.285714,27,Prosperous
Z92808,Anaheim,CA,20449,3.9,2,17.6,3.1,180.6,84.5,20.3,2317,650,2234,1038,841,731,2174,1426.428571,28,Prosperous
Z80516,Erie,CO,22817,3.1,1.8,17.2,2.5,183.1,50.8,16.6,1516,504,1972,673,780,1561,3073,1439.857143,29,Prosperous
Z21029,Clarksville,MD,11802,1.8,2.3,15.4,1.9,244.3,89.9,8.8,549,876,1203,406,150,668,6249,1443,30,Prosperous
Z68526,Lincoln,NE,5676,1.6,3.9,15.8,2.3,214.2,27,46.9,467,3120,1339,565,330,3948,441,1458.571429,31,Prosperous
Z68118,Omaha,NE,9078,0.7,3.8,18.2,3.1,218.8,43.4,27.5,202,2933,2650,1043,278,2024,1321,1493,32,Prosperous
Z80007,Arvada,CO,7537,2.6,1.9,18,2.2,215.3,38.2,16.2,1093,572,2501,516,317,2430,3138,1509.571429,33,Prosperous
Z92694,Ladera Ranch,CA,25464,2.7,2.4,19.9,1.3,228.2,33.7,31.7,1186,988,4006,268,219,2908,1032,1515.285714,34,Prosperous
Z73025,Edmond,OK,13160,2,3.7,21.5,2.3,269.7,96.4,56.1,675,2736,5670,586,68,585,289,1515.571429,35,Prosperous
Z93730,Fresno,CA,10286,1.9,1.9,21.2,4.1,180.8,55.5,78.3,622,569,5302,1889,838,1366,118,1529.142857,36,Prosperous
Z46037,Fishers,IN,39171,2.5,3.6,17.7,4.1,207.9,46.4,35.8,993,2568,2301,1855,398,1849,761,1532.142857,37,Prosperous
Z19425,Chester Springs,PA,14462,1.8,2.6,18.8,1.5,278.7,34.1,17.6,547,1163,3078,306,48,2853,2767,1537.428571,38,Prosperous
Z57108,Sioux Falls,SD,19471,3,3.5,14.3,3.1,172.7,45.4,20.5,1407,2414,849,1022,1051,1908,2155,1543.714286,39,Prosperous
Z75013,Allen,TX,35568,1.9,2,20,2.2,242.2,28.6,27.9,609,637,4095,524,154,3660,1296,1567.857143,40,Prosperous
Z03844,Hampton Falls,NH,2320,1,1.7,15.1,4.7,153.9,43.6,16.9,242,420,1111,2430,1889,2010,2905,1572.428571,41,Prosperous
Z43054,New Albany,OH,23358,3.7,4.4,17,3.3,222.1,98.2,32,2045,4088,1885,1190,252,573,1019,1578.857143,42,Prosperous
Z41048,Hebron,KY,15378,3,1.7,17.4,3.1,209.2,32.8,17.2,1386,434,2090,1037,379,3045,2851,1603.142857,43,Prosperous
Z27519,Cary,NC,47083,2,3.7,20.5,3.4,263,54.2,38.5,651,2735,4600,1293,91,1425,659,1636.285714,44,Prosperous
Z60189,Wheaton,IL,31454,2.4,2.6,19.5,4.7,153,76.5,48.9,936,1167,3687,2468,1934,854,428,1639.142857,45,Prosperous
Z85083,Phoenix,AZ,19195,2,4.7,18.7,2.5,193.1,106.6,25.7,678,4707,3011,687,604,484,1455,1660.857143,46,Prosperous
Z75054,Grand Prairie,TX,7366,2.4,1.5,23.3,4.5,210.2,268,93.2,950,300,7573,2287,370,98,77,1665,47,Prosperous
Z94065,Redwood City,CA,12241,1.6,2.9,19.2,2.1,229.9,25.8,26.3,486,1510,3406,482,211,4171,1425,1670.142857,48,Prosperous
Z64082,Lees Summit,MO,15437,4.8,2.1,12.7,3.8,217.2,35.9,18.3,3364,726,503,1581,296,2633,2598,1671.571429,49,Prosperous
Z68136,Omaha,NE,15133,3.7,3.5,14.1,2.1,170.6,28.2,28.9,2078,2422,798,472,1114,3738,1209,1690.142857,50,Prosperous
Z37135,Nolensville,TN,10374,3,3.4,17.6,3.3,228.5,25.5,44.8,1385,2259,2239,1194,218,4234,479,1715.428571,51,Prosperous
Z20136,Bristow,VA,31361,3.5,2.2,16.4,3.1,196.7,31,16.7,1854,793,1576,1031,539,3252,2976,1717.285714,52,Prosperous
Z80534,Johnstown,CO,14726,4.7,1.8,18.3,1.9,132.2,72.3,43.7,3270,523,2704,413,3699,932,503,1720.571429,53,Prosperous
Z20812,Glen Echo,MD,286,0.5,1,12.9,0,250.7,11.3,23.5,175,113,549,33,123,9353,1765,1730.142857,54,Prosperous
Z18902,Doylestown,PA,20766,1.7,2.6,19.7,5.3,234.3,41.5,29.7,504,1162,3846,3123,188,2166,1154,1734.714286,55,Prosperous
Z75022,Flower Mound,TX,23626,2.6,1.6,21.2,2.2,276.3,43.6,17.4,1086,358,5298,530,51,2009,2814,1735.142857,56,Prosperous
Z20147,Ashburn,VA,61983,4.7,2.4,16.4,4.4,185.4,37.5,28.9,3192,1004,1577,2140,751,2499,1206,1767,57,Prosperous
Z18085,Tatamy,PA,958,3.5,2.4,20.7,1.6,133.6,285.3,33.3,1851,997,4782,339,3541,86,850,1778,58,Prosperous
Z80602,Brighton,CO,29977,5.2,3.1,16.4,2.8,165.7,42.7,31.1,3897,1845,1579,826,1288,2070,1070,1796.428571,59,Prosperous
Z60503,Aurora,IL,17394,4.1,2.7,19.3,1.3,186.7,29.2,33.9,2502,1299,3502,266,723,3541,830,1809,60,Prosperous
Z46033,Carmel,IN,37229,1.5,2.1,18.3,2,244.1,26.8,12.6,419,702,2706,449,151,3991,4272,1812.857143,61,Prosperous
Z78717,Austin,TX,26072,2.3,4.6,20.4,2.2,188.6,61.5,43.7,871,4487,4508,527,682,1165,504,1820.571429,62,Prosperous
Z58018,Colfax,ND,308,2.2,5.1,10.7,2.3,187.1,271.9,11.1,791,5525,264,556,715,92,4931,1839.142857,63,Prosperous
Z18925,Furlong,PA,6420,3.6,1.9,19,2.4,234,28.8,17.8,1938,580,3240,626,189,3622,2727,1846,64,Prosperous
Z05489,Underhill,VT,3190,1.9,2.9,14.6,3.1,161.7,29.3,13.7,581,1511,932,1024,1465,3528,3920,1851.571429,65,Prosperous
Z92127,San Diego,CA,43033,2.5,2.9,20.3,3,199.5,33.4,22.8,1027,1519,4384,981,493,2946,1844,1884.857143,66,Prosperous
Z03054,Merrimack,NH,25595,3.7,3,16.7,4,135.8,69.9,23.6,2013,1680,1719,1762,3296,983,1747,1885.714286,67,Prosperous
Z55386,Victoria,MN,7175,1.7,2.7,16.5,2.3,209.3,26,11.7,514,1280,1630,567,378,4141,4711,1888.714286,68,Prosperous
Z50482,Ventura,IA,908,1.4,2.8,9.4,1,130.6,22.5,20,382,1378,157,219,3890,4993,2248,1895.285714,69,Prosperous
Z58521,Baldwin,ND,639,4.8,3,12.7,2.3,149.5,34.9,20,3356,1695,505,558,2161,2755,2238,1895.428571,70,Prosperous
Z57055,Renner,SD,986,5.2,3.5,13.8,3.5,155.4,50,25,3857,2441,731,1337,1797,1599,1523,1897.857143,71,Prosperous
Z20152,Chantilly,VA,28574,3.6,3.7,18.4,2.5,217.3,26.7,33.5,1940,2755,2786,683,293,4000,841,1899.714286,72,Prosperous
Z60124,Elgin,IL,20912,4,1.6,19.8,4.1,163.2,35.5,38.3,2404,365,3928,1872,1393,2685,671,1902.571429,73,Prosperous
Z20180,Lovettsville,VA,6535,4,2.7,18.2,3.7,186.9,29.5,27.8,2355,1295,2641,1517,721,3490,1303,1903.142857,74,Prosperous
Z40514,Lexington,KY,15337,2.9,3.2,15.8,1.8,183,38.8,10.6,1310,1949,1337,382,782,2373,5218,1907.285714,75,Prosperous
Z66224,Overland Park,KS,12714,0.7,1.5,23.1,3.5,287.3,38,21.8,201,294,7344,1376,37,2456,1973,1954.428571,76,Prosperous
Z80130,Littleton,CO,29361,1.6,2.7,17.7,3.2,177,19.7,22.9,472,1278,2292,1110,930,5767,1838,1955.285714,77,Prosperous
Z23120,Moseley,VA,7575,3.3,1.9,19.2,1.1,200.5,19.8,23.9,1670,577,3402,242,485,5733,1724,1976.142857,78,Prosperous
Z75094,Plano,TX,22159,5.9,0.2,21.3,3.1,217.5,50.2,40.3,4863,5,5432,1064,292,1596,583,1976.428571,79,Prosperous
Z78248,San Antonio,TX,14618,2.3,4.7,20,2.8,189.2,71.1,24.6,870,4712,4129,847,673,951,1672,1979.142857,80,Prosperous
Z07082,Towaco,NJ,5095,2.2,3.3,19.3,1,188.2,27.9,17.4,762,2097,3511,228,689,3777,2815,1982.714286,81,Prosperous
Z80134,Parker,CO,59325,2.1,2.9,17.9,3.5,169.6,25.3,19.1,743,1513,2429,1352,1150,4280,2434,1985.857143,82,Prosperous
Z50211,Norwalk,IA,12216,4,2.8,17,2.3,149.5,26.5,25.6,2384,1409,1881,569,2162,4035,1463,1986.142857,83,Prosperous
Z84025,Farmington,UT,21277,2,2.5,23.2,3.7,152.6,95.8,39,677,1060,7466,1548,1959,592,640,1991.714286,84,Prosperous
Z80528,Fort Collins,CO,19310,3.7,2.3,20.1,4.5,147.4,53.1,34.9,2088,894,4198,2267,2307,1471,806,2004.428571,85,Prosperous
Z43016,Dublin,OH,34438,1.9,1.9,17.5,3.6,176.3,23.6,14.3,597,568,2157,1429,949,4688,3664,2007.428571,86,Prosperous
Z84325,Mendon,UT,2033,0.3,4.1,16.9,2.2,133.8,119.5,12.8,161,3494,1834,511,3516,406,4206,2018.285714,87,Prosperous
Z68133,Papillion,NE,10597,3.4,0.6,22.8,2.2,193.7,63.6,16.4,1806,30,7000,535,595,1113,3100,2025.571429,88,Prosperous
Z84045,Saratoga Springs,UT,21604,3.5,0.9,23,1.5,134.8,70,56.7,1904,92,7224,314,3408,974,284,2028.571429,89,Prosperous
Z17329,Glenville,PA,2518,5.6,3.5,18.2,1.2,154.9,45.5,34.8,4355,2447,2647,256,1826,1900,809,2034.285714,90,Prosperous
Z39110,Madison,MS,39909,2.4,2.7,17.9,3.8,246.9,20.6,19.2,917,1285,2426,1597,133,5479,2419,2036.571429,91,Prosperous
Z76034,Colleyville,TX,24542,1.7,1.5,24.3,1.9,286.3,38,22.6,517,296,8661,425,38,2457,1864,2036.857143,92,Prosperous
Z55446,Minneapolis,MN,21751,2.6,3.8,18.3,2.9,165.1,34.6,18.6,1070,2945,2716,897,1316,2788,2547,2039.857143,93,Prosperous
Z15367,Venetia,PA,9084,0.6,1.5,22.3,1.5,237.6,25.9,17.7,189,293,6465,313,176,4158,2740,2047.714286,94,Prosperous
Z77494,Katy,TX,88077,3.2,2.3,24.4,2.2,252.1,42.2,50.6,1617,888,8782,539,121,2105,336,2055.428571,95,Prosperous
Z48168,Northville,MI,22001,3,4.9,21.6,1.9,262.8,58.7,51.9,1397,5127,5784,421,92,1255,330,2058,96,Prosperous
Z62684,Sherman,IL,5821,4.9,2.4,18.9,3.2,159.1,52.1,18.4,3486,1005,3160,1117,1595,1510,2581,2064.857143,97,Prosperous
Z43082,Westerville,OH,31425,1.6,2.1,19.8,2.2,216.6,20.6,16.6,451,703,3932,523,302,5481,3080,2067.428571,98,Prosperous
Z53593,Verona,WI,21240,1.9,3.9,15.8,3.9,181.4,46.9,10.8,603,3122,1340,1669,813,1818,5128,2070.428571,99,Prosperous
Z75028,Flower Mound,TX,45225,3.1,2.9,18.6,3,210.8,28.7,14.6,1511,1530,2920,971,364,3643,3558,2071,100,Prosperous
Z20155,Gainesville,VA,32716,3.2,4.4,18.3,3.3,191.9,30.9,31,1575,4081,2722,1198,620,3266,1075,2076.714286,101,Prosperous
Z76182,North Richland Hills,TX,30016,5.3,2.2,20.2,4,157.2,46.6,96.5,4023,821,4298,1788,1703,1839,72,2077.714286,102,Prosperous
Z67030,Colwich,KS,3107,1.4,2.2,14.9,6,180.8,40.7,10.2,391,783,1038,3885,839,2220,5429,2083.571429,103,Prosperous
Z80016,Aurora,CO,47660,2.5,2.8,18.3,4.1,170.6,21.8,25.1,1015,1390,2708,1862,1116,5156,1482,2104.142857,104,Prosperous
Z52325,Parnell,IA,863,3.3,1.2,15.8,2,147.8,43.3,7.7,1696,178,1330,442,2273,2033,6973,2132.142857,105,Prosperous
Z55068,Rosemount,MN,28640,4.3,2,12.9,4.1,145.1,41.9,12,2715,653,551,1843,2472,2127,4565,2132.285714,106,Prosperous
Z76262,Roanoke,TX,34166,3.1,4.3,19.7,4.7,177.2,51.6,35.5,1513,3908,3864,2474,926,1527,780,2141.714286,107,Prosperous
Z80023,Broomfield,CO,19094,2.1,4.1,21.9,4.8,180.6,69.7,56.6,739,3499,6091,2617,842,986,285,2151.285714,108,Prosperous
Z02090,Westwood,MA,15094,2.8,1.4,14.2,1.6,198.2,12.3,16.2,1198,253,819,326,511,8823,3154,2154.857143,109,Prosperous
Z76226,Argyle,TX,21790,3.4,3.4,22.3,2.7,217.5,38.9,30.1,1814,2266,6472,806,291,2362,1125,2162.285714,110,Prosperous
Z03884,Strafford,NH,4036,2.7,2.4,20.8,2.6,143.3,48.1,16.2,1124,987,4879,752,2621,1738,3136,2176.714286,111,Prosperous
Z50023,Ankeny,IA,30700,2.8,4,13.6,7.6,145.4,58.9,42.9,1241,3314,704,5792,2451,1248,528,2182.571429,112,Prosperous
Z46845,Fort Wayne,IN,21972,3,4.4,18.7,4.2,170.2,98.9,15.8,1395,4078,3008,1962,1128,568,3221,2194.285714,113,Prosperous
Z21409,Annapolis,MD,20288,3.2,4.4,19.8,3.7,144.2,95.7,30.5,1577,4082,3953,1524,2549,593,1109,2198.142857,114,Prosperous
Z55341,Hanover,MN,2965,0,2.9,11.7,1.2,154.6,34.2,5.7,76,1506,362,252,1843,2845,8541,2203.571429,115,Prosperous
Z06024,East Canaan,CT,712,1.5,1.9,6.7,2.2,109.9,37,13.3,408,566,69,501,7498,2540,4040,2231.714286,116,Prosperous
Z55129,Saint Paul,MN,22390,2,2.2,17.2,2.6,187.4,12.1,22.7,660,787,1973,735,711,8930,1855,2235.857143,117,Prosperous
Z78749,Austin,TX,36210,2.5,3.8,16.1,5.9,168.6,27.4,26.3,1014,2944,1468,3762,1181,3873,1424,2238,118,Prosperous
Z68116,Omaha,NE,29284,3.1,4.2,13.4,4.7,174.1,23.9,23.7,1509,3730,656,2425,1009,4616,1746,2241.571429,119,Prosperous
Z03037,Deerfield,NH,4314,2.9,2.5,19.5,3.5,128.5,37.7,24.2,1285,1065,3684,1357,4165,2485,1700,2248.714286,120,Prosperous
Z99338,Kennewick,WA,13534,3.4,3.4,20.8,4.6,159.3,53.9,26.9,1832,2267,4886,2368,1583,1440,1387,2251.857143,121,Prosperous
Z46062,Noblesville,IN,33088,5.4,3.9,15.3,3.7,162.8,35.4,23.9,4106,3180,1173,1502,1411,2702,1723,2256.714286,122,Prosperous
Z55301,Albertville,MN,10982,2.6,2.9,12.3,1.1,151.2,15.8,15,1068,1521,441,237,2034,7164,3453,2274,123,Prosperous
Z20171,Herndon,VA,49067,3.9,2.4,18.2,2.7,215.9,18,18.1,2234,999,2637,796,309,6277,2691,2277.571429,124,Prosperous
Z68462,Waverly,NE,4346,2.1,5,10.7,2.9,161.9,22.9,19.1,735,5329,263,882,1451,4882,2435,2282.428571,125,Prosperous
Z56375,Saint Stephen,MN,966,4.3,2.6,17.3,1.8,122.1,31,27.8,2721,1192,2032,384,5103,3256,1301,2284.142857,126,Prosperous
Z68402,Malcolm,NE,1323,2.1,6.3,12.4,2.2,166.5,25.9,38.1,732,8231,457,504,1258,4159,676,2288.142857,127,Prosperous
Z08691,Trenton,NJ,15695,4.5,2.2,19.7,1.6,154.7,48.7,11.9,2915,808,3843,336,1836,1706,4614,2294,128,Prosperous
Z72718,Cave Springs,AR,2137,9,3.8,17.1,2.5,208.5,151.1,60,9540,3046,1928,671,390,259,229,2294.714286,129,Prosperous
Z37067,Franklin,TN,25787,2.5,4.5,20.4,3.5,217.2,37.1,20.7,989,4279,4506,1363,295,2528,2125,2297.857143,130,Prosperous
Z37174,Spring Hill,TN,32229,4.5,2.9,21.1,3.9,163.4,44.8,26.5,2947,1550,5203,1708,1385,1938,1409,2305.714286,131,Prosperous
Z78730,Austin,TX,8871,1.2,5.3,18.3,4.7,197.4,35.8,24.9,321,5961,2726,2457,525,2644,1664,2328.285714,132,Prosperous
Z50131,Johnston,IA,19696,3.4,2.5,14.8,5.1,181.2,23,13.6,1783,1073,998,2883,821,4857,3953,2338.285714,133,Prosperous
Z68046,Papillion,NE,26876,2.6,2.7,18.8,3.8,154.1,43.3,10.2,1080,1287,3079,1604,1875,2032,5427,2340.571429,134,Prosperous
Z20175,Leesburg,VA,31288,4.9,3,18.4,3.1,180.1,41.4,12.3,3419,1696,2773,1045,855,2172,4441,2343,135,Prosperous
Z78260,San Antonio,TX,28279,4.3,2.6,21.8,4.6,208.8,32,40.4,2756,1194,5973,2381,384,3135,582,2343.571429,136,Prosperous
Z43061,Ostrander,OH,4107,3.6,1.7,20.4,4.6,156.9,49.7,14,1951,439,4473,2363,1723,1658,3810,2345.285714,137,Prosperous
Z58642,Manning,ND,323,5.1,6.8,9.5,0.9,143.9,160,66.7,3733,9343,165,204,2571,232,176,2346.285714,138,Prosperous
Z04675,Seal Harbor,ME,401,0.3,2.1,3.8,4.8,177.8,36.7,4.5,159,700,26,2542,907,2569,9545,2349.714286,139,Prosperous
Z66221,Overland Park,KS,16467,2.3,4.7,20.3,2.1,256.7,32.4,17.3,865,4711,4409,484,106,3086,2837,2356.857143,140,Prosperous
Z21755,Jefferson,MD,5848,3.9,0.4,18.2,2.5,130.4,24.3,18.6,2236,10,2628,680,3910,4510,2551,2360.714286,141,Prosperous
Z77459,Missouri City,TX,63857,3.8,2.7,21.7,3,206.6,25.4,25,2196,1293,5868,993,411,4257,1555,2367.571429,142,Prosperous
Z61859,Ogden,IL,1266,5.2,3.7,16.5,2.5,134.6,37.2,23.8,3869,2789,1635,669,3432,2524,1728,2378,143,Prosperous
Z40059,Prospect,KY,17986,2,4.6,19.9,3.7,260.9,38.8,14.8,656,4484,4033,1525,97,2372,3496,2380.428571,144,Prosperous
Z53189,Waukesha,WI,26274,3.8,1.7,18.6,5.5,147.7,73.7,11.8,2169,441,2914,3351,2284,901,4647,2386.714286,145,Prosperous
Z58005,Argusville,ND,715,8.9,2.3,14.2,1.5,143,106.7,20,9375,935,823,299,2641,482,2203,2394,146,Prosperous
Z58503,Bismarck,ND,29274,5.1,2.8,15.1,6,134.8,47.3,26.7,3732,1430,1116,3886,3415,1796,1399,2396.285714,147,Prosperous
Z53507,Barneveld,WI,2293,4.8,3.4,14,4.5,143.3,22.8,38.9,3345,2275,782,2230,2622,4913,647,2402,148,Prosperous
Z03057,Mont Vernon,NH,2704,2.9,3.2,12.9,9.1,151.9,43,27.3,1286,1946,554,7655,1999,2052,1346,2405.428571,149,Prosperous
Z57005,Brandon,SD,11285,2,3.5,10.6,5.9,148.1,33,12,663,2402,247,3750,2257,3027,4570,2416.571429,150,Prosperous
Z43021,Galena,OH,11553,2.1,2.9,17.9,2.6,235.6,13.9,15.4,711,1512,2428,739,183,8006,3345,2417.714286,151,Prosperous
Z01778,Wayland,MA,13562,1.5,2.4,19.7,4.5,209.5,34.2,8.8,402,976,3845,2263,375,2842,6253,2422.285714,152,Prosperous
Z75048,Sachse,TX,22585,7.6,1.5,20,4,168.1,70.2,29.5,7428,329,4093,1782,1195,968,1163,2422.571429,153,Prosperous
Z80108,Castle Rock,CO,24912,2.1,3.4,25.7,4,204.1,87.1,33.7,740,2245,10220,1821,440,699,835,2428.571429,154,Prosperous
Z78023,Helotes,TX,28014,3.9,2.3,22.5,2.2,208.2,27.3,19.9,2298,895,6664,534,393,3891,2333,2429.714286,155,Prosperous
Z01532,Northborough,MA,14814,4.1,2.8,18.4,3.1,157.2,38.7,10.5,2438,1412,2770,1044,1702,2386,5268,2431.428571,156,Prosperous
Z21774,New Market,MD,12562,5.1,2.4,16.1,3.2,152.4,23.9,16,3690,1009,1456,1104,1967,4617,3184,2432.428571,157,Prosperous
Z50263,Waukee,IA,19928,1.8,5,13.1,6.3,155.1,37,21.7,557,5326,592,4232,1814,2538,1979,2434,158,Prosperous
Z63368,O Fallon,MO,45682,4,4,15.8,5.1,178.1,28.1,19,2409,3334,1342,2887,897,3751,2453,2439,159,Prosperous
Z11964,Shelter Island,NY,2162,1.2,4.7,14.3,1.4,133.4,32.1,12.7,311,4701,852,281,3560,3121,4247,2439,160,Prosperous
Z66610,Topeka,KS,9856,2.2,0.9,17.4,2.4,202.6,16.7,8.9,796,84,2087,624,459,6810,6217,2439.571429,161,Prosperous
Z57033,Hartford,SD,5418,5.8,2.9,9.9,3.2,150.7,29.8,13.4,4703,1580,188,1093,2067,3438,4020,2441.285714,162,Prosperous
Z03032,Auburn,NH,5141,2.3,4.4,12.8,2.5,156.1,29.9,9.4,830,4069,533,666,1762,3428,5874,2451.714286,163,Prosperous
Z80921,Colorado Springs,CO,19660,1.6,2.7,24.3,4.9,182.3,38.7,33.5,474,1279,8666,2741,791,2385,838,2453.428571,164,Prosperous
Z03840,Greenland,NH,3895,1.4,3,18,3.2,147.7,23,12.2,369,1666,2506,1112,2278,4859,4486,2468,165,Prosperous
Z55449,Minneapolis,MN,26449,3.3,1.7,15,4.2,157.3,19.9,11.7,1704,437,1077,1943,1696,5703,4718,2468.285714,166,Prosperous
Z54023,Roberts,WI,3985,3.9,5.2,14.6,5.9,152.7,60.3,27.1,2266,5781,944,3757,1957,1205,1379,2469.857143,167,Prosperous
Z55376,Saint Michael,MN,17040,3.4,1.4,15.2,2.4,149.7,16.8,11.7,1787,258,1142,617,2147,6777,4722,2492.857143,168,Prosperous
Z85383,Peoria,AZ,40928,2.3,5.1,22.3,2.8,204.5,40,33,879,5528,6494,858,434,2269,989,2493,169,Prosperous
Z46814,Fort Wayne,IN,12285,1.8,1.6,22.6,4.8,231.6,24.4,19,556,354,6777,2624,202,4487,2454,2493.428571,170,Prosperous
Z14051,East Amherst,NY,20654,4.2,1.3,18,2.8,181.4,15.9,15.1,2571,221,2499,832,812,7134,3425,2499.142857,171,Prosperous
Z03819,Danville,NH,4446,5.7,3,14.8,3.1,136.6,40,14,4470,1704,1000,1025,3226,2272,3812,2501.285714,172,Prosperous
Z23114,Midlothian,VA,18505,2.4,2.3,21.1,4.9,138.4,38.6,19,909,881,5196,2718,3029,2392,2447,2510.285714,173,Prosperous
Z94105,San Francisco,CA,6108,1.9,2.8,17,7.5,279.2,25.7,14.2,623,1383,1880,5675,47,4190,3776,2510.571429,174,Prosperous
Z98029,Issaquah,WA,26586,1.8,4.8,20,3.5,165,29.6,22.9,571,4914,4132,1361,1321,3465,1836,2514.285714,175,Prosperous
Z46074,Westfield,IN,29787,3.9,3.5,15.6,4.4,192.1,35.7,8.7,2249,2424,1279,2136,617,2657,6313,2525,176,Prosperous
Z68372,Hickman,NE,3282,6.6,2.8,13.4,2.6,135.4,29.5,20.5,5868,1447,653,726,3334,3493,2157,2525.428571,177,Prosperous
Z66223,Overland Park,KS,22582,1.4,6.1,16.9,4.3,181.7,41.3,17.6,390,7758,1845,2045,807,2179,2763,2541,178,Prosperous
Z85297,Gilbert,AZ,31061,3.3,3.2,22.5,5.6,181.2,41.6,32.8,1730,1956,6674,3504,822,2157,996,2548.428571,179,Prosperous
Z10576,Pound Ridge,NY,4803,1.8,3.6,23.8,3.6,291.4,37.1,18.4,541,2564,8118,1472,35,2527,2583,2548.571429,180,Prosperous
Z03811,Atkinson,NH,6796,3,3.4,16.6,3.2,152.8,18.5,15,1356,2258,1680,1106,1950,6117,3450,2559.571429,181,Prosperous
Z75019,Coppell,TX,40610,3.4,3.9,20.3,4.8,210,31.9,19,1812,3147,4397,2600,372,3149,2451,2561.142857,182,Prosperous
Z05681,Woodbury,VT,372,2.9,4.6,19.1,5.9,127.5,154.5,42.9,1287,4491,3361,3785,4285,253,520,2568.857143,183,Prosperous
Z32317,Tallahassee,FL,14206,3.8,5,18.8,3.8,178.9,44.1,16.8,2146,5350,3105,1605,883,1979,2919,2569.571429,184,Prosperous
