Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,Rank_Label
Z85361,Wittmann,AZ,5784,7.6,21.2,35.3,17.6,92.2,1.4,-9.5,7438,23619,18628,17000,13091,15514,21316,16658,19645,At-risk
Z65025,Clarksburg,MO,693,15.4,23.3,35.1,11.6,81.2,20,-20,16958,23925,18497,10832,17263,5685,23449,16658.42857,19646,At-risk
Z37914,Knoxville,TN,20382,17,13.5,30.4,28.3,75,10.6,2,18220,19874,14908,22459,19430,9784,11942,16659.57143,19647,At-risk
Z59353,Wibaux,MT,986,14.6,17.6,27.2,15.3,81.7,-21.4,2.7,16256,22543,11886,14924,17084,22599,11344,16662.28571,19648,At-risk
Z05350,Readsboro,VT,763,19.3,5.1,26.2,14.8,70.5,-17.9,-17.6,19700,5734,10771,14361,20702,22148,23226,16663.14286,19649,At-risk
Z34653,New Port Richey,FL,32273,13.3,11.8,40.2,21.2,72.5,5.2,4.4,14916,17994,21235,19534,20176,13102,9690,16663.85714,19650,At-risk
Z47441,Linton,IN,9258,16.4,11.9,31.4,13.9,85.9,-10,-0.4,17774,18142,15756,13446,15486,20548,15496,16664,19651,At-risk
Z22514,Milford,VA,2532,20.3,9.9,31.1,14,81.6,-8.1,0,20288,15372,15484,13547,17121,20002,14843,16665.28571,19652,At-risk
Z30513,Blue Ridge,GA,11102,20.3,11.7,44.5,26.8,66.7,19.6,8.7,20308,17901,22588,22050,21664,5821,6326,16665.42857,19653,At-risk
Z18847,Susquehanna,PA,5737,12.4,10.3,36.7,17.3,73.9,9,-7.1,13877,15933,19421,16736,19751,10681,20266,16666.42857,19654,At-risk
Z78212,San Antonio,TX,28478,21.7,15.7,27.1,20.1,75.9,4.3,3.4,21043,21594,11780,18790,19134,13696,10629,16666.57143,19655,At-risk
Z07306,Jersey City,NJ,55296,14.3,8.2,28.5,21.9,69.1,-18.2,2,15946,12346,13157,19936,21070,22191,12023,16667,19656,At-risk
Z28020,Casar,NC,1856,23.8,13.1,35.2,14.4,87.8,4.5,0,21923,19495,18546,13998,14743,13554,14421,16668.57143,19657,At-risk
Z63941,Fremont,MO,242,6.2,22.7,45.2,0,75.2,-34.8,-10,5298,23853,22767,131,19340,23744,21548,16668.71429,19658,At-risk
Z34448,Homosassa,FL,10204,16,11.9,43.4,26.8,65.8,12.7,8.9,17438,18137,22322,22049,21861,8653,6225,16669.28571,19659,At-risk
Z13679,Redwood,NY,1809,21.4,7.8,36.4,10,81,-3.2,-8,20863,11654,19226,8905,17345,17997,20696,16669.42857,19660,At-risk
Z86326,Cottonwood,AZ,24649,14.5,8.6,35.3,19,80.4,0,-2.1,16199,13095,18588,18074,17571,16355,16813,16670.71429,19661,At-risk
Z70358,Grand Isle,LA,1002,28.2,10.2,29.7,17,95.1,-1.7,-3.1,23158,15855,14283,16479,12043,17212,17668,16671.14286,19662,At-risk
Z74878,Wanette,OK,1474,16.8,16.2,36.7,16.2,103.1,-2.1,0,18098,21897,19442,15773,9398,17430,14667,16672.14286,19663,At-risk
Z27020,Hamptonville,NC,5766,28.2,6.3,35.7,17.7,79.2,9.7,-8.5,23149,8448,18821,17097,17999,10279,20931,16674.85714,19664,At-risk
Z80216,Denver,CO,11546,37.2,9.1,37,31,63,15.9,8.8,24167,14069,19607,23055,22407,7161,6264,16675.71429,19665,At-risk
Z98363,Port Angeles,WA,13915,9.5,8,39.8,20.7,81,-7.6,-2.3,10298,11928,21074,19215,17365,19823,17027,16675.71429,19666,At-risk
Z78827,Asherton,TX,1253,44.2,17.1,42.2,37,47.7,329.7,157.1,24433,22337,21975,23868,24051,64,11,16677,19667,At-risk
Z62824,Clay City,IL,1757,16.8,12,28.2,11.2,76.5,-2.5,-7.7,18081,18265,12889,10346,18958,17657,20548,16677.71429,19668,At-risk
Z13813,Nineveh,NY,502,23.1,17.9,44.1,20.7,72.2,10.2,45.5,21633,22673,22507,19221,20260,9992,470,16679.42857,19669,At-risk
Z65745,Seligman,MO,2624,29.6,15.1,37.2,22.6,62.6,24,11.1,23407,21199,19742,20351,22479,4614,4965,16679.57143,19670,At-risk
Z71822,Ashdown,AR,8717,14.6,10.9,42.7,19.4,86.7,-6.5,5.7,16274,16817,22119,18372,15158,19410,8607,16679.57143,19671,At-risk
Z61314,Buda,IL,866,8.2,11.4,26.9,13.6,75.3,-38.7,-16.7,8324,17439,11553,13082,19312,23931,23117,16679.71429,19672,At-risk
Z81020,Aguilar,CO,994,20.4,19.3,41.6,14.5,66,12.2,8.3,20388,23161,21768,14122,21804,8922,6595,16680,19673,At-risk
Z49221,Adrian,MI,41446,13.9,8.2,38.7,19.4,83.2,2.5,-4.3,15574,12341,20536,18362,16525,14824,18613,16682.14286,19674,At-risk
Z43938,Mingo Junction,OH,5295,7.5,14.5,34,14.7,84.4,-12,-6,7192,20713,17762,14309,16063,21057,19680,16682.28571,19675,At-risk
Z30139,Fairmount,GA,4161,21.5,4.5,36.7,27.8,70.1,10.5,-4.9,20929,4460,19401,22342,20817,9830,19001,16682.85714,19676,At-risk
Z62882,Sandoval,IL,2251,20.7,9.1,36.1,27.1,60.6,11.5,5.3,20546,14049,19046,22139,22814,9296,8893,16683.28571,19677,At-risk
Z63537,Edina,MO,1767,14.3,16.5,24.6,21.9,74.9,9,-5.9,16008,22031,9103,19930,19443,10680,19589,16683.42857,19678,At-risk
Z65713,Niangua,MO,2327,17,10.8,35.4,18.4,89.7,-1,0,18241,16694,18667,17627,14033,16885,14640,16683.85714,19679,At-risk
Z84720,Cedar City,UT,20210,6.2,9.6,32.4,21.5,76.6,-12.1,-7.3,5320,14800,16547,19719,18941,21082,20390,16685.57143,19680,At-risk
Z36562,Perdido,AL,1445,21.8,16.4,35.2,24.3,72.3,4.3,80,21068,22000,18560,21121,20238,13700,113,16685.71429,19681,At-risk
Z41339,Jackson,KY,10906,30.7,10.6,55.1,33.4,57.4,28.4,19.9,23589,16464,24018,23455,23229,3723,2331,16687,19682,At-risk
Z62656,Lincoln,IL,22366,16.2,6.1,54.7,16.5,80.9,-0.3,-2.6,17601,7933,23987,16086,17392,16555,17262,16688,19683,At-risk
Z16401,Albion,PA,6706,16.3,8.4,61.3,13,94.1,2.4,-13,17640,12728,24313,12488,12404,14883,22363,16688.42857,19684,At-risk
Z21640,Henderson,MD,1434,27.8,5,37.2,20.8,68.6,24.1,-20,23078,5510,19711,19281,21202,4592,23445,16688.42857,19685,At-risk
Z84750,Marysvale,UT,518,22.4,13.2,50.2,22,47,16.7,28.6,21386,19596,23565,20047,24104,6877,1247,16688.85714,19686,At-risk
Z64096,Waverly,MO,1049,16.8,20.6,22.5,15,74.8,0,-3.6,18084,23500,6771,14574,19462,16374,18063,16689.71429,19687,At-risk
Z13697,Winthrop,NY,2046,14.9,15.8,33.6,10.5,62.8,2.6,0,16487,21637,17493,9518,22437,14776,14486,16690.57143,19688,At-risk
Z23701,Portsmouth,VA,23577,16.4,9,32,11.7,74.1,-5.2,-5.7,17742,13866,16237,10940,19674,18890,19498,16692.42857,19689,At-risk
Z37361,Ocoee,TN,1136,19.4,28.9,51.2,12.1,102.9,17.3,-10,19796,24398,23684,11471,9445,6590,21467,16693,19690,At-risk
Z89156,Las Vegas,NV,28693,25.2,15.2,37,25.3,82.6,30.1,2,22423,21256,19625,21499,16740,3393,11916,16693.14286,19691,At-risk
Z16313,Clarendon,PA,1735,14,5.5,30.8,17.5,79.6,-21.3,-11.8,15626,6632,15210,16904,17857,22584,22041,16693.42857,19692,At-risk
Z18241,Nuremberg,PA,787,18.6,9,26.1,13.2,84.5,-30.2,-8.3,19266,13885,10706,12656,16024,23415,20905,16693.85714,19693,At-risk
Z37322,Decatur,TN,7387,21.4,7.4,48,18.8,71.8,1.3,6.5,20886,10861,23263,17951,20363,15598,7939,16694.42857,19694,At-risk
Z64085,Richmond,MO,8563,10.2,13.6,38.4,23.7,96.1,2.4,-3.3,11235,19950,20394,20869,11713,14876,17825,16694.57143,19695,At-risk
Z97360,Mill City,OR,2413,15.9,5.6,32,16.6,77.2,-34.5,-3.2,17407,6860,16203,16133,18756,23727,17784,16695.71429,19696,At-risk
Z46947,Logansport,IN,28341,20.3,9.8,28.7,17.6,79.8,4.1,-5.6,20321,15218,13351,16977,17782,13820,19408,16696.71429,19697,At-risk
Z89008,Caliente,NV,1272,10.2,25.5,21,9.9,61.2,-15.5,-16.7,11264,24168,5188,8700,22697,21779,23082,16696.85714,19698,At-risk
Z62450,Olney,IL,12439,12.6,11,30.7,16.2,73.7,-2.6,-2.7,14154,16936,15173,15750,19815,17711,17343,16697.42857,19699,At-risk
Z63112,Saint Louis,MO,20007,15.2,25.2,36.2,29.4,65.8,6.7,80.8,16778,24140,19141,22746,21863,12121,103,16698.85714,19700,At-risk
Z70659,Rosepine,LA,1565,15.1,13.3,39.4,33.9,101.7,-2.9,5.9,16708,19671,20888,23530,9815,17837,8444,16699,19701,At-risk
Z34431,Dunnellon,FL,7883,10.7,16.2,36.9,25.8,68.3,7.6,5.1,11856,21882,19576,21691,21279,11559,9050,16699,19702,At-risk
Z96107,Coleville,CA,1306,13.4,23.6,25.9,5.9,84,-22.7,-37.5,15099,23959,10545,3849,16206,22763,24472,16699,19703,At-risk
Z33823,Auburndale,FL,30238,21.2,11.2,36.1,22,84,2.8,5.3,20777,17249,19056,20030,16237,14629,8917,16699.28571,19704,At-risk
Z59841,Pinesdale,MT,985,21.4,7.5,24.4,31.2,73.4,9.6,-14.8,20901,11075,8834,23085,19925,10337,22741,16699.71429,19705,At-risk
Z31636,Lake Park,GA,10357,17.7,13.4,34.9,18.2,91.9,4.8,-1.1,18712,19792,18355,17473,13201,13345,16021,16699.85714,19706,At-risk
Z24983,Union,WV,2251,17.7,16.8,30.5,12.5,88,8.2,-18.2,18702,22176,15010,11911,14665,11168,23276,16701.14286,19707,At-risk
Z67550,Larned,KS,5877,11.1,13.3,38.2,6.4,82.8,-17.8,-9.6,12410,19652,20284,4436,16643,22125,21363,16701.85714,19708,At-risk
Z79838,Fabens,TX,8031,49.1,10.2,34.8,48.9,46.1,18,15.5,24539,15861,18250,24490,24157,6310,3308,16702.14286,19709,At-risk
Z14065,Freedom,NY,1791,18.4,9.5,38.5,15.6,71.1,6.2,0,19160,14743,20436,15244,20550,12434,14348,16702.14286,19710,At-risk
Z37218,Nashville,TN,15044,16.6,10.6,39.2,26.7,94.5,7.8,-1.2,17921,16424,20779,22008,12284,11403,16097,16702.28571,19711,At-risk
Z18407,Carbondale,PA,13528,11.1,9.9,30.2,18.1,71.6,-8.7,-1.8,12346,15307,14697,17379,20417,20175,16604,16703.57143,19712,At-risk
Z97834,Halfway,OR,758,9.8,15.3,43,17.4,61.5,0.8,7.4,10767,21288,22215,16848,22653,15892,7265,16704,19713,At-risk
Z44903,Mansfield,OH,24455,11.1,12.1,35.8,20.1,81.5,4,-2.8,12372,18362,18909,18833,17173,13885,17395,16704.14286,19714,At-risk
Z15926,Central City,PA,2519,13.9,11.3,31.7,11.6,82,-17.7,-3.7,15532,17339,16007,10821,16949,22111,18175,16704.85714,19715,At-risk
Z67865,Minneola,KS,1068,10.1,20,19.3,17.5,74.4,-7.6,-14.3,11123,23328,3583,16862,19586,19825,22631,16705.42857,19716,Distressed
Z63841,Dexter,MO,13482,17.5,8.3,32.2,14.5,75.8,-7.7,-1.4,18588,12570,16384,14099,19155,19867,16279,16706,19717,Distressed
Z69133,Dix,NE,485,9.5,19.8,19.8,14.9,79.2,-20,-40,10278,23275,3999,14457,17988,22433,24521,16707.28571,19718,Distressed
Z42410,Earlington,KY,1555,15.7,22.1,40.2,26.1,83.3,3.5,20,17194,23775,21252,21809,16498,14167,2288,16711.85714,19719,Distressed
Z72041,De Valls Bluff,AR,1341,20.9,18.9,31.9,22.9,85.5,-1.8,14.3,20634,23020,16187,20493,15657,17262,3730,16711.85714,19720,Distressed
Z47833,Bowling Green,IN,1359,16.6,5.9,32.8,12.7,81.5,-13,-27.3,17933,7513,16837,12133,17163,21284,24120,16711.85714,19721,Distressed
Z01852,Lowell,MA,33822,18.8,6.2,30.2,18.9,70.6,-4.7,-2.8,19369,8190,14664,17977,20680,18676,17428,16712,19722,Distressed
Z92262,Palm Springs,CA,27102,15.2,10.5,38.2,19.9,71.8,7.4,1,16801,16274,20273,18682,20365,11671,12933,16714.14286,19723,Distressed
Z99739,Elim,AK,328,13.1,5.1,46,29.3,51.3,31.6,-25,14769,5700,22891,22728,23800,3199,23912,16714.14286,19724,Distressed
Z93250,Mc Farland,CA,14056,55.2,2.7,43.1,36.7,56,25.5,-2.7,24590,1375,22223,23844,23407,4256,17305,16714.28571,19725,Distressed
Z24839,Hanover,WV,1497,32,5.3,72,27.9,72,-6.5,50,23750,6210,24517,22374,20323,19419,409,16714.57143,19726,Distressed
Z62681,Rushville,IL,5727,13.1,8.7,41.7,23.3,83.4,-5.3,2.9,14737,13267,21778,20698,16458,18926,11139,16714.71429,19727,Distressed
Z14214,Buffalo,NY,19862,9.3,14.3,34.4,29.1,66.5,14.4,-1.6,9897,20544,17996,22671,21701,7806,16390,16715,19728,Distressed
Z77977,Placedo,TX,851,37.4,6.8,42.3,28.3,56.9,47.8,0,24179,9553,21987,22473,23282,1767,13765,16715.14286,19729,Distressed
Z72956,Van Buren,AR,33117,13.9,8.6,35.2,20.2,97.3,-25.1,-1.8,15601,13088,18516,18896,11271,23020,16616,16715.42857,19730,Distressed
Z53218,Milwaukee,WI,41846,18.4,10,35.4,29.2,66,22,0,19200,15528,18664,22695,21817,5132,13974,16715.71429,19731,Distressed
Z60953,Milford,IL,2297,15.7,8,33.3,18,82.3,-3.1,-4.1,17208,11995,17244,17313,16851,17941,18459,16715.85714,19732,Distressed
Z60420,Dwight,IL,6287,16.5,10,50.3,13.8,106.2,-4.1,-6.2,17853,15517,23571,13369,8491,18399,19817,16716.71429,19733,Distressed
Z23851,Franklin,VA,13104,18.8,10.7,30.5,18.4,58.5,12.4,-1.8,19382,16577,14989,17609,23092,8817,16553,16717,19734,Distressed
Z92701,Santa Ana,CA,51520,56.9,2.8,27.7,31.5,62.1,-2.3,-0.1,24599,1505,12336,23131,22577,17565,15309,16717.42857,19735,Distressed
Z01609,Worcester,MA,20916,19.3,11.5,31.6,25.7,63.8,26.3,-0.8,19699,17643,15926,21658,22272,4096,15737,16718.71429,19736,Distressed
Z36507,Bay Minette,AL,19760,17.2,12,35.5,16.9,86.3,4.4,-1.5,18343,18267,18721,16408,15337,13625,16331,16718.85714,19737,Distressed
Z67216,Wichita,KS,24656,20.9,10.7,34.3,25.2,68.2,11.2,4.4,20632,16590,17930,21458,21306,9456,9668,16720,19738,Distressed
Z68376,Humboldt,NE,1384,9,19.3,20.4,17.3,63.2,-10.3,-6.7,9539,23142,4574,16687,22362,20664,20078,16720.85714,19739,Distressed
Z28634,Harmony,NC,5690,20.9,14.9,32.7,20.2,88.4,8.6,0,20616,21050,16811,18887,14521,10900,14270,16722.14286,19740,Distressed
Z75433,Cumby,TX,2839,12.6,11.7,31.2,14.2,91.4,-5.3,-19.2,14182,17855,15592,13741,13369,18920,23396,16722.14286,19741,Distressed
Z37058,Dover,TN,7409,13.4,14.4,38,18.1,91,4.4,-1.9,15030,20643,20178,17402,13528,13619,16657,16722.42857,19742,Distressed
Z13421,Oneida,NY,13978,12.1,11.5,30.6,16.6,79,-7.3,-2.2,13530,17595,15077,16129,18074,19724,16933,16723.14286,19743,Distressed
Z87511,Alcalde,NM,2717,15.2,9.6,45.8,18.9,89.1,-20,6.7,16800,14875,22856,18019,14256,22430,7828,16723.42857,19744,Distressed
Z47404,Bloomington,IN,22471,11.8,10.4,29.1,30.6,72.6,-8.2,3.2,13223,16087,13740,22968,20159,20039,10861,16725.28571,19745,Distressed
Z45417,Dayton,OH,31228,21.6,22.3,51.5,42,44.6,331.5,132.9,20986,23809,23714,24257,24228,63,21,16725.42857,19746,Distressed
Z46816,Fort Wayne,IN,18391,16.7,11,36.9,29.1,65.7,10.4,6.2,17999,16956,19556,22674,21883,9880,8130,16725.42857,19747,Distressed
Z61455,Macomb,IL,21578,6.5,16.8,25.6,28.9,64.5,-4.6,-0.6,5711,22154,10206,22605,22129,18632,15641,16725.42857,19748,Distressed
Z45701,Athens,OH,34559,5.7,11.6,31.2,42.1,59.6,2,-2.2,4534,17689,15591,24259,22953,15163,16890,16725.57143,19749,Distressed
Z48912,Lansing,MI,17459,10.8,10,28.2,28.4,73.5,2.7,-6,12009,15462,12879,22489,19895,14696,19657,16726.71429,19750,Distressed
Z75474,Quinlan,TX,15049,21.9,13.2,40.8,19.9,82.7,6.7,7.2,21141,19593,21472,18693,16696,12107,7392,16727.71429,19751,Distressed
Z60949,Ludlow,IL,550,13.2,24.8,29.6,28.2,83.4,-13,14.3,14846,24099,14229,22428,16462,21283,3748,16727.85714,19752,Distressed
Z57625,Eagle Butte,SD,4461,15.8,12.5,45.4,34.8,64.5,16.4,10.3,17286,18841,22795,23653,22135,6988,5397,16727.85714,19753,Distressed
Z76112,Fort Worth,TX,40416,21.3,15.5,32.6,25.6,72,31.5,1,20850,21473,16738,21618,20317,3210,12898,16729.14286,19754,Distressed
Z42649,Strunk,KY,3066,26.9,10.2,51.4,35.5,50.4,16.7,66.7,22894,15853,23694,23721,23885,6875,190,16730.28571,19755,Distressed
Z75937,Chireno,TX,889,16,15.6,35.5,23.5,75.7,0,16.7,17464,21522,18739,20775,19207,16370,3035,16730.28571,19756,Distressed
Z78577,Pharr,TX,74619,37.9,5.4,32.1,34.1,65.1,2,4.7,24209,6446,16294,23559,21997,15161,9446,16730.28571,19757,Distressed
Z64836,Carthage,MO,23481,23.2,9.8,29.2,21.7,86.9,7.3,-6.1,21704,15229,13835,19825,15090,11724,19708,16730.71429,19758,Distressed
Z04953,Newport,ME,3188,10.9,13,39.2,21.4,78.2,3,1.6,12068,19322,20790,19673,18386,14483,12396,16731.14286,19759,Distressed
Z30525,Clayton,GA,6635,13.2,13.9,34.6,19.9,65.9,2,6,14802,20217,18128,18670,21830,15160,8334,16734.42857,19760,Distressed
Z58442,Gackle,ND,500,18.9,16,27.4,11.9,77.4,8.6,-16.7,19478,21780,12107,11162,18670,10914,23034,16735,19761,Distressed
Z83237,Franklin,ID,1104,21.9,4.7,31.7,23.4,85.6,2.3,-23.8,21146,4892,15962,20724,15622,14953,23846,16735,19762,Distressed
Z76374,Olney,TX,3880,16.8,16.2,25.4,19,67.3,17.5,-9,18104,21898,9981,18035,21510,6524,21097,16735.57143,19763,Distressed
Z39662,Ruth,MS,1284,8.5,5.9,51.2,24.3,97.2,-12.2,-23.1,8710,7419,23669,21141,11308,21103,23802,16736,19764,Distressed
Z16342,Polk,PA,2334,23.5,8.1,43,19.6,88.3,22.9,-16.7,21809,12201,22198,18474,14553,4900,23018,16736.14286,19765,Distressed
Z52162,Postville,IA,3284,20.5,9.9,22.1,20.2,70.5,0.9,-5.9,20435,15375,6343,18863,20708,15829,19604,16736.71429,19766,Distressed
Z17701,Williamsport,PA,44877,12.5,9.4,29.7,21.9,73.8,-2,-2.6,13986,14505,14275,19940,19796,17391,17266,16737,19767,Distressed
Z49829,Escanaba,MI,17508,9.3,9.9,32.9,24.1,67.5,2.9,-3.4,9958,15292,16938,21020,21471,14569,17912,16737.14286,19768,Distressed
Z14517,Nunda,NY,2970,11.4,9.9,30.9,17.6,68.6,3.6,-10,12712,15312,15342,16988,21200,14120,21489,16737.57143,19769,Distressed
Z33170,Miami,FL,13308,21.7,7.8,34.7,26.2,95.6,-31.8,5.1,21019,11655,18166,21840,11859,23550,9085,16739.14286,19770,Distressed
Z49887,Stephenson,MI,2529,11,11,34.2,13.5,80.3,-11.9,-4.1,12265,16925,17866,13017,17600,21042,18470,16740.71429,19771,Distressed
Z74426,Checotah,OK,9876,16.1,13.4,41.9,19.3,82.8,3.3,5.5,17541,19784,21859,18297,16662,14294,8754,16741.57143,19772,Distressed
Z30268,Palmetto,GA,9682,19.7,15.9,31.9,19.2,101.1,-9.7,3.4,19958,21723,16184,18204,9997,20462,10667,16742.14286,19773,Distressed
Z65301,Sedalia,MO,34276,16.6,10.5,30,19.3,79.2,1.8,-2.2,17947,16283,14531,18267,18001,15275,16894,16742.57143,19774,Distressed
Z36525,Creola,AL,1874,15.2,12.4,35.7,17.8,114.3,0,-15.9,16755,18730,18857,17172,6526,16233,22926,16742.71429,19775,Distressed
Z69339,Crawford,NE,1729,9.7,19.3,31.4,19,65.8,0.4,2.3,10582,23143,15778,18055,21850,16083,11709,16742.85714,19776,Distressed
Z95542,Garberville,CA,2360,7.6,13.7,39.8,17.7,59.1,8.4,-2.9,7450,20029,21087,17111,23009,11045,17472,16743.28571,19777,Distressed
Z74553,Kiowa,OK,1111,14.9,17.1,34.1,17.9,77.9,9.2,0,16550,22306,17817,17239,18481,10559,14254,16743.71429,19778,Distressed
Z33125,Miami,FL,56139,35.8,7.8,31.9,31.5,48,36.8,-0.6,24080,11676,16141,23134,24029,2568,15580,16744,19779,Distressed
Z29620,Abbeville,SC,13005,20.3,11.2,40.8,26.3,71.3,17.1,5,20307,17244,21465,21885,20514,6687,9109,16744.42857,19780,Distressed
Z15956,South Fork,PA,2605,11.2,11,26.8,16.9,68.7,0.8,-16.2,12450,16926,11440,16364,21178,15887,22970,16745,19781,Distressed
Z67529,Garfield,KS,379,16.3,27.7,34.5,13.7,73.4,-19.2,25,17698,24332,18073,13249,19904,22338,1636,16747.14286,19782,Distressed
Z04920,Bingham,ME,1639,13.9,12.6,36.8,20.3,66.5,21.5,-2.8,15520,18930,19494,18969,21689,5263,17369,16747.71429,19783,Distressed
Z38643,Lambert,MS,2310,34.9,10.3,51.6,45.7,52.8,35.1,18.2,24014,16018,23724,24415,23696,2744,2628,16748.42857,19784,Distressed
Z66762,Pittsburg,KS,24816,10,13.8,24.2,27.2,66.3,-0.7,-2.1,10996,20123,8648,22159,21749,16764,16815,16750.57143,19785,Distressed
Z37711,Bulls Gap,TN,4734,20.2,19.6,36.9,18.7,78.3,6,10.2,20247,23234,19582,17851,18327,12562,5452,16750.71429,19786,Distressed
Z30720,Dalton,GA,28372,24.8,13.7,30.4,16.6,85.9,8.9,-3.1,22269,20085,14910,16127,15493,10733,17638,16750.71429,19787,Distressed
Z54161,Pound,WI,2916,16.6,4.5,32.2,15.7,82.9,-37.5,-14.5,17941,4440,16355,15307,16623,23872,22717,16750.71429,19788,Distressed
Z07504,Paterson,NJ,11416,24,12,29.2,13.1,70.8,7.8,-4.2,21980,18307,13852,12566,20625,11419,18508,16751,19789,Distressed
Z49248,Jasper,MI,847,15.9,12.5,33.8,21.3,72.6,36.4,-9.1,17359,18842,17620,19579,20140,2594,21123,16751,19790,Distressed
Z30537,Dillard,GA,1585,13.6,14.9,33.3,21.9,75.1,-1.5,7.5,15267,21028,17280,19958,19394,17127,7204,16751.14286,19791,Distressed
Z77003,Houston,TX,10438,28.9,13.8,25.9,38.2,73.4,10.4,4.6,23282,20180,10534,23961,19930,9876,9499,16751.71429,19792,Distressed
Z71462,Noble,LA,1343,22.3,11.5,39.9,19.9,69.4,8.3,8.7,21337,17660,21126,18692,20986,11114,6349,16752,19793,Distressed
Z45656,Oak Hill,OH,6704,17.2,9,39.6,25.9,77.5,-7.2,13.6,18358,13876,20973,21737,18652,19692,3979,16752.42857,19794,Distressed
Z95585,Leggett,CA,451,4.7,12.9,47.3,31.1,42,50,-14.3,3280,19190,23158,23081,24359,1648,22551,16752.42857,19795,Distressed
Z77340,Huntsville,TX,28664,13.6,10.4,46.6,29.2,62.1,12.4,5.5,15323,16103,23028,22708,22575,8815,8730,16754.57143,19796,Distressed
Z14748,Kill Buck,NY,822,20.8,7.6,33.2,30.3,59.8,89.4,-11.1,20570,11249,17163,22908,22923,675,21796,16754.85714,19797,Distressed
Z33935,Labelle,FL,18943,34.8,14.9,32.4,26,82.4,8.5,9.1,24002,21064,16570,21759,16824,10972,6096,16755.28571,19798,Distressed
Z73051,Lexington,OK,10030,21.3,11,57.9,13.1,102.4,-31.8,4.6,20848,16972,24181,12609,9595,23548,9540,16756.14286,19799,Distressed
Z74038,Jennings,OK,2073,11.7,11.3,32.2,14.5,98.9,-18,-20,13142,17323,16398,14100,10673,22157,23502,16756.42857,19800,Distressed
Z95340,Merced,CA,35309,15.5,6.7,36.8,25.8,76.2,4,-2.2,17069,9263,19461,21689,19047,13888,16884,16757.28571,19801,Distressed
Z75232,Dallas,TX,29155,24.2,9.9,39.8,30.7,64.1,42.6,2.5,22072,15391,21077,23008,22218,2081,11455,16757.42857,19802,Distressed
Z25045,Clendenin,WV,5450,19.4,11.2,43.2,16.4,92.4,17,-12.8,19771,17241,22256,15986,13024,6720,22313,16758.71429,19803,Distressed
Z35594,Winfield,AL,7276,16.6,14.4,37.4,15.2,80.4,1.4,3.1,17919,20660,19846,14863,17561,15527,10944,16760,19804,Distressed
Z85539,Miami,AZ,5233,21.8,13,38.3,19.7,87.4,49.4,-9.8,21093,19376,20331,18545,14910,1671,21394,16760,19805,Distressed
Z13903,Binghamton,NY,18403,12.7,10.3,31.2,22.3,70.1,4.8,-2.6,14219,15942,15582,20165,20808,13366,17246,16761.14286,19806,Distressed
Z33936,Lehigh Acres,FL,21040,22.4,12.8,37.7,19.8,71.7,19.8,1.9,21370,19162,20015,18608,20384,5761,12037,16762.42857,19807,Distressed
Z76446,Dublin,TX,8323,22.3,15.6,23.6,18.3,76.7,-10.8,4.9,21346,21541,7988,17508,18905,20787,9267,16763.14286,19808,Distressed
Z12092,Howes Cave,NY,735,9.7,28.1,23.3,8.3,70,-24.6,-31.2,10482,24360,7675,6739,20820,22954,24315,16763.57143,19809,Distressed
Z66711,Arcadia,KS,660,19.6,27.8,49.4,28,50.9,33.3,50,19934,24341,23467,22395,23841,2993,382,16764.71429,19810,Distressed
Z27812,Bethel,NC,2942,21.5,11.5,41.7,26.9,70.9,14.1,8.7,20923,17653,21786,22085,20618,7949,6339,16764.71429,19811,Distressed
Z23123,New Canton,VA,1776,17,20.9,44.2,14.4,58.6,2.5,30.4,18202,23564,22531,14016,23080,14845,1118,16765.14286,19812,Distressed
Z29487,Wadmalaw Island,SC,2993,14.3,8.5,37,25.2,117.9,-2.7,-24.3,15966,12918,19602,21464,5806,17730,23876,16766,19813,Distressed
Z74435,Gore,OK,2807,17.1,12.4,42.1,17.3,68.5,-1,14.8,18303,18745,21927,16756,21218,16898,3524,16767.28571,19814,Distressed
Z71749,Junction City,AR,2348,14,7.8,38.4,16.1,105.6,-16.6,-19.2,15687,11612,20369,15700,8663,21956,23399,16769.42857,19815,Distressed
Z20710,Bladensburg,MD,9690,21.8,9,23.3,20.1,56.6,-12.8,2.6,21057,13892,7648,18779,23317,21246,11448,16769.57143,19816,Distressed
Z85210,Mesa,AZ,38151,24.3,10.3,30.8,29.4,73.6,10.8,2.2,22115,16009,15244,22738,19862,9670,11757,16770.71429,19817,Distressed
Z29470,Ravenel,SC,4625,17.6,9.9,40.4,27.7,103.7,-4.7,2.1,18640,15362,21311,22320,9225,18655,11891,16772,19818,Distressed
Z64722,Amoret,MO,387,24.3,19.6,41.5,22.5,70.7,20,14.3,22104,23238,21728,20314,20663,5691,3676,16773.42857,19819,Distressed
Z63801,Sikeston,MO,23547,19.2,9.6,31.3,19,80.2,1.5,-1.1,19671,14891,15671,18053,17644,15461,16033,16774.85714,19820,Distressed
Z17866,Coal Township,PA,10499,20.4,16,57.4,14.8,69.5,7.9,12.5,20357,21782,24155,14450,20953,11368,4367,16776,19821,Distressed
