City,State,No_of_Zip_Codes,Sum_Population,Mean_No_Diploma,Mean_Vacancy,Mean_No_Job,Mean_Poverty,Mean_Med_Inc,Mean_Chg_Job,Mean_Chg_Biz,Mean_DCI_Percentile,Mean_White,Mean_Hispanic,Mean_Black,Mean_Asian,Mean_Mixed_Other,Sum_Area_Land,Sum_Area_Water
Greenville,SC,8,207387,15.825,9.45,28.6875,23.425,85.3375,10.775,9.6625,59.375,67.55,4.45,24.5,1.8875,1.6125,148.566,1.648
Henderson,NV,8,281419,7.2,8.025,27.725,9.4,123.925,33.775,21.175,23.1,74.7375,11.1625,4.8375,5.675,3.5875,173.534,0.441
Independence,MO,8,123974,13.675,10.3,29.85,20.2875,90.975,-14.6875,-0.95,64.725,1.2375,3.8,0.425,1.55,92.9875,108.406,2.675
Macon,GA,8,164884,17.9,16.7875,37.75,26.925,78.6625,4.825,-0.2,70.6875,53.225,1.0875,43.4625,0.8625,1.3625,344.976,5.655
Peoria,IL,8,136008,13.2375,10.9625,34.4375,26.4375,72.75,-1.7,-5.0375,67.6625,2.95,2.1875,0.25,1.1,93.5125,102.632,1.471
Riverside,CA,8,438804,20.9625,6.5375,31.1625,18.15,99.9625,12.9125,7.0625,51.9,46.7375,37.6,6.6875,4.825,4.15,149.501,5.208
Roanoke,VA,8,168637,14.2375,9.4875,28.7125,18.7375,69.6375,6.4625,-0.5875,61.2375,77.0125,1.3375,18.1375,1.025,2.4875,144.331,0.921
Rockford,IL,8,185059,16.8,10.9375,33.525,22.75,74.25,-0.525,-0.2375,73.6875,4.95,8.9375,2.1875,5.4125,78.5125,169.937,2.169
Schenectady,NY,8,162246,11.8625,18.0125,29.7375,18.1125,87.9875,3.1125,1.0125,58.4,69.1,4.6375,21.0125,2.075,3.175,128.683,2.989
Scranton,PA,8,99365,13.2625,11.3625,36.175,21.7625,69.1625,1.85,0.0875,74.6375,92.1,2.5625,2.7125,0.8875,1.7375,43.012,0.355
Spring,TX,8,351400,6.275,4.5625,23.7375,6.225,177.2375,62.5125,26.625,6.025,82.4,10.1375,3,2.425,2.0375,160.972,2.174
Waco,TX,8,149472,24.575,11.975,34.8,30.65,59.3625,4.425,2.2375,82.7125,41.325,32.2375,23.6375,1.2125,1.5875,254.804,11.875
Anaheim,CA,7,362709,21.85714286,4.2,25,14.48571429,111.8714286,26.68571429,6.771428571,40.07142857,39.88571429,41.75714286,2.042857143,12.94285714,3.371428571,47.655,1.046
Augusta,GA,7,202891,13.18571429,15.27142857,44.11428571,20.31428571,95.1,0.785714286,-2.857142857,68.02857143,52.81428571,3.528571429,39.58571429,1.971428571,2.1,179.542,4.462
Conroe,TX,7,142634,19.91428571,7.5,28.6,15.67142857,107.9285714,22.72857143,16.5,42.21428571,77.15714286,16.54285714,4,0.585714286,1.714285714,257.377,2.684
Flint,MI,7,158300,17.68571429,24.42857143,51.8,37.2,60.84285714,0.414285714,-7.057142857,93.85714286,51.92857143,2.585714286,40.27142857,0.7,4.514285714,91.69,1.681
Gary,IN,7,82817,16.9,26,45.85714286,38.28571429,55.3,-8.414285714,-11.85714286,97.67142857,12.95714286,5.471428571,79.47142857,0.185714286,1.914285714,48.242,2.434
Henrico,VA,7,191675,10.05714286,7.071428571,21.7,11.85714286,94.37142857,8.128571429,6.057142857,39.17142857,71.81428571,2.185714286,21.27142857,2.885714286,1.842857143,156.325,8.956
Hialeah,FL,7,363297,24.75714286,4.442857143,29.52857143,23.61428571,78.05714286,16.47142857,8.228571429,56.62857143,11.3,84.14285714,3.128571429,0.6,0.828571429,49.979,5.284
Kalamazoo,MI,7,163016,8.842857143,10.01428571,29.78571429,25.4,83.18571429,2.657142857,0.614285714,60.45714286,74.75714286,3.4,16.27142857,1.842857143,3.728571429,186.182,3.01
Kissimmee,FL,7,257631,14.15714286,7.585714286,32.15714286,20.2,93.58571429,20.58571429,25.57142857,46.32857143,61.85714286,27.74285714,6.028571429,2.114285714,2.257142857,248.615,22.881
Lansing,MI,7,162561,11.21428571,11.97142857,31.84285714,27.94285714,74.68571429,1.3,-2.442857143,76.04285714,62.92857143,8.828571429,20.34285714,3.228571429,4.671428571,95.952,1.704
Marietta,GA,7,314677,10.65714286,7.257142857,24.65714286,14.27142857,137.6571429,11.68571429,5.342857143,31.67142857,67.44285714,8.957142857,17.91428571,3.228571429,2.457142857,139.961,1.447
Modesto,CA,7,262638,24.15714286,6,37.75714286,22.55714286,79.15714286,18.27142857,3.2,64.62857143,56.61428571,30.08571429,2.9,4.771428571,5.628571429,216.129,3.463
New Haven,CT,7,168441,14,9.971428571,28.54285714,21.32857143,79.12857143,-0.585714286,1.057142857,66.3,53.05714286,16.08571429,23.58571429,3.585714286,3.685714286,48.967,3.483
Newport News,VA,7,178335,11.88571429,11.22857143,29.95714286,16.65714286,74.57142857,1.628571429,3.728571429,63.14285714,59.51428571,3.642857143,32.38571429,1.685714286,2.771428571,57.951,36.305
North Las Vegas,NV,7,223889,17.88571429,8.942857143,30.2,13.88571429,113.9714286,22.27142857,22.88571429,36.71428571,42.05714286,27.28571429,18.52857143,6.714285714,5.414285714,54.829,0.043
Plano,TX,7,295629,6.514285714,3.414285714,20.45714286,6.871428571,166.4,17.45714286,16.61428571,8.757142857,57.21428571,13.24285714,7.571428571,19.31428571,2.657142857,78.899,0.363
Providence,RI,7,203133,22.61428571,12.27142857,31.12857143,26.62857143,71.91428571,7.442857143,0.814285714,79.3,52.45714286,24.92857143,11.28571429,5.928571429,5.4,22.797,3.296
Pueblo,CO,7,154730,12.45714286,8.4,36.52857143,20.05714286,72.18571429,9.628571429,-2.442857143,65.32857143,59.02857143,36.54285714,1.485714286,0.514285714,2.428571429,774.896,7.591
Saginaw,MI,7,133071,13.97142857,13.97142857,36.51428571,22.68571429,78.98571429,5.5,-2.471428571,63.8,64.97142857,8.2,23.82857143,1.014285714,1.985714286,208.094,10.148
Salem,OR,7,255961,13.37142857,5.2,30.6,16.47142857,99.34285714,11.38571429,7.5,44.71428571,78.34285714,14.5,0.871428571,1.985714286,4.3,251.829,3.05
San Bernardino,CA,7,243816,36.18571429,7.985714286,45.17142857,38.22857143,52.72857143,14.14285714,1.4,85.4,25.02857143,50.6,16.02857143,3.971428571,4.371428571,119.986,1.034
Santa Barbara,CA,7,137210,11.37142857,4.985714286,24.75714286,10.67142857,141.3285714,9.528571429,4.042857143,25.25714286,68.45714286,24.81428571,1.114285714,2.557142857,3.057142857,149.031,3.475
Silver Spring,MD,7,298533,14.82857143,4.071428571,19.27142857,9.342857143,110.9285714,1.757142857,3.528571429,27.78571429,42.4,17.1,25.07142857,11.2,4.228571429,59.732,0.398
Sioux City,IA,7,85959,19.54285714,7.142857143,29.34285714,19.1,74.15714286,7.857142857,-0.171428571,55.21428571,81.65714286,9.857142857,2.257142857,2.257142857,3.971428571,119.685,1.611
Sioux Falls,SD,7,170429,8.814285714,5.328571429,17.5,11.37142857,114.4142857,17.32857143,10.5,21.42857143,92.38571429,1.942857143,1.414285714,0.828571429,3.428571429,176.795,0.902
Springfield,IL,7,142162,8.757142857,7.157142857,28.7,17.75714286,100.4142857,3.885714286,-3.057142857,52.58571429,4.157142857,1.114285714,0.242857143,0.771428571,93.71428571,138.106,5.761
Springfield,MO,7,225928,9.585714286,7.914285714,28.34285714,21.61428571,95.42857143,8.571428571,8.885714286,47.44285714,0.257142857,1.871428571,0.214285714,5.3,92.35714286,228.287,2.343
Suffolk,VA,7,86142,10.82857143,8.271428571,28.77142857,8.8,116.4857143,0.114285714,7.228571429,38.88571429,66,1.857142857,27.9,0.714285714,3.528571429,399.142,29.754
Wichita Falls,TX,7,100137,13.27142857,13.8,29.72857143,19.24285714,88.67142857,2.742857143,4.242857143,64.3,67.98571429,17.27142857,9.314285714,2.571428571,2.857142857,446.367,11.861
Winston Salem,NC,7,256105,14.68571429,10.67142857,29.78571429,23.92857143,86.67142857,4.842857143,1.285714286,65.41428571,58.52857143,7.1,31.71428571,0.985714286,1.671428571,200.743,1.619
York,PA,7,177719,12.71428571,7.628571429,26.34285714,14.84285714,105.3571429,16.52857143,6.428571429,39.1,80.2,8.6,8.371428571,1.014285714,1.814285714,139.136,0.744
Allentown,PA,6,169068,19.13333333,8.116666667,30.33333333,21.31666667,85.46666667,9.366666667,-0.166666667,56.16666667,66.43333333,22,6.933333333,2.55,2.083333333,60.493,0.799
Boulder,CO,6,127581,2.566666667,3.266666667,16.28333333,28.45,96.65,48.15,38.85,18.71666667,84.48333333,7.416666667,0.9,4.05,3.15,150.42,4.289
Boynton Beach,FL,6,164373,7.716666667,6.25,25.81666667,10.01666667,139.3333333,27.81666667,26.43333333,28.81666667,76.55,7.516666667,12,2.35,1.583333333,55.22,1.547
Bridgeport,CT,6,147340,25.6,13.71666667,32.53333333,25.96666667,54.93333333,-1.316666667,1.066666667,86.9,24.58333333,34.85,33.63333333,2.583333333,4.35,16.025,3.367
Cape Coral,FL,6,167934,9.416666667,9.4,32.95,14.71666667,106.7666667,38.86666667,25.73333333,33.41666667,87.95,7.966666667,1.55,1.033333333,1.5,134.488,41.363
Cedar Rapids,IA,6,136391,7.266666667,7.416666667,24.91666667,14.06666667,113.0166667,5.9,3.516666667,36.81666667,87.7,2.733333333,5.366666667,2.35,1.85,127.088,2.419
Chandler,AZ,6,271238,7.15,5.516666667,22.2,8.566666667,150.0666667,26.28333333,16.6,14.2,72.06666667,16.9,2.866666667,5.05,3.116666667,162.59,0.426
Chesapeake,VA,6,230643,10.28333333,5.716666667,28.36666667,10.98333333,100.3666667,6.416666667,1.5,39.46666667,61.86666667,1.8,32.18333333,1.483333333,2.666666667,338.496,12.423
Columbus,GA,6,179380,17.48333333,12.53333333,38.4,27.7,72.48333333,2.35,-1.1,75.9,46.58333333,3.8,45.81666667,1.35,2.45,91.388,4.001
Davenport,IA,6,104495,11.33333333,10.16666667,30.43333333,18.03333333,80.85,0.35,-4.6,64.01666667,82.06666667,4.966666667,9.166666667,1.383333333,2.416666667,109.023,2.728
Denton,TX,6,149769,11.05,6.7,24.88333333,20.3,102.2833333,19.65,16.36666667,35.6,61.8,20.71666667,10.66666667,3.6,3.216666667,100.552,7.6
East Saint Louis,IL,6,56647,21.68333333,21.28333333,49.58333333,43.31666667,36.73333333,-7.916666667,-10.31666667,98.4,0.183333333,3.233333333,0.1,0.616666667,95.86666667,53.062,2.411
Eugene,OR,6,195634,5.783333333,4.583333333,29.35,22.68333333,90.1,13.56666667,5.683333333,38.96666667,87.68333333,4.266666667,0.816666667,2.733333333,4.5,294.137,8.262
Gilbert,AZ,6,234543,4.266666667,4.583333333,21.6,6.316666667,169.5333333,63.88333333,32.16666667,2.95,76.33333333,12.61666667,2.75,5.116666667,3.183333333,70.434,0.203
Grand Junction,CO,6,103669,8.7,4,26.73333333,14.93333333,85.08333333,41.86666667,5.966666667,44.48333333,87.76666667,9.183333333,0.283333333,0.55,2.216666667,278.074,2.001
Green Bay,WI,6,180920,10.83333333,5.366666667,23.63333333,14.16666667,95,6.35,1.5,42.5,87.91666667,4.716666667,1.35,2.366666667,3.65,162.853,3.083
Hampton,VA,6,137563,9.866666667,12.15,37.35,14.13333333,75.48333333,1.233333333,1.983333333,66.3,51.58333333,2.55,41.51666667,1.4,2.95,50.544,8.116
Hartford,CT,6,124441,25,12.96666667,37.71666667,30.41666667,54.81666667,-2.766666667,0.166666667,83.33333333,23.53333333,31.88333333,36.68333333,3.083333333,4.816666667,17.372,0.67
Homestead,FL,6,175538,29.55,10.8,36,28.45,89.83333333,9.35,11.76666667,70.23333333,35.33333333,41.75,19.55,1.05,2.316666667,375.541,26.399
Irving,TX,6,230813,17.58333333,7.233333333,21.8,13.98333333,106.05,20.71666667,10.68333333,35.68333333,31.8,33.78333333,13.86666667,18,2.55,69.615,0.942
Jersey City,NJ,6,259191,13.33333333,10.36666667,25.95,18.46666667,100.75,4.95,4.75,57.48333333,26.01666667,26.16666667,23.41666667,19.51666667,4.883333333,14.724,0.669
Johnstown,PA,6,68938,11.66666667,13.81666667,35.36666667,21.11666667,68.7,-7.983333333,-4.25,76.23333333,91.5,0.683333333,6.166666667,0.366666667,1.283333333,129.172,1.03
Lake Worth,FL,6,229021,18.13333333,8.7,25.68333333,17.26666667,118.3666667,33.51666667,17.43333333,41.61666667,64.86666667,20.41666667,10.81666667,1.416666667,2.483333333,68.294,3.672
Lehigh Acres,FL,6,108033,23.48333333,10.16666667,33.8,22.55,84.75,83.66666667,77.9,59.01666667,54.93333333,24.63333333,16.9,0.75,2.783333333,97.574,1.404
Mansfield,OH,6,88740,13.2,14.23333333,38.18333333,21.43333333,78.75,4.066666667,-1.816666667,73.13333333,83.18333333,0.983333333,12.36666667,0.566666667,2.9,208.649,4.37
Odessa,TX,6,151985,26.36666667,6.816666667,28.26666667,12.33333333,119.15,42.01666667,21.85,36.45,50.15,44.63333333,3.35,0.433333333,1.433333333,412.988,2.236
Olympia,WA,6,175552,5.85,5.833333333,29.33333333,11.73333333,107.4333333,10.55,6.083333333,27.65,83.03333333,3.916666667,2.283333333,4.966666667,5.8,349.509,42.947
Panama City,FL,6,121653,10.46666667,15.08333333,37.78333333,14.63333333,99.2,16,13,52.1,80.71666667,3.35,11.06666667,1.616666667,3.25,288.917,81.901
Pasadena,CA,6,156109,11.46666667,6.383333333,23.6,14.58333333,124.15,7.383333333,12.05,28.68333333,44,29.31666667,11.8,10.78333333,4.1,25.389,0.153
Port Saint Lucie,FL,6,189984,11.51666667,7.816666667,33.6,13.5,110.95,20.06666667,18.48333333,36.76666667,82,7.333333333,7.166666667,1.2,2.3,193.607,2.386
Saint Joseph,MO,6,87616,13.15,13.98333333,28.95,19.33333333,91.83333333,-1.25,-1.333333333,66.95,0.716666667,2.616666667,0.233333333,2.466666667,93.96666667,177.689,3.688
Santa Ana,CA,6,357915,40.71666667,2.933333333,27.3,20.75,93.63333333,4.65,3.016666667,56.46666667,19.5,69.66666667,1.166666667,7.833333333,1.833333333,34.712,0.316
Santa Rosa,CA,6,214152,13.76666667,4.2,26.78333333,11.96666667,101.1166667,11.05,4.7,33.3,71.61666667,18.61666667,1.866666667,3.45,4.45,189.148,0.353
Stamford,CT,6,126376,8.15,6.55,20.78333333,7.733333333,136.6,4.75,2.133333333,26.06666667,68.06666667,12.91666667,10.61666667,5.733333333,2.666666667,36.378,3.164
Vero Beach,FL,6,108337,10.1,12.58333333,33.73333333,12.56666667,112.9833333,10.85,8.4,49.45,84.06666667,3.983333333,9.783333333,0.583333333,1.583333333,399.795,38.567
Waterbury,CT,6,109577,25.35,15.88333333,39.58333333,29.95,49.6,-1.216666667,-1.216666667,89,51.51666667,28.05,15.61666667,1.333333333,3.483333333,28.461,0.419
Whittier,CA,6,197162,20.06666667,3.95,27.23333333,11.88333333,108.9,8.116666667,4.15,39.68333333,31.48333333,61.86666667,0.75,3.45,2.45,32.023,0.35
Wilmington,NC,6,195782,8.966666667,7.883333333,26.88333333,18.8,109.0166667,16.88333333,8.95,36.86666667,77.76666667,2.183333333,17.48333333,0.8,1.766666667,149.77,18.731
Abilene,TX,5,128274,16.04,11.7,34.92,18.7,85.66,9.62,1.68,64.98,70.66,18.56,7.58,1.12,2.08,495.63,6.995
Anderson,IN,5,78038,12.8,12.2,33.88,19.02,85.82,2.9,-2.04,63.28,87.72,1.36,9.1,0.3,1.52,152.457,0.39
Arvada,CO,5,127226,6.66,2.38,19.46,8.12,128.6,15.08,7.04,14.84,85.68,9.64,0.36,2.08,2.24,57.375,1.35
Asheville,NC,5,125161,9,6.5,28.7,17.78,91.98,14.44,12.36,37.8,79.58,3.38,13.92,1.08,2.04,133.925,1.383
Aurora,IL,5,209444,17.48,5.92,22.3,11.18,133.84,16.22,13.62,33.92,57.12,23.24,8.78,8.38,2.48,52.548,0.899
Bellevue,WA,5,138859,4.64,5.28,24.4,7.9,154.16,5.34,6.58,15.06,73.04,5.18,1.62,16.1,4.06,35.173,5.187
Brooksville,FL,5,62972,14.56,10,41.16,17.24,88.42,11.26,11.78,60.06,90.18,4.22,3.62,0.22,1.76,352.788,18.266
Bryan,TX,5,92947,21.7,8.2,27.8,22.84,84.14,22.78,13.62,53.96,62.26,21.98,12.68,1.6,1.48,374.099,3.432
Burbank,CA,5,107880,12.34,4.52,22.94,12.2,103.1,13.6,15.2,26.64,57.12,22.34,2.38,12.04,6.12,17.734,0.035
Cambridge,MA,5,108048,5.16,7.38,23.4,15.96,120.52,6.54,6.08,28.74,61.22,8.3,10.04,15.5,4.94,6.374,0.719
Chula Vista,CA,5,252469,15.18,5.96,28.24,10.22,133.36,22.34,14.82,31.76,35.16,41.92,4.82,14.32,3.78,48.043,0.99
Corona,CA,5,247481,14.04,3.76,27.3,9.84,134.04,21.94,12.5,20.14,51.2,33.42,6.02,5.68,3.68,143.786,0.981
Daytona Beach,FL,5,99760,14.06,11.22,44.26,24.56,73.32,9.82,2.76,74.12,76.3,3.24,17.16,1.44,1.86,85.441,7.527
Decatur,GA,5,172161,10.54,12.7,30.12,20.66,103.22,5.3,1.44,59.18,31.4,1.82,62.12,2.52,2.14,54.905,0.357
Delray Beach,FL,5,111631,11.02,9.12,31.52,14.12,101.94,24.42,13.62,36.08,77.02,5,14.82,0.54,2.62,44.458,2.145
Edmond,OK,5,158152,3.68,5.12,21.1,6.64,183.44,45.54,28.3,7.44,80.76,4.22,6.58,2.98,5.46,179.309,3.091
Falls Church,VA,5,120540,13.3,4.44,18.7,9,147.8,4.72,3.24,23.68,54.72,22.38,5.12,13.86,3.92,19.162,0.276
Fort Collins,CO,5,185863,4.38,3.2,22.04,17.1,101.08,24.08,14.2,19.12,85.46,9.06,0.76,2.14,2.58,222.159,15.681
Fort Smith,AR,5,91333,18.64,10.32,32.02,23.44,101.4,0.66,0.46,64.02,67.2,14.6,6.9,5.74,5.56,81.384,3.981
Fredericksburg,VA,5,165904,8.36,6.14,23.02,8.92,120.2,9.44,4.92,23.66,80.52,2.94,12.08,1.36,3.1,238.512,5.633
Gadsden,AL,5,66610,16.48,12.78,37.16,18.02,99.94,1.24,1.66,71.02,82.14,1.36,14,0.34,2.16,236.827,10.574
Garden Grove,CA,5,176587,23.92,2.42,27.88,16.8,98.06,8.7,7.22,45.68,37.38,28.02,0.76,30.18,3.66,17.897,0.018
Garland,TX,5,234385,25.4,6,24.52,18.16,93.92,0.16,5.54,53.54,32.26,40.54,12.48,10.14,4.58,56.426,5.271
Huntington,WV,5,76060,15.06,15.14,39.52,30.06,75.9,6.96,-4.34,85.78,91.1,0.64,5.44,0.76,2.06,92.652,4.099
Hyattsville,MD,5,160877,26.66,6.58,20.64,11.68,83.72,7.84,7.7,46.7,18.54,18.28,56.7,3.24,3.24,26.448,0.143
Inglewood,CA,5,135769,30.48,5.16,30.14,23.28,71.36,7.64,-1.58,71.08,4.04,48.8,43.44,0.72,3,10.476,0.025
Jamaica,NY,5,238284,20.36,7.24,29.26,17.3,90.58,0.6,10.32,57.98,7.38,14.88,62.3,8.72,6.72,9.288,0.041
Joliet,IL,5,129203,21.08,8.82,29.3,16.06,91.22,-5.02,-0.16,65,57.04,18.74,21.66,0.84,1.72,60.619,1.18
Lafayette,LA,5,158099,14.36,6.96,24.76,18.02,111.94,5.82,3.5,42.12,6.02,1.82,2.22,19.24,70.7,94.388,0.254
Lake Charles,LA,5,126728,14.94,11.48,30.98,18.78,100.08,13.04,5.8,53.94,5.84,1.66,0.22,14.6,77.68,308.976,38.235
Laredo,TX,5,261685,35.7,7.36,34.34,33.2,72.8,15.1,10.74,66.54,4.98,94.06,0.14,0.38,0.44,1168.004,9.07
Largo,FL,5,104444,11.14,8.76,28.76,14.46,90.1,16.48,2.24,51.88,87.8,3.62,4.82,1.74,2.02,24.392,1.951
Las Cruces,NM,5,146138,15.66,8.3,31.16,23.54,99.6,5.02,0.36,63.28,41.18,53.66,1.46,0.88,2.82,942.96,0.945
Lees Summit,MO,5,98355,3.7,5.18,17.64,6.36,168.34,18.86,9.38,7.54,8.8,1.84,0.76,2.9,85.7,94.595,3.525
Lima,OH,5,85767,11.12,10.52,30.04,17.88,92.2,2.42,-5.36,58.84,83.64,1.32,12.5,0.44,2.1,217.824,3.479
Longview,TX,5,105849,16.38,8.1,29.98,18.08,84.2,13.6,4.94,56.62,56.38,16.54,24.26,1.26,1.56,230.801,5.248
Manchester,NH,5,114408,11.74,7.7,23.74,15.68,79.08,1.5,0.38,53.38,86.72,6.46,2.04,1.96,2.82,35.194,1.864
Melbourne,FL,5,146206,8.74,10.3,31.04,12,109.44,17.8,8.4,39.94,85.26,4.62,5.8,1.86,2.46,199.062,20.23
Metairie,LA,5,141472,10.92,7.58,23.04,13.76,120.7,9.34,1.04,36.32,6.9,7.54,0.06,2.38,83.12,23.009,0.725
Midland,TX,5,147252,18.4,6.32,21.9,8.58,127.02,54.36,16.66,20.32,61.58,29.7,6.4,0.8,1.52,868.791,1.605
Missoula,MT,5,95577,4.38,4.1,24.28,15.84,106.82,-1.52,8.64,27,92.84,1.76,0.1,0.98,4.32,389.541,3.843
Muskegon,MI,5,127142,13.24,10.8,40.18,22.46,75.32,2.74,-4.9,75.32,71.74,3.38,20.4,0.3,4.18,149.589,29.494
Myrtle Beach,SC,5,129852,9.08,17.74,29.68,15.6,96.6,15.9,10.34,46.36,85.72,3.94,6.86,1.28,2.2,127.449,2.005
North Port,FL,5,64026,8.14,5.28,34.74,12.24,102.66,37.84,35.9,26,84.78,5.8,6.8,0.9,1.72,66.313,3.091
Norwalk,CT,5,87483,9.18,5.38,21.96,7.48,124.18,10.98,1.02,25.52,71.6,12.6,10.72,2.98,2.1,22.796,5.688
Ogden,UT,5,192698,10.4,6.5,26.36,12.96,92.16,16.36,5.66,38.22,81.44,14,1.26,0.96,2.34,192.951,1.765
Orange,CA,5,144976,17.02,3.48,26.4,14.16,123.56,11.78,5.54,33.64,53.88,33.56,1.52,8.28,2.76,26.035,0.491
Pasadena,TX,5,147442,29.06,9.28,31.78,19.82,88.9,14.42,3.16,66.74,49.62,45.64,1.12,1.9,1.72,38.083,1.884
Port Charlotte,FL,5,70738,10.3,9.54,38.6,11.78,95.56,15.1,9.34,48.16,88.96,3.86,4.66,0.76,1.76,72.971,12.75
Portsmouth,VA,5,95439,17.66,10.42,32.92,19.34,66.2,0.68,-3.74,78.06,46.1,1.62,49.42,0.62,2.24,33.019,13.149
Punta Gorda,FL,5,67906,11.42,9.52,42.38,11.2,99.28,11.54,7.16,50.34,93.22,1.78,3.3,0.54,1.16,534.903,26.144
Puyallup,WA,5,135145,6.82,6.4,26.9,10.12,111,16.28,4.5,24.92,85.6,4.2,1.64,2.98,5.58,60.144,0.381
Racine,WI,5,126353,15.02,8.98,28.48,16.94,90.88,0.18,-2.66,60.44,70.84,11.06,15.14,0.76,2.2,57.591,9.019
Renton,WA,5,150646,9.56,4.88,21.3,10.84,115.92,20.92,11.44,21.48,67.7,8.78,7.9,10.98,4.64,57.312,2.556
Saint Augustine,FL,5,118453,7.36,7.32,28.68,10.58,127.86,25.84,15.34,21.42,88.92,2.94,5.76,0.78,1.6,304.759,27.431
Salinas,CA,5,185894,28.64,4.74,28.44,15.28,107.12,10.58,7.38,45.44,42.58,45.78,2.56,5.76,3.32,305.545,2.931
Santa Fe,NM,5,126839,10.98,7.78,27.8,13.82,130.02,77.76,2.6,37.78,41.88,50.52,0.66,0.9,6.04,577.218,0.969
Santa Monica,CA,5,94370,4.26,5.98,22.82,11.12,135.9,21.12,10.12,14.06,73,12.62,3.32,6.62,4.44,8.92,0.567
Shawnee,KS,5,71846,4.3,3.5,19.32,7.12,159.2,8,2.48,13.4,10.14,4.14,0.32,1.56,83.84,43.907,1.328
Spartanburg,SC,5,109555,18.14,12.16,34.5,22.08,83.64,5.54,-2.72,74.7,62.06,3.18,31.34,2.12,1.3,172.398,1.655
Spring Hill,FL,5,118386,12.5,11.22,42.14,16.62,88.24,8,4.42,66.9,90.62,5.28,1.8,0.8,1.5,142.581,12.014
Springfield,OH,5,100386,13.84,11.92,33.18,21,88.16,2.68,-5.16,69.54,83.22,0.92,13.1,0.44,2.32,181.955,3.786
Terre Haute,IN,5,92303,14.06,12.74,34.2,23.52,78.22,-2.38,-3.86,73.88,89.38,1.06,6.58,0.86,2.12,258.371,4.239
