City,State,No_of_Zip_Codes,Sum_Population,Mean_No_Diploma,Mean_Vacancy,Mean_No_Job,Mean_Poverty,Mean_Med_Inc,Mean_Chg_Job,Mean_Chg_Biz,Mean_DCI_Percentile,Mean_White,Mean_Hispanic,Mean_Black,Mean_Asian,Mean_Mixed_Other,Sum_Area_Land,Sum_Area_Water
Imler,PA,1,1487,13.1,7.4,28.6,10.6,94.7,50,21.4,28.1,99.5,0,0,0,0.5,34.904,0.027
Immokalee,FL,1,29450,54.2,19,39.4,40.7,59.7,2.7,10.2,92.4,10.1,67.3,17.6,0.1,4.9,589.922,12.055
Imperial Beach,CA,1,26555,20.5,5.3,37,17.6,75.5,-2.1,1.7,75.1,43.5,39.6,4.7,6.6,5.6,2.512,0.565
Imperial,CA,1,22827,20.5,11,48.9,7.9,130.6,13.1,4.6,52.1,30.4,54.7,11.2,1.8,1.9,199.546,0.023
Imperial,MO,1,25526,12,8,23.6,7.7,126.7,7.1,1.8,31,5.4,1.2,0,0.1,93.3,32.561,0.715
Imperial,NE,1,2470,12.3,7.5,14.8,7.1,103.8,7.8,6.2,23.9,6.9,3.8,0.8,5.2,83.3,367.822,0.147
Imperial,PA,1,6847,7.9,6.9,19.2,9,128.2,8.8,9.6,15.2,95.6,0.1,1.9,1,1.4,22.264,0
Ina,IL,1,2616,34.8,11.7,83.5,24.9,70.7,40,40,75,61.5,7.6,28.4,0,2.5,21.264,2.147
Inchelium,WA,1,1181,20.5,11.1,54.6,27.6,44.4,53.1,20,75.1,21.8,2.1,0,0,76.1,527.98,31.178
Incline Village,NV,1,8770,5.5,7.4,26.3,10.9,144.3,11.6,5.5,21.2,84.7,11.3,0.7,1.4,1.9,25.3,0.967
Independence,CA,1,726,9.7,2.6,33.3,13.7,77.7,240.9,12.5,29.3,74.5,7.4,0.4,0,17.7,136.756,0.343
Independence,IA,1,8688,7.9,6.5,18.6,9,106.1,14.4,-4.1,25.7,96.5,1.3,0.4,0.8,1,142.587,1.273
Independence,KS,1,12995,8.9,18,28.7,17.2,84.4,0.5,-8,76.9,2,2.7,0,0,95.3,209.669,4.102
Independence,KY,1,28805,10,5.1,21.8,7.1,153.6,14.7,16.7,8.9,97.5,1,0.6,0.1,0.8,29.064,0.399
Independence,LA,1,9671,23.6,9.1,42.2,25.6,81.9,-10.4,0,90.5,23.6,2.2,14.3,17.9,42,77.118,0.594
Independence,OH,1,20377,7,3.9,20.6,3.9,147.7,7.7,6.7,7.3,96.4,0.9,0.3,1.9,0.5,16.081,0.118
Independence,OR,1,9965,14.5,11,24.7,22.8,88.8,39.3,0,56.2,66,29.8,0.2,0.2,3.8,52.4,1.214
Independence,VA,1,3806,19.2,14,34.8,24.6,48.2,12,-16.1,92,94,1.9,3,0,1.1,106.05,1.153
Independence,WI,1,2765,15.3,7.1,20.1,16.3,80.1,0,-14.6,66.6,97.5,2.1,0.1,0,0.3,112.859,0.154
Independence,WV,1,1421,11.1,11.8,25.2,12.8,101.3,6.2,75,37.7,96.9,0,0,0,3.1,32.661,0.003
Indiahoma,OK,1,1709,7.1,19.4,32.9,17.3,133.1,-22.2,0,67.8,65.1,5.8,5,0.2,23.9,114.029,0.404
Indialantic,FL,1,13642,3.1,4.1,25.1,9.5,143.5,-1.7,6.3,16.8,94.1,2.6,0.2,1.9,1.2,3.701,5.732
Indian Head,MD,1,11137,9.2,11.3,28,8.2,82.6,-4,-0.9,60.5,63.8,0.7,30.7,0.7,4.1,41.68,7.118
Indian Hills,CO,1,1322,2.9,3.5,15.6,2.2,136.3,137.3,41.7,0.1,83.2,16.8,0,0,0,4.27,0.003
Indian Lake,NY,1,730,12.1,4,34.6,13.7,63,4.9,-2.3,63.8,97.1,1.8,0,0,1.1,189.643,9.904
Indian Mound,TN,1,2337,6.6,14.1,39.3,11.9,114.7,-3,-35.3,69.9,97.6,0.6,0.3,0,1.5,76.892,2.237
Indian Orchard,MA,1,9037,19.2,10.5,29.2,32.5,48.7,17.3,14.2,70.5,64.6,20.5,9.8,1.3,3.8,2.369,0.185
Indian River,MI,1,3956,11.1,10.6,36.4,12.7,92.3,9.8,-3.5,64.1,95.2,1.5,0.2,0,3.1,72.679,14.089
Indian Rocks Beach,FL,1,5641,4.3,16.6,27.9,7.3,123.7,40.3,11,20.3,94.1,3.7,0.4,0.7,1.1,1.18,2.036
Indian Springs,NV,1,4517,26.3,20.2,89.4,13.1,95.2,2,78.6,73.7,40.5,25.2,24.9,2.1,7.3,56.159,0
Indian Trail,NC,1,33008,6.4,4.2,20.5,5.3,142.4,21.2,10,3.8,91.9,2.1,2.9,1,2.1,43.91,0.382
Indian Wells,AZ,1,2040,41.7,15.2,66.1,61.1,29.8,0,0,98.1,0.6,1.8,0.2,0,97.4,447.611,0.291
Indian Wells,CA,1,4946,5.9,6.9,36.3,4.1,151.2,17.5,0,22.6,93.7,4.5,0,0,1.8,13.055,0.186
Indiana,PA,1,35090,8.6,10.9,29.1,22,80.4,-0.8,-2.2,73.3,93.2,0.9,3.3,1.6,1,115.298,1.721
Indianola,IA,1,19609,4.2,4.7,17.7,10.9,107.4,6.7,0,19.3,97.6,0.6,0.2,0.4,1.2,163.649,1.032
Indianola,IL,1,553,8.5,15.2,28.2,8.9,93.4,50,50,28.9,98.1,0.2,0,0,1.7,34.428,0.048
Indianola,MS,1,11342,25,10.5,40.8,31.5,68.8,-0.9,1.8,91.3,27.5,1.1,70.4,0.2,0.8,152.737,2.022
Indianola,NE,1,994,8.7,11.7,17.3,17.4,116.2,-13.9,23.5,38.4,80.6,0,0.1,5,14.3,190.697,0.346
Indianola,OK,1,836,18.7,13.9,40.8,11.3,103.1,-47.6,0,82.3,77.3,1.9,1.3,0.8,18.7,59.991,3.908
Indianola,WA,1,1394,1.4,2.9,26.8,10.6,112.9,8.7,8.7,13.6,95,0.2,0.2,1.2,3.4,2.399,0.819
Indiantown,FL,1,10585,41.3,6.1,54.1,34.3,74.6,-17.9,5.7,89.6,33.2,42.7,22.6,0.7,0.8,208.156,3.401
Indore,WV,1,748,36,13.6,40.3,29.3,82.7,0,0,92.3,100,0,0,0,0,30.704,0.048
Industry,IL,1,766,3.2,10,18.2,8,109.6,-40,0,36.3,0.3,0.3,0.9,0.8,97.7,51.044,0.009
Industry,PA,1,3557,6.8,6.4,23.3,7,102.8,90.8,0,16.9,96.8,1.1,1.7,0.1,0.3,17.444,0.075
Industry,TX,1,521,11.7,10.6,21.7,9.8,109.9,18.2,0,34.8,78.1,5.7,16.2,0,0,15.96,0.136
Inez,KY,1,6044,23.2,15.4,74.3,33.7,60.7,5.7,6.2,92,99,0.4,0.2,0,0.4,90.539,0.345
Inez,TX,1,2554,10.7,7.4,22.5,13.3,123.1,45.9,45.9,15.5,92.3,5.6,0,0,2.1,178.961,0.079
Ingalls,IN,1,2123,13.6,10.8,23.7,11.6,100.8,0,0,54.3,92.3,2.7,1.6,0.5,2.9,1.352,0
Ingalls,KS,1,881,12.4,6.2,16.7,13.4,124,-4.5,-4.2,41.4,74,19.7,0.5,1.6,4.2,303.434,0.076
Ingleside,IL,1,9192,6.2,0.7,21.9,8.8,106.6,7.9,-6.2,22.7,95.8,1.7,0.8,0.3,1.4,9.6,1.523
Ingleside,TX,1,9363,14.1,12.4,22,10.5,109.8,12.2,12.2,34.4,87.9,8.8,0.4,0.9,2,18.992,0.634
Inglis,FL,1,2560,14.4,11.9,43.3,26.8,64.9,53.3,31.8,66.3,96.2,2.2,0,0,1.6,102.613,5.048
Ingram,TX,1,4468,13.2,13.4,37.1,11.6,89,12,13.2,55.5,83.8,13.3,0.4,0.4,2.1,43.921,0.431
Inkom,ID,1,2119,4,3.2,30.7,5.2,110.1,-38.8,10.3,24.1,96.2,1,1.7,0.3,0.8,105.09,0.167
Inkster,MI,1,24897,16.4,15.8,42.5,34.9,60.9,-17.5,-4.1,97.5,24.5,1.8,66.1,3.7,3.9,6.253,0.001
Inman,KS,1,2587,15.8,12.3,17.3,8.5,103.6,13.3,1.7,37.9,21.7,1,0.5,0.7,76.1,131.305,0.286
Inman,SC,1,30377,17.4,10.4,29.4,14.2,110.3,9,-1.3,59.6,86.1,1.9,9.6,1.4,1,77.911,2.942
Inola,OK,1,6810,11.2,6.8,24.9,8.8,122.6,43.2,2.9,21.6,72.6,2.9,0.2,0.3,24,122.973,1.254
Intercession City,FL,1,1492,32.4,4.3,14.7,34.2,51.9,-57.3,0,78.8,82.5,15.7,1.6,0,0.2,13.184,0.057
Interlachen,FL,1,10851,25.5,13.6,56.9,32.3,59.3,-2,-8.2,98.1,83,10.9,2.1,0.2,3.8,84.527,4.502
Interlaken,NY,1,2376,11.6,8.1,22.5,12.6,78.3,51.4,2.4,38.2,97.3,0.6,0.7,0.2,1.2,38.973,0.035
Interlochen,MI,1,6522,10.7,5.7,21.5,14.3,107.6,15.1,4.6,27.4,96.2,0.8,0,0,3,56.272,4.32
International Falls,MN,1,9861,9.8,7.2,29.1,15.4,71.7,-11.1,-0.3,69.2,95.7,0.5,0.4,0.1,3.3,257.637,91.626
Intervale,NH,1,1324,6.1,8.5,9,10.7,86.9,-28.3,4.4,39.2,100,0,0,0,0,13.29,0.07
Inverness,CA,1,782,5.5,14.9,19,7,90.5,22.6,-5.4,34.8,71.9,24.7,2.4,1,0,41.6,11.308
Inverness,MS,1,1237,28.2,13.2,32,28.8,77.7,3.9,-31,93.5,39.7,1.1,57.4,0.2,1.6,80.841,1.386
Inwood,IA,1,1944,10,6.2,13.3,9,100.5,-2.2,17,22.6,98.8,0.3,0.2,0,0.7,101.493,0.114
Inwood,NY,1,8331,24.6,6.4,23.7,17.7,81.7,21.4,5.2,50.4,38.3,27.9,28.4,2.2,3.2,1.235,0.609
Inwood,WV,1,11078,9.5,5.6,35.8,14.7,131.7,13.8,4.6,34.6,95,1,2.4,0.4,1.2,23.011,0.007
Inyokern,CA,1,1876,10.4,9.1,42.4,13.3,109.5,-3.1,-9.1,69.9,89.8,3.7,0,4,2.5,545.315,0.183
Iola,KS,1,7760,9.1,8.4,30,21.5,73.1,-8.7,5.3,68.6,3.2,1.5,0.2,0,95.1,116.894,1.895
Iola,TX,1,2556,15.8,4.9,30.5,9.1,103.8,100,100,20.2,93.3,1.2,2.8,0,2.7,127.415,3.816
Iola,WI,1,3619,9.5,3.2,22.7,9.7,99.2,-5.7,-2.7,37.8,97.7,1.2,0,0.2,0.9,105.033,1.509
Iona,ID,1,1741,9.3,5.6,32.2,6.6,125,18.2,18.2,17.1,95.3,3.9,0,0,0.8,0.721,0
Ione,CA,1,13097,19.1,9.1,60.6,12.6,88.8,14.2,-2.3,72.1,62,18.1,11.7,2,6.2,115.386,6.321
Ione,OR,1,635,3.5,9.5,20.7,6.6,120.4,-7.7,-7.7,35,92,3.7,0,1,3.3,353.096,5.844
Ione,WA,1,1430,6.1,14,48,19.8,76.7,5.6,-17.4,83.4,96.4,1.8,0,0,1.8,204.803,2.76
Ionia,IA,1,1014,6.1,2.6,32.6,18,80,4.4,0,48.5,96.2,1.8,0,0,2,82.554,0.183
Ionia,MI,1,20178,15.6,8.8,52.7,22.5,80.2,10.8,0,78.3,79.4,3.7,13.3,0.6,3,108.408,0.771
Iota,LA,1,4511,17.3,11,32,8.5,99.6,-12.6,-10.9,74.8,18.5,0.7,0.7,19.1,61,73.542,0.016
Iowa Falls,IA,1,6958,6,13.9,23.1,8.8,93.9,-1.9,-1.5,49,98,0.4,1.2,0,0.4,135.742,0.132
Iowa Park,TX,1,15622,22.3,9.4,65.2,6.5,93.2,-10.2,-6.3,80.4,70.3,13.4,14,0.3,2,198.388,3.181
Iowa,LA,1,8999,14.5,14.2,28.2,15.7,108.4,23.4,0,54.1,16.8,1.3,5.6,10.8,65.5,180.052,2.166
Ipava,IL,1,1069,6.2,6,19.8,10.1,93.4,-2.4,0,34.2,5.8,0.9,3.8,1,88.5,61.325,0.024
Ipswich,MA,1,13616,3.6,3.8,19.3,6.9,111.5,3.7,-6.1,19.4,97.4,0.9,0,0.5,1.2,30.425,5.285
Ipswich,SD,1,2148,7.1,10.1,12.7,12.4,131.7,9.1,3.5,23.6,99.6,0.1,0.1,0.1,0.1,438.856,3.074
Iraan,TX,1,1245,21.8,11.3,17.3,7,115.1,31.7,0,32.5,40.8,54.1,5,0,0.1,535.596,0
Irasburg,VT,1,1101,13.5,2.1,37,19.4,62.6,-12.8,4.8,70.1,97.1,1.8,0,0.3,0.8,41.836,0.33
Iredell,TX,1,786,10.9,14,38.9,15.7,72.8,28.6,28.6,56.6,90.1,8.2,0,0,1.7,138.403,1.434
Irene,SD,1,952,11.8,6.9,17.7,11.9,103.9,-7.7,9.7,34.4,98.9,0.3,0.4,0,0.4,99.638,0.049
Ireton,IA,1,1060,6,13.9,10.4,5.6,101.1,10.4,-10.9,33.7,98.1,0.7,0.1,0,1.1,92.592,0.009
Irma,WI,1,1148,10.7,4.9,26.8,7.6,100.2,50,-25,33.4,85.9,2.8,8.8,0.5,2,74.375,1.006
Irmo,SC,1,36266,4.1,6.6,18.2,8.5,151.7,4,0.4,16.1,73.1,1.4,21.7,1.6,2.2,40.076,2.139
Iron City,GA,1,1142,18.3,14.9,25.1,9.1,69.7,-33.3,-33.3,86.8,82.7,2.7,13.2,0,1.4,57.617,1.553
Iron City,TN,1,2770,22,11.6,36.4,13.9,90.7,14.5,50,56.7,98.3,0.3,0.1,0.1,1.2,113.149,0.09
Iron Mountain,MI,1,11510,7.1,9.2,33.7,13.7,91.4,-0.7,-5.8,64,97.2,0.4,0.4,0.8,1.2,150.745,5.092
Iron Ridge,WI,1,2515,9.1,8.8,25.1,6.1,104.6,39.9,8.8,19.5,98.8,0.4,0,0,0.8,35.421,0.461
Iron River,MI,1,6029,8.6,8,41.8,17.7,63.6,3.2,-4.3,77.2,94.3,0.8,1.7,0.1,3.1,474.803,12.945
Iron River,WI,1,2275,6.4,7.5,34.1,9.7,87.5,18.4,1.4,39.3,94.9,0.3,0,1.2,3.6,164.788,6.895
Iron Station,NC,1,8078,19.2,8.7,24.9,19,109.1,6.8,6.8,50.7,86,4.8,7.1,1.3,0.8,39.485,0.138
Iron,MN,1,1508,7.8,7.9,30.6,8.5,92.8,25.5,18.2,25.3,96.5,1.5,0,0.2,1.8,61.246,1.061
Irondale,MO,1,1795,16.7,4.6,30.7,18.3,96.8,21.7,-18.8,58.4,0.2,0,0,3.1,96.7,29.459,0.016
Irondale,OH,1,667,15.2,11.4,29.2,10.2,99.8,0,0,61.3,99.4,0,0.1,0.2,0.3,18.299,0.027
Irons,MI,1,1988,15.5,3.1,51.1,23.4,67.7,-0.9,-10.7,84.5,97.6,0.3,0.1,0.2,1.8,115.059,1.861
Ironton,MN,1,1745,10.4,8.9,27.5,20,80.4,11.3,15,49.2,92.6,1.8,1.6,0,4,24.365,2.668
Ironton,MO,1,4011,17.2,16.6,39.9,21.7,78,-1.2,0.9,89,0,0.5,0,0.1,99.4,110.38,0.589
Ironton,OH,1,21507,14.1,13.9,39.4,21.8,74.1,-15.9,-9.9,94.2,95.4,0.4,3.2,0.3,0.7,77.532,1.453
Ironwood,MI,1,7612,8.3,11.5,37.7,24.7,64,-0.5,-12.9,88.1,97.5,0.3,0.1,0.1,2,237.842,21.157
Iroquois,SD,1,742,11.4,6.8,20.5,6.5,111.6,22.2,22.2,12.5,98.1,1.5,0,0,0.4,310.781,0.211
Irrigon,OR,1,3859,16.2,6.5,35,12.9,102.7,-5.5,9.5,54.6,69.9,23.4,0,0.7,6,41.518,7.633
Irvine,KY,1,13071,26.3,13,47.2,30,67.6,-14.3,4.2,94.9,99,0.3,0,0.1,0.6,206.003,2.322
Irvine,PA,1,548,7.5,0,23.2,3.8,91,20,20,7.3,98.3,0,0,0,1.7,8.218,0.716
Irving,IL,1,823,11.8,10,30.7,15.9,80.4,10,8.3,56.5,0.2,0.1,0.1,0,99.6,38.075,0.411
Irving,NY,1,3183,14.6,6.7,33.6,15.8,96.2,-23.7,-7.7,76,67,1,0.7,0.6,30.7,35.166,0.905
Irvington,AL,1,10961,27.1,10.6,36,21.7,80.9,246.9,4,68.9,80.8,1.2,11.4,4.4,2.2,40.089,0.074
Irvington,IL,1,786,7.6,8,24.2,19.3,97.5,-16.4,0,57.8,0,0.6,0,0.2,99.2,3.274,0.006
Irvington,KY,1,4420,21.9,7.6,38.3,19.5,100.5,18.8,17.8,53.2,91.4,0.3,6.6,0.1,1.6,83.664,0.537
Irvington,NJ,1,54320,18.2,16,29,23.7,51,14.8,-2.4,84.6,5.8,8.3,79.8,1.2,4.9,2.916,0.002
Irvington,NY,1,7487,4,4.7,19.5,2.3,235.5,13.5,3,3.9,86.2,4.1,0.7,7.7,1.3,3.556,0.053
Irvington,VA,1,848,5,10.4,29.5,5.4,95.5,-20,-15.3,57.5,95,0.2,3.5,0.3,1,2.556,0.326
Irvona,PA,1,1331,12.5,11.3,29.3,17,76.6,15.3,13.3,55,97.8,0.8,0,0.1,1.3,28.677,0.157
Irwin,IA,1,524,7.2,10.9,11.7,10.3,53,-23.4,9.5,48.8,95.4,0.6,0,4.1,0,34.855,0
Irwin,OH,1,526,4.8,17.4,16.7,9.7,107.1,-1.7,0,39.3,79.6,18.7,1.8,0,0,23.619,0.013
Irwin,PA,1,45132,4.5,5.8,19.2,5,125.5,17.2,-3.1,12.3,98.4,0.4,0.3,0.4,0.5,44.241,0.056
Irwinton,GA,1,1808,20.7,15.7,47,14.5,90.9,19.8,3.7,71.9,34.6,0.6,64.6,0,0.2,96.92,0.112
Isanti,MN,1,12780,7.3,4.4,17.8,4.8,104.7,30.5,7,6.4,96.8,0.8,0.3,0.2,1.9,99.189,3.007
Iselin,NJ,1,18502,10.8,4.1,28.3,6,112.3,18.6,6.1,19.1,61.4,5.9,5.5,24.2,3,3.175,0.001
Ishpeming,MI,1,12684,5.6,7.4,33,14.4,93.4,-14.9,-5,62.6,96.5,0.4,0,0.2,2.9,284.697,13.192
Islamorada,FL,1,3331,3.4,12.8,27.7,9,130.7,10.4,1.5,30.6,93.5,5.3,0.2,0,1,5.871,48.71
Island Falls,ME,1,1387,10.3,7.4,39.4,18.3,79.1,-19.9,-17.5,84.8,97.7,0.9,0,0,1.4,162.875,9.181
Island Heights,NJ,1,1505,2.4,6,26,8.8,108.6,3.7,24.3,15.9,92.1,2.6,1.6,1.5,2.2,0.542,0.309
Island Lake,IL,1,8603,8.3,1.3,19.3,9.9,119.8,27.5,-4.6,15.1,89.3,7.9,1,0.6,1.2,4.551,0.524
Island Park,ID,1,863,3.1,4.4,36.1,14.1,118.2,-5.8,-13.3,48.5,99.3,0,0,0,0.7,561.668,23.939
Island Park,NY,1,8449,10.9,8.2,25,11.2,122,32.1,-5.6,34.8,83.6,13.8,0.1,1.3,1.2,1.487,0.531
Island Pond,VT,1,998,17.3,7.2,40,18.7,54,-1.8,-11.4,89.4,97,0,0,0.3,2.7,55.631,1.477
Island,KY,1,1361,25,9,26.4,14.8,100,-12.2,-13.3,77.9,97.9,2,0,0,0.1,41.602,0.562
Islandia,NY,1,3370,12.5,7.1,20.2,3.6,148.4,13.5,7.2,14.2,43.9,29.4,16.2,9.8,0.7,2.187,0
Islandton,SC,1,1172,11.9,16.5,30.7,12.5,92.5,-79.5,-37.5,85.1,67.4,6.3,26.4,0,0,75.723,0.016
Isle La Motte,VT,1,577,7.1,4,26.6,7,89.1,50,25,11.2,82.6,2,0,1,14.4,7.885,0.012
Isle Of Palms,SC,1,4306,1,29.2,33.1,10.6,196.4,11.8,8.8,30.8,97.7,0.9,0.1,0.5,0.8,10.011,6.522
Isle,MN,1,2651,9.3,5.4,35.6,12.1,67.8,0.3,4,57,94.6,1.4,0.1,0.5,3.4,189.287,21.727
Islesboro,ME,1,780,3.2,4.1,18,8.7,118.4,-10,-10,26.7,96.3,0.7,0,0.3,2.7,14.289,54.592
Isleta,NM,1,978,19,21,43.5,24.1,86.2,20,33.3,71.6,0,7.5,0,1.6,90.9,2.054,0.104
Isleton,CA,1,1776,18.4,14.3,40.4,21.4,67.1,95.6,-7.5,84.4,65.5,22.1,0.4,4.9,7.1,44.62,2.479
Islip Terrace,NY,1,9521,5.6,7.4,18.9,4.7,168.9,7.8,-1.5,15.5,89.6,7,1.2,1.3,0.9,3.713,0.025
Islip,NY,1,14462,6.3,5.8,20.7,3.9,160.6,5.4,0.6,13.4,85.3,7.6,2.9,2.4,1.8,4.018,0.624
Isola,MS,1,1557,38,15.7,49.9,39.9,60.1,-10,-10,99.4,81.1,0,16.8,0.4,1.7,88.323,2.194
Isom,KY,1,994,39.5,1.9,61.2,36.3,45.8,-13.7,4.2,88.8,97.9,0,0,0,2.1,9.377,0.024
Isonville,KY,1,621,41.7,11.1,61.1,14.6,48.8,0,0,92.2,100,0,0,0,0,33.162,0.079
Issue,MD,1,1031,3.1,1.7,31.4,3.4,138.5,0,0,18.1,78.6,5.2,16.2,0,0,2.202,1.573
Italy,TX,1,3153,19.1,9.9,32.1,12.2,81.2,15.7,-11.6,72,74,15.7,9.4,0,0.9,103.289,1.064
Itasca,IL,1,10435,8.8,2.1,18.7,5.9,133.6,5,-4,17.5,84.7,6.6,1.3,4.8,2.6,6.88,0.272
Itasca,TX,1,2744,25.4,7.5,31,24.6,76.6,-1.2,0,82.6,68.4,14.7,13.6,0.9,2.4,89.058,0.628
Ithaca,MI,1,5941,9.9,7.6,25.9,14,89.6,9,-9.4,54.7,95,3.7,0,0.1,1.2,122.445,0.313
Ithaca,NY,1,65756,4.5,7,27.1,26.4,81.1,10,2.1,48.5,78.2,3.9,4.2,10.8,2.9,125.96,0.871
Itta Bena,MS,1,4947,25.7,12.9,45.7,44.6,56.8,14.7,10,86.3,9.9,3.6,85.3,0.5,0.7,94.929,1.002
Iuka,IL,1,2212,10.4,9.1,22.6,6.1,95.1,-35.1,-8.7,56.5,1.8,0.8,0,0.3,97.1,112.786,0.162
Iuka,MS,1,8817,24.4,14.3,36.4,11.5,97.4,7.1,8.9,65,95.6,0.5,2.8,0.3,0.8,200.154,12.635
Iva,SC,1,7003,24.6,15.4,36.8,21.9,73.7,6.2,-13.2,93.1,84.5,0.7,13.2,0.1,1.5,148.885,11.42
Ivanhoe,CA,1,3837,57.5,8.4,37.6,36.3,47,-3.7,10,88.8,22.6,75.1,1,0,1.3,2.881,0
Ivanhoe,MN,1,912,12.4,12.8,15,10.2,68.2,-1.7,-7.5,65.2,98.6,0.1,1.3,0,0,96.57,1.874
Ivanhoe,NC,1,1932,31.2,5,27.9,15.9,102.9,73.3,-10,52.1,49.7,24.8,24.7,0,0.8,116.048,0.067
Ivanhoe,TX,1,1063,12.6,5.1,30.7,11.8,98.3,25,25,26.7,90.4,7.5,0,0,2.1,53.534,1.047
Ivanhoe,VA,1,1064,26.7,29,20.1,19.2,54.9,108.3,-14.3,78.5,98.6,0,0.3,0,1.1,47.488,0.714
Ivins,UT,1,7642,6.2,4.4,34.1,14,87.6,73.5,13.5,24.8,92.3,3.8,0,0.2,3.7,22.051,0.06
Ivor,VA,1,2088,17.6,9.5,20.5,15.7,81.8,-3.6,-3.2,69,71,0.5,26.1,0,2.4,87.06,1.007
Ivoryton,CT,1,2942,5.5,2.1,17.3,5.1,109.5,11.8,-9.1,14.2,97.7,0.8,1,0.2,0.3,3.333,0.017
Ivydale,WV,1,858,21.9,14,42.6,12.6,118.5,-6.1,-22.2,84.9,91.4,4,0,0,4.6,31.844,0.374
Ixonia,WI,1,2718,3.3,4.5,13.8,5.5,154.4,9.9,5.6,3.9,97.1,0.5,0,1.7,0.7,26.792,0.529
Jack,AL,1,1469,25.2,11.7,36.4,19.8,82,-22.2,-22.2,95.1,92.9,0.3,4.6,0,2.2,50.222,0.004
Jackman,ME,1,997,10.6,12.7,27.9,14.8,81.9,-10.4,-4.3,76.4,96.1,1,0,0,2.9,923.159,31.456
Jackpot,NV,1,1614,51.7,14.3,30.3,36.1,75,0,0,91.6,25,75,0,0,0,42.052,0.045
Jacks Creek,TN,1,502,23.7,0,46.9,74.1,70,94.4,20,57.3,100,0,0,0,0,4.056,0
Jacksboro,TN,1,9506,23.3,11.6,38.4,15.6,83.8,23.2,-0.7,74.7,97.4,0.3,0.2,0.1,2,28.164,3.439
Jacksboro,TX,1,5958,21.2,20,45.9,14.6,95.7,-9.3,9.2,81.5,75.1,17.8,5.9,0.2,1,564.127,5.977
Jackson Center,OH,1,2264,8.7,8.8,28,8.5,96.8,-17.8,-17.8,62,98.6,0.4,0,0,1,25.712,0.024
Jackson Center,PA,1,1590,14.3,2.5,32.8,15.6,95.1,35.6,18.8,30.2,99.1,0.4,0,0.1,0.4,27.736,0.282
Jackson Heights,NY,1,64754,25.2,4.2,25.3,18.3,85.2,20.4,8.6,44.4,21.1,56.6,1.9,16.6,3.8,0.741,0
Jackson Springs,NC,1,3171,21.9,5.4,25.9,8.5,108.8,208.2,4.8,26.4,57,20,22.2,0,0.8,52.019,0.115
Jackson,AL,1,10169,18.3,13.3,47.8,26.8,70.2,-0.1,-2.1,93.5,58.7,0.7,39.5,0.3,0.8,397.602,9.461
Jackson,CA,1,6581,6.4,14.5,37.1,11.5,79.2,1.5,7.3,60.6,89.3,5.8,0.3,0.2,4.4,66.263,1.817
Jackson,GA,1,22318,24.3,12.2,45.7,18.8,90.3,14.2,2.9,76.8,74.5,0.8,22.7,0.2,1.8,155.095,4.887
Jackson,KY,1,10906,30.7,10.6,55.1,33.4,57.4,28.4,19.9,79.6,98.1,0.3,0.2,0.3,1.1,352.586,2.36
Jackson,LA,1,6322,30.6,15.3,71.2,28.6,97.3,-18.5,-7,96.7,20.9,0.4,1.5,16.1,61.1,79.389,0.727
Jackson,MN,1,4442,10.3,10.5,18.2,14.3,75.8,-5.3,-2.4,62.3,94.9,0.6,0.2,3.7,0.6,182.427,2.117
Jackson,MO,1,24920,8.8,6.4,22.9,11.1,112.1,5.1,8.1,26,0.3,0.5,0.9,2.3,96,170.878,2.019
Jackson,NC,1,2811,22.9,4.1,49.2,23.3,80,-7,-12.2,88.5,38.6,0.9,59.1,0.4,1,99.926,0.495
Jackson,NE,1,671,5.8,20.5,17,4.9,135.6,15.8,-12.5,29.4,3.1,3.3,4.7,2.6,86.3,63.688,1.052
Jackson,NH,1,905,1.3,4.9,21.2,5.7,118.6,-14.3,2.4,18.9,92.1,1.2,0,3.9,2.8,64.804,0.039
Jackson,NJ,1,55459,6.3,4.6,24.2,4.3,117.6,-1.2,4.2,18.8,87.4,5.9,3.2,2,1.5,85.163,1.003
Jackson,OH,1,16114,16.3,6.5,35.8,23,81.5,-0.3,2.3,74.3,95.9,2.1,0.7,0.1,1.2,178.009,0.561
Jackson,SC,1,3869,16.5,15.1,39.7,16.7,103.9,16.3,-23.5,78.4,73.8,2,21.5,0.3,2.4,115.168,2.07
Jackson,WI,1,9359,6,3.7,16,5.1,121.2,9.7,-0.5,10.8,98.1,0.3,0,0,1.6,22.969,0.082
Jackson,WY,1,16625,5.2,9,9.9,7.7,127.4,22.2,14.5,6.9,77.7,18.5,0,1.5,2.3,808.034,3.765
Jacksonburg,WV,1,609,19.3,19.7,52.4,40.9,64.7,0,0,96.1,95.8,0,0,0,4.2,55.87,0.124
Jacksons Gap,AL,1,3152,16.5,11.4,40,15.2,104.7,22.1,-12.5,70.3,89.2,0.9,9.1,0,0.8,49.359,10.878
Jacksonville Beach,FL,1,26035,4.4,8.3,23.2,9.5,131,8.8,14.6,15.3,89.6,3,4.5,1.4,1.5,8.616,2.403
Jacksonville,AL,1,20833,15.1,12.5,32.9,22.3,97.3,2.3,0,75.5,83.1,0.9,13.8,0.6,1.6,99.5,0.308
Jacksonville,AR,1,39359,14.1,13.3,34,18.6,101.7,-3.9,-8,81.4,0.5,3.5,0.3,15.5,80.2,73.917,0.32
